"ID","yfl.rec"
0,0.0910215366705471
1,0.158369777612357
2,0.0719097969495649
3,0.143500765658023
4,0.0899202890014529
5,0.0929001791239212
6,0.218532259524025
7,0.141746103797851
8,0.167526631158455
9,0.161165237453267
10,0.163400937297996
11,0.153838328348491
12,0.151023736184091
13,0.147995169082126
14,0.149365303244006
15,0.144847890088322
16,0.110840133821092
17,0.106244362032675
18,0.11350054525627
19,0.0693507588532884
20,0.157871815344415
21,0.0780397677283125
22,0.102489726855209
23,0.0270436481276679
24,0.00583722704938883
25,0.0600898181550467
26,0.135265522574943
27,0.0817447858264185
28,0.0605418138987044
29,0.138362845467727
30,0.138451954524217
31,0.100750664048966
32,0.118527932806543
33,0.157688780189544
34,0.0822818791946309
35,0.0750144772595661
36,0.0527948781088402
37,0.103530472877207
38,0.0592726802122428
39,0.0792467138523761
40,0.148937221947603
41,0.132656784492588
42,0.0772293846648334
43,0.105776608571742
44,0.0979502688172043
45,0.142815134287395
46,0.0684305305443967
47,0.0686622434809443
48,0.0781425891181989
49,0.107617536203134
50,0.10766442809935
51,0.143596235345919
52,0.148208815520762
53,0.107932996207332
54,0.14710200927357
55,0.155808590371865
56,0.129348130187448
57,0.113064200268976
58,0.0963988287637373
59,0.117739052725648
60,0.0996013790131437
61,0.0373413897280967
62,0.0791581209102451
63,0.046374918354017
64,0.060214259327669
65,0.119688047111253
66,0.0678600053433075
67,0.0261780104712042
68,0.10088772845953
69,0.0811052690457546
70,0.103654485049834
71,0.0836494921062294
72,0.0908362887541471
73,0.110635080645161
74,0.142416419259068
75,0.107105709749822
76,0.0791960601623852
77,0.130821263572389
78,0.0874439461883408
79,0.0850822122571002
80,0.124006764005309
81,0.0856894301870378
82,0.0993071252345285
83,0.0976339226372458
84,0.100035954310369
85,0.137191461652728
86,0.046995674133128
87,0.0309046529953297
88,0.0376791084379975
89,0.0452981192476991
90,0.100092464170134
91,0.0952590820373985
92,0.158586484810911
93,0.0788597887425843
94,0.0517884051074629
95,0.00736227468900736
96,0.0236486486486486
97,0.0232997481108312
98,0.027860955604739
99,0.0601336302895323
100,0.0551268352526812
101,0.0787685675460381
102,0.0611635356246212
103,0.0433207309388784
104,0.0753132118451025
105,0.0640649672907737
106,0.0496396362401419
107,0.0620739516628796
108,0.0535758475624845
109,0.188172147566169
110,0.172297362480465
111,0.151521402784941
112,0.113542421689815
113,0.188835942818244
114,0.108817846478131
115,0.0872682323856613
116,0.149870622735898
117,0.106313115668174
118,0.107190624800968
119,0.061641326250229
120,0.049583498611662
121,0.0782759163127261
122,0.076692335243553
123,0.106356280559041
124,0.083977413800008
125,0.0775523560209424
126,0.0727436012572968
127,0.109038970690696
128,0.087652663632494
129,0.118338918457192
130,0.129526123936817
131,0.08479969146218
132,0.0642468944099379
133,0.071157495256167
134,0.0621216109502501
135,0.0882894112060779
136,0.0519866654653572
137,0.0502735792838182
138,0.0539880824179769
139,0.0495537308104248
140,0.0592212447051157
141,0.100489502002508
142,0.0408607659792494
143,0.0851627439637061
144,0.0906110877317327
145,0.108983725500076
146,0.0963306377262071
147,0.0594660194174757
148,0.0833991687562257
149,0.0581895434996632
150,0.0414177618478694
151,0.0803970436576143
152,0.0312247415663419
153,0.0412575013638843
154,0.0292511227090666
155,0.0451288411189197
156,0.064332528458089
157,0.0618255890772958
158,0.0741865802619144
159,0.0798509067450362
160,0.0672935531305626
161,0.0726342710997442
162,0.0581299131154324
163,0.0661203502852093
164,0.0329802118728763
165,0.0547921071176885
166,0.0426491994177584
167,0.084392523364486
168,0.0506954822393379
169,0.0627148170817835
170,0.0960779477059694
171,0.0929635499207607
172,0.113711055606678
173,0.161631524369167
174,0.0523545267163469
175,0.0559238278895987
176,0.154496281271129
177,0.105680768836144
178,0.0347740824772828
179,0.060218636332272
180,0.0507546097499369
181,0.0977405688924753
182,0.0905249573290038
183,0.105153710186116
184,0.082396057121193
185,0.0709931875224095
186,0.103153124803323
187,0.0569623260012352
188,0.0382058805916522
189,0.0947193831809216
190,0.0548009283413994
191,0.0480400139583576
192,0.0460753961027135
193,0.0468191073688845
194,0.0922790271966527
