"ID","year","month","intervention","Population","Population.u5","Population.over5","closest.csb","real.dist.csb","m1.fit.st","palu.pc.2nn_0.08","palu.und5.pc.3nn_0.19"
101,2014,10,0,1094,197,897,"csb2.fasintsara",3.357,0.0732957631239166,0.0335581625450901,0.0335707709360277
101,2014,11,0,1094,197,897,"csb2.fasintsara",3.357,0.0696309596038408,0.106465006993009,0.10872048692662
101,2014,12,0,1094,197,897,"csb2.fasintsara",3.357,0.0695808372049307,0.116805460046356,0.0951461008816542
101,2014,2,0,1094,197,897,"csb2.fasintsara",3.357,0.075670446582802,0.479488230288119,0.393103369773926
101,2014,3,0,1094,197,897,"csb2.fasintsara",3.357,0.0776980931316227,0.297214569641792,0.231682912336064
101,2014,4,0,1094,197,897,"csb2.fasintsara",3.357,0.0818407374180367,0.168854750522136,0.163321433007565
101,2014,5,0,1094,197,897,"csb2.fasintsara",3.357,0.076705972090759,0.0492883929428069,0.0796872837464923
101,2014,6,0,1094,197,897,"csb2.fasintsara",3.357,0.0849316668845727,0.0125145980617973,0.0129393321855367
101,2014,7,0,1094,197,897,"csb2.fasintsara",3.357,0.074968220868728,0.0631019627119466,0.033389410859076
101,2014,8,0,1094,197,897,"csb2.fasintsara",3.357,0.0721755073243532,0.0371738408996875,0.0336933566431457
101,2014,9,0,1094,197,897,"csb2.fasintsara",3.357,0.0709175007847629,0.051095526261894,0.0608977577519592
101,2015,1,0,1125,202,922,"csb2.fasintsara",3.357,0.0725242131735329,0.170454828086976,0.190415294122566
101,2015,10,0,1125,202,922,"csb2.fasintsara",3.357,0.0742213917024203,0.0291911531518885,0.0130599227170048
101,2015,11,0,1125,202,922,"csb2.fasintsara",3.357,0.0713676142665977,0.0297173117431213,0.0197725924436773
101,2015,12,0,1125,202,922,"csb2.fasintsara",3.357,0.0702146725655932,0.0831536158393675,0.0463105486902689
101,2015,2,0,1125,202,922,"csb2.fasintsara",3.357,0.0762675231075767,0,0.0259479319325502
101,2015,3,0,1125,202,922,"csb2.fasintsara",3.357,NA,NA,NA
101,2015,4,0,1125,202,922,"csb2.fasintsara",3.357,NA,NA,NA
101,2015,5,0,1125,202,922,"csb2.fasintsara",3.357,NA,NA,NA
101,2015,6,0,1125,202,922,"csb2.fasintsara",3.357,0.0913709340696749,0.234523760287767,0.321694482574673
101,2015,7,0,1125,202,922,"csb2.fasintsara",3.357,0.0866487762820254,0.108406264629151,0.0376641845981386
101,2015,8,0,1125,202,922,"csb2.fasintsara",3.357,0.0848094427008616,0.06695767057885,0.0378810642330825
101,2015,9,0,1125,202,922,"csb2.fasintsara",3.357,0.0799014602916004,0,0
101,2016,1,0,1156,208,948,"csb2.fasintsara",3.357,0.0708460015050577,0.125752902482803,0.108856490946996
101,2016,10,0,1156,208,948,"csb2.fasintsara",3.357,NA,NA,NA
101,2016,11,0,1156,208,948,"csb2.fasintsara",3.357,NA,NA,NA
101,2016,12,0,1156,208,948,"csb2.fasintsara",3.357,NA,NA,NA
101,2016,2,0,1156,208,948,"csb2.fasintsara",3.357,0.0744547780762856,0.151312506602134,0.132899668126142
101,2016,3,0,1156,208,948,"csb2.fasintsara",3.357,0.0756020743045434,0.347440639712511,0.34047811021655
101,2016,4,0,1156,208,948,"csb2.fasintsara",3.357,0.07741126455577,0.151686536728051,0.106566056141861
101,2016,5,0,1156,208,948,"csb2.fasintsara",3.357,0.0770197386694398,0.093091048181828,0.0941470076902284
101,2016,6,0,1156,208,948,"csb2.fasintsara",3.357,0.0760908625884703,0,0
101,2016,7,0,1156,208,948,"csb2.fasintsara",3.357,NA,NA,NA
101,2016,8,0,1156,208,948,"csb2.fasintsara",3.357,NA,NA,NA
101,2016,9,0,1156,208,948,"csb2.fasintsara",3.357,NA,NA,NA
101,2017,1,0,1189,214,975,"csb2.fasintsara",3.357,NA,NA,NA
101,2017,10,0,1189,214,975,"csb2.fasintsara",3.357,0.0731908609617066,0.0339790705477758,0.0185635006019389
101,2017,11,0,1189,214,975,"csb2.fasintsara",3.357,0.0745268376857297,0.110284237049566,0.160188398138001
101,2017,12,0,1189,214,975,"csb2.fasintsara",3.357,0.0716141653768037,0.252697352705292,0.391840681241003
101,2017,2,0,1189,214,975,"csb2.fasintsara",3.357,0.0741946645763756,0.291627718870002,0.252876499238046
101,2017,3,0,1189,214,975,"csb2.fasintsara",3.357,0.0749515736529342,0.302486062392686,0.19688444670546
101,2017,4,0,1189,214,975,"csb2.fasintsara",3.357,0.075938645701096,0.176140237399088,0.171726328271524
101,2017,5,0,1189,214,975,"csb2.fasintsara",3.357,0.0826639039799679,0.166240105708727,0.210107870932774
101,2017,6,0,1189,214,975,"csb2.fasintsara",3.357,0.0757710348085269,0,0
101,2017,7,0,1189,214,975,"csb2.fasintsara",3.357,NA,NA,NA
101,2017,8,0,1189,214,975,"csb2.fasintsara",3.357,NA,NA,NA
101,2017,9,0,1189,214,975,"csb2.fasintsara",3.357,0.0728309726179509,0.00928789092708197,0
102,2014,1,0,850,153,697,"csb1.ambodiara.sud",4.714,NA,NA,NA
102,2014,10,0,850,153,697,"csb1.ambodiara.sud",4.714,NA,NA,NA
102,2014,11,0,850,153,697,"csb1.ambodiara.sud",4.714,NA,NA,NA
102,2014,12,0,850,153,697,"csb1.ambodiara.sud",4.714,0.0435989195878624,0.0134632431125427,0.00918471107087768
102,2014,2,0,850,153,697,"csb1.ambodiara.sud",4.714,NA,NA,NA
102,2014,3,0,850,153,697,"csb1.ambodiara.sud",4.714,NA,NA,NA
102,2014,4,0,850,153,697,"csb1.ambodiara.sud",4.714,NA,NA,NA
