OBJEC,LIB_P,LIB_R,LIB_D,LIB_C,LIB_F,tmx_2014_0,tmx_2014_1,tmx_2014_2,tmx_2014_3,tmx_2014_4,tmx_2014_5,tmx_2014_6,tmx_2014_7,tmx_2014_8,tmx_2014_9,tmx_201410,tmx_201411,tmx_2015_0,tmx_2015_1,tmx_2015_2,tmx_2015_3,tmx_2015_4,tmx_2015_5,tmx_2015_6,tmx_2015_7,tmx_2015_8,tmx_2015_9,tmx_201510,tmx_201511,tmx_2016_0,tmx_2016_1,tmx_2016_2,tmx_2016_3,tmx_2016_4,tmx_2016_5,tmx_2016_6,tmx_2016_7,tmx_2016_8,tmx_2016_9,tmx_201610,tmx_201611,tmx_2017_0,tmx_2017_1,tmx_2017_2,tmx_2017_3,tmx_2017_4,tmx_2017_5,tmx_2017_6,tmx_2017_7,tmx_2017_8,tmx_2017_9,tmx_201710,tmx_201711
31,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,RANOMAFANA,FKT SAHANDRAZANA,28.24194952,28.09862714,27.74201899,26.76644611,24.90052323,23.59729391,22.74628056,23.1212957,24.48612668,26.27246657,27.8421891,28.47288479,28.04194877,27.75167288,27.52208052,27.06644535,25.60052399,23.68164409,22.74628056,22.80564607,24.28612627,26.93935967,27.74218874,29.07288355,28.54194877,28.54558021,28.32207975,27.16644573,24.20052246,22.49729508,21.97577758,22.92129657,24.38612665,26.62551272,25.94218759,28.67288393,28.64194915,28.09862714,27.92208013,26.96644506,25.60052399,23.99729508,22.84628094,23.1212957,24.78612627,26.8255132,27.37529649,28.17288393
32,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT MAROTOKO,29.57589409,29.42944964,28.96913728,28.13092682,26.31305805,25.2834609,24.45078169,24.70450008,25.69527825,27.1143283,28.6033698,29.59318336,29.37589456,29.03180762,28.79376899,28.43092606,27.01041297,25.38180374,24.45078169,24.40284215,25.4952776,27.78662546,28.50143865,30.19125286,29.87589456,29.92709262,29.59183758,28.53092644,25.61041145,24.18346052,23.7204473,24.50449941,25.59527801,27.41597006,26.70336828,29.79053746,29.97589494,29.42944964,29.1937686,28.33092567,27.01041297,25.68346044,24.5514965,24.70450008,25.9952776,27.61861583,28.13035878,29.29318221
33,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT AMBALAVIA,29.43456037,29.30106219,28.80140846,27.96646867,26.16280309,25.0344622,24.18819811,24.53075121,25.67122569,27.18947346,28.67819906,29.53993752,29.23456121,28.92354217,28.60905392,28.26646791,26.86280385,25.12068958,24.18819811,24.21697928,25.47122493,27.85934992,28.57819868,30.13993753,29.73456121,29.77858382,29.40905316,28.36646829,25.46280233,23.93446182,23.44936683,24.33075198,25.57122531,27.51195192,26.77819754,29.73993638,29.83456036,29.30106219,29.00905354,28.16646753,26.86280385,25.43446182,24.28819849,24.53075121,25.97122493,27.71195146,28.20832268,29.23993761
34,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT AMBATOMITRATRAKA,29.41459777,29.25704143,28.79216589,27.94246622,26.11660537,24.98195403,24.1421165,24.50573506,25.65628887,27.19073521,28.63763821,29.50107837,29.21459891,28.8848009,28.58641536,28.24246546,26.81660613,25.06260996,24.1421165,24.18639138,25.45628901,27.86872795,28.53763809,30.10107788,29.71459891,29.72928227,29.38641459,28.34246584,25.4166046,23.88195364,23.41169375,24.30573488,25.55628939,27.51849195,26.73763713,29.70107722,29.81459916,29.25704143,28.98641497,28.14246508,26.81660613,25.38195364,24.24211688,24.50573506,25.95628901,27.71849259,28.15964581,29.20107735
35,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT AMBARIJATSY,29.52505608,29.38436206,28.89245364,28.06349819,26.25020807,25.14705703,24.29441069,24.6372522,25.75679169,27.25274688,28.73592254,29.6171434,29.32505723,29.00519588,28.69947968,28.36349742,26.95020883,25.23355476,24.29441069,24.32375032,25.55679093,27.92488878,28.63592216,30.21714326,29.82505723,29.86352947,29.49947892,28.4634978,25.55020731,24.04705665,23.55922027,24.43725335,25.65679131,27.57357956,26.83592154,29.81714226,29.92505623,29.38436206,29.0994793,28.26349704,26.95020883,25.54705665,24.39441107,24.6372522,26.05679093,27.77357895,28.26378141,29.31714364
36,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT AMBOHIMAHAVELONA,29.66922697,29.5161477,29.05538233,28.21826733,26.38642602,25.32224113,24.47269471,24.80938248,25.90602559,27.38071782,28.84953565,29.73475411,29.46922801,29.13703614,28.8571808,28.51826657,27.08642679,25.40732825,24.47269471,24.49446996,25.70602484,28.05803136,28.7495353,30.33475261,29.96922801,29.99525781,29.65718004,28.61826695,25.68642526,24.22224075,23.744032,24.6093836,25.80602522,27.70160513,26.94953591,29.93475296,30.06922839,29.5161477,29.25718042,28.41826619,27.08642679,25.72224075,24.57269509,24.80938248,26.20602484,27.90160589,28.37222284,29.43475296
37,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT AMBOATROTROKA,29.69716167,29.55541039,29.09183767,28.24372664,26.42500141,25.37153482,24.54047763,24.83547941,25.89148765,27.33146262,28.83735208,29.73913289,29.49716101,29.16827639,28.90430895,28.54372588,27.12500217,25.46241135,24.54047763,24.52635455,25.69148691,28.00612752,28.7373517,30.33913315,29.99716101,30.0425447,29.70430819,28.64372626,25.72500065,24.27153444,23.81140103,24.63547876,25.79148729,27.64432569,26.93735065,29.93913176,30.09716139,29.55541039,29.30430857,28.4437255,27.12500217,25.77153444,24.64047801,24.83547941,26.19148691,27.84432645,28.36268616,29.43913174
38,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT MANDIAFASINA,29.66215709,29.51272983,29.02964513,28.19492243,26.41787942,25.36188616,24.55019496,24.78868655,25.82993986,27.27486613,28.75265243,29.69354509,29.46215796,29.11653421,28.86100951,28.49492166,27.11683119,25.45947418,24.55019496,24.48627607,25.62994084,27.93930407,28.65199817,30.29289277,29.96215796,30.00892698,29.66035604,28.59492204,25.71682966,24.26188578,23.81258695,24.58868694,25.72994122,27.57827262,26.85265104,29.89249463,30.06215834,29.51272983,29.26100913,28.39492128,27.11683119,25.76188463,24.65059253,24.78868655,26.12994084,27.77932236,28.28781802,29.39354395
39,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT AMBODIARA SUD,29.87917868,29.7806249,29.29370563,28.4536126,26.67730774,25.62653589,24.84875028,25.03397526,26.0400982,27.45109542,28.93720255,29.94552364,29.67917946,29.38062528,29.13435829,28.75361183,27.37128065,25.72653627,24.84875028,24.73397506,25.84009796,28.1078111,28.8338064,30.54212922,30.17917946,30.2806249,29.93096273,28.85361221,25.97127913,24.52653551,24.10207103,24.83397492,25.94009834,27.74846242,27.03720145,30.13949509,30.27917984,29.7806249,29.53435791,28.65361145,27.37128065,26.02653551,24.95138372,25.03397526,26.34009796,27.95448971,28.47785354,29.6455225
40,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT MANAMPANDRANA,29.77870816,29.65982492,29.16850675,28.34076714,26.56460572,25.52855066,24.73798361,24.92704153,25.93094333,27.34014048,28.8233826,29.81305858,29.5787093,29.2598253,29.00404286,28.64076638,27.25976925,25.62855104,24.73798361,24.62704226,25.73094429,28.00279884,28.72035071,30.41002745,30.0787093,30.15982492,29.80101058,28.74076676,25.85976772,24.42855028,23.99761237,24.72704092,25.83094467,27.63833231,26.92338123,30.00821852,30.17870968,29.65982492,29.40404247,28.540766,27.25976925,25.92855028,24.83979297,24.92704153,26.23094429,27.84317027,28.35891588,29.51305744
41,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT KIANJANOMBY,29.47394174,29.29899944,28.85030425,27.9907105,26.16283091,25.12044379,24.26500882,24.55689465,25.58149366,27.04010741,28.53755681,29.486329,29.27394134,28.90391607,28.67159713,28.29070974,26.86283167,25.21689657,24.26500882,24.25334763,25.38149289,27.71389983,28.43755643,30.08632939,29.77394134,29.79408421,29.47159636,28.39071012,25.46283015,24.02044341,23.53743298,24.35689425,25.48149327,27.34502134,26.63755565,29.68632923,29.87394172,29.29899944,29.07159675,28.19070936,26.86283167,25.52044341,24.3650092,24.55689465,25.88149289,27.54502211,28.06376498,29.18632786
42,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MALAZAMASINA SUD,29.39488801,29.41811767,28.93158936,28.1618879,26.42122841,25.09137046,24.12587122,24.3989175,25.66722339,27.585938,29.16804922,29.87061738,29.19488833,29.01811805,28.81556063,28.47541369,27.03466849,25.12083811,24.1964039,24.09891635,25.46722263,28.17241348,29.06804884,30.470617,29.76542102,29.84758501,29.61555991,28.57541407,25.63466884,23.99137008,23.39640355,24.19891677,25.56722301,27.86991114,27.33858038,30.05458903,29.86542193,29.43164257,29.21556025,28.37541331,27.03466849,25.49137008,24.31243153,24.41244217,25.98074807,28.08593778,28.75201974,29.57061738
43,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MALAZAMASINA NORD,26.98305057,27.14456429,26.50423575,25.6503853,23.8847174,22.55565713,21.14195293,21.48621097,22.87792956,25.33484055,27.13357028,27.47382513,26.75517234,26.7450368,26.42893619,25.98220182,24.51306758,22.55836212,21.23891986,21.18606692,22.6779288,25.90207954,27.00569201,28.1017027,27.35090641,27.5472681,27.22893542,26.0822022,23.11197777,21.45565675,20.43891874,21.28635479,22.77792918,25.60208031,25.3015693,27.67003142,27.45090679,27.17637998,26.8289358,25.88220144,24.51306758,22.95565675,21.34162378,21.49000532,23.20960044,25.80587314,26.70156891,27.1733536
44,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT ANTANJOMANGA,28.27326674,28.32809402,27.71656871,26.90412895,25.18435923,23.83768585,22.58597904,22.93062984,24.3373005,26.59799087,28.34151859,28.79919544,28.05607399,27.9280944,27.62939676,27.22663002,25.80155105,23.84204851,22.68161547,22.6306287,24.13729974,27.17454762,28.22432561,29.41638842,28.65076692,28.73245781,28.42939613,27.32662978,24.40060663,22.73768547,21.88161446,22.73062908,24.2373006,26.87454839,26.51901801,28.99388936,28.7507673,28.35059462,28.02939637,27.12662964,25.80155105,24.23768547,22.7859779,22.93593655,24.65979966,27.07985573,27.91901763,28.49919621
45,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT BETAMPONA NORD,28.40974043,28.42617885,27.81780962,27.02850802,25.31110625,23.95766528,22.72859286,23.07872226,24.49759654,26.73426397,28.4340728,28.9434579,28.19752877,28.02739582,27.72619042,27.34386956,25.92453594,23.96027881,22.82494299,22.77854175,24.29759578,27.31873155,28.32186022,29.55567049,28.79334414,28.82879305,28.52618966,27.44386878,24.52418181,22.8576649,22.02494185,22.87890167,24.39759692,27.01873231,26.61785593,29.14049181,28.89334452,28.44153813,28.12619004,27.24386918,25.92453594,24.3576649,22.9275549,23.08168912,24.812776,27.22169909,28.01785568,28.64224182
46,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMBINANINDRANO,28.70149234,28.68652845,28.12184301,27.31411046,25.60660809,24.26499741,23.09529501,23.41799958,24.79446619,26.95410818,28.66918029,29.20618812,28.49247201,28.28652883,28.02072324,27.6344501,26.21562918,24.27513776,23.18515519,23.11799844,24.59446543,27.53259148,28.56015881,29.81520781,29.08115358,29.09666715,28.82072373,27.7344491,24.81444947,23.16499703,22.38515404,23.21799882,24.69446594,27.23259224,26.84884063,29.39486982,29.18115397,28.70686682,28.42072286,27.53444972,26.21562918,24.66499703,23.29529386,23.42931739,25.11480407,27.44391014,28.24884039,28.9061885
47,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT TANAMBAO OUEST,28.5034492,28.52775194,27.92866325,27.16243142,25.45929648,24.06447808,22.89688106,23.23877196,24.64014645,26.82546479,28.48051389,29.02564692,28.29887404,28.12931444,27.82919457,27.46968842,26.06543529,24.06695978,22.99291468,22.93869493,24.44014569,27.41816304,28.37593792,29.63022244,28.89470687,28.93023223,28.6291938,27.56968872,24.66531265,22.9644777,22.19291353,23.03884719,24.54014609,27.1181638,26.67184633,29.22304304,28.99470725,28.53500706,28.22919418,27.36968803,26.06543529,24.4644777,23.09539374,23.2413766,24.94732666,27.32076627,28.07184706,28.72408551
48,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MANAKANA,28.34825084,28.36556955,27.74836865,26.96905372,25.25232958,23.89014964,22.66827968,23.02289701,24.47999158,26.70159022,28.37018442,28.88787651,28.13779528,27.96956703,27.65467849,27.28011362,25.86678376,23.89029712,22.7645689,22.72246392,24.27999082,27.29094465,28.25972916,29.49833213,28.7336281,28.76571673,28.45467773,27.38011392,24.46676299,22.79014926,21.96456776,22.82333114,24.37998981,26.99094541,26.55599617,29.08770872,28.83362848,28.37662786,28.05467811,27.18011324,25.86678376,24.29014926,22.86471486,23.02306557,24.79061468,27.19111289,27.95599579,28.58387871
49,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMPASIMPOTSY,28.34770281,28.37733551,27.75739874,26.99948845,25.29680599,23.90585373,22.71476284,23.06462857,24.49451495,26.70684656,28.34068828,28.87739944,28.14370996,27.98114951,27.65723946,27.30399451,25.90461398,23.90619125,22.81077114,22.76446853,24.29451419,27.302488,28.23669565,29.48139365,28.73954279,28.77767249,28.45723869,27.4039949,24.50459969,22.80585335,22.01076999,22.86478671,24.39451457,27.00248877,26.53268798,29.07704802,28.83954317,28.38183868,28.05723908,27.20399413,25.90461398,24.30585335,22.91110697,23.06498076,24.79886036,27.20283965,27.93268776,28.57358658
50,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MAROHARATRA,28.64594502,28.66732559,28.09519604,27.31902685,25.61265222,24.2237109,23.08176129,23.40692781,24.78394182,26.93129852,28.60399513,29.15185338,28.44202579,28.26732598,27.99341872,27.62889054,26.21657216,24.2294078,23.17606627,23.10692667,24.58394105,27.52118876,28.50007478,29.75577182,29.03608209,29.07302061,28.79341796,27.72889092,24.81632495,23.12371052,22.37606513,23.20692705,24.68394143,27.22118953,26.79412993,29.34590965,29.13608247,28.67718814,28.39341834,27.52889016,26.21657216,24.62371052,23.28176015,23.4128723,25.0938051,27.42713137,28.19413105,28.85185374
51,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT SOANIERANA,28.70778121,28.72545605,28.16926645,27.3859082,25.67222041,24.30140783,23.16652213,23.47958974,24.85169035,26.9769673,28.65834228,29.20194222,28.50413334,28.32545643,28.06506591,27.69769936,26.27604738,24.30943541,23.25849591,23.17958859,24.65168958,27.56485984,28.55469375,29.80558893,29.09578924,29.13348228,28.86506514,27.79769974,24.87573001,23.20140745,22.45849476,23.27958898,24.75168996,27.2648382,26.8463485,29.39377683,29.19578962,28.73724607,28.46506553,27.59769898,26.27604738,24.70140745,23.36634181,23.4877334,25.16348064,27.47300223,28.24652836,28.90194213
52,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MALEMIAMBO,28.44557634,28.42760998,27.8899724,27.09814226,25.37801117,24.0099886,22.86493867,23.16336508,24.53505409,26.66993687,28.36595179,28.90839484,28.24550999,28.02761036,27.78411905,27.40388886,25.98193238,24.0197624,22.95516528,22.86336394,24.33505333,27.26418853,28.26588539,29.50845973,28.83573371,28.83738484,28.58411829,27.50388924,24.58192989,22.90998822,22.15516414,22.96336432,24.43505371,26.96394544,26.55610796,29.10247187,28.93573409,28.43335543,28.18411867,27.30388848,25.98193238,24.40998822,23.06108458,23.16904308,24.84079774,27.16986799,27.95996243,28.60839413
53,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMPASIMADINIKAKELY,28.1949202,28.19180948,27.60799555,26.82791449,25.11421518,23.71752568,22.53933943,22.87330067,24.289471,26.48553715,28.15359376,28.66374126,27.99446594,27.79531676,27.50391753,27.12919165,25.72309984,23.72347542,22.63006814,22.57327981,24.08947029,27.08444669,28.05313988,29.26419508,28.58517575,28.59759362,28.30391676,27.22919203,24.32310022,22.6175253,21.83006803,22.67331963,24.18947062,26.78438997,26.34386848,28.86288196,28.68517613,28.19308528,27.90391714,27.02919127,25.72309984,24.1175253,22.73092784,22.87410298,24.59072631,26.98524889,27.74879247,28.36040087
54,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMBALAVOLO,29.08479268,29.1021378,28.5561744,27.74453398,26.03010781,24.69624941,23.60223644,23.89702842,25.24716824,27.31464009,29.00848829,29.58022905,28.87856527,28.70213818,28.44662112,28.06786137,26.63634219,24.7120364,23.68644929,23.59702727,25.04716748,27.88999386,28.90226044,30.18645599,29.46145786,29.51792462,29.24662063,28.16786099,25.23502145,23.59624903,22.88644815,23.69702765,25.14716786,27.5899936,27.18515271,29.76312909,29.56145824,29.12546405,28.84662074,27.96786099,26.63634219,25.09624903,23.80222814,23.91412832,25.57049374,27.80709264,28.58515949,29.28022923
55,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMBOHITSARA EST,29.36368968,29.39860581,28.89922833,28.11220624,26.37852317,25.0376224,24.04610663,24.33438178,25.61039847,27.58227475,29.2092023,29.86998734,29.16368945,28.9986062,28.78065503,28.42955694,26.98423739,25.06190914,24.12182028,24.03438172,25.41039771,28.1649254,29.109203,30.46998737,29.7394031,29.82289218,29.58065427,28.52955733,25.58423667,23.93762202,23.32182051,24.13438102,25.51039809,27.86370309,27.3849155,30.05141357,29.83940376,29.41595645,29.18065465,28.32955656,26.98423739,25.43762202,24.24039328,24.35173242,25.92774881,28.08227475,28.79062786,29.56998775
56,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT ANIVORANO,28.97321074,29.0281142,28.47352157,27.66218341,25.94434556,24.60190715,23.58751772,23.84061101,25.12241783,27.14492393,28.81475572,29.46099262,28.7731297,28.62811458,28.34887101,27.98513818,26.55047539,24.63268595,23.65673906,23.5406102,24.92241706,27.72193848,28.71467471,30.0610739,29.34231906,29.45889348,29.14887047,28.08513856,25.15044282,23.50190676,22.85673982,23.64061024,25.02241745,27.42004974,26.98386298,29.63622993,29.44232011,29.05106821,28.74887063,27.8851378,26.55047539,25.00190676,23.78146922,23.86348406,25.44537192,27.64481104,28.3899104,29.16099338
57,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MAHATSARA,29.10789509,29.10053408,28.60134759,27.82261081,26.08748382,24.74051358,23.69543936,23.99696216,25.32468042,27.32023525,28.93915726,29.5592459,28.90789509,28.70053446,28.49382486,28.12933323,26.69775914,24.75831087,23.77764245,23.69696101,25.12467965,27.91351414,28.83915688,30.15924562,29.49009819,29.51833109,29.2938241,28.22933361,25.29775952,23.6405132,22.97764131,23.79696139,25.22468004,27.61271372,27.12135883,29.75172343,29.59009857,29.10725535,28.89382448,28.02933285,26.69775914,25.1405132,23.88516519,24.00368333,25.63140104,27.82023525,28.53163235,29.259246
58,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT SAHOMBY,28.51444385,28.52196851,27.97797949,27.18364106,25.46214726,24.09353681,22.98582109,23.30464834,24.68376004,26.76966881,28.42203316,28.97276517,28.31444314,28.12538677,27.87227646,27.48522386,26.07887573,24.10913043,23.06718633,23.00464732,24.48375937,27.36846394,28.32203278,29.57276552,28.89580857,28.9371847,28.6722757,27.58522431,24.67887549,22.99353643,22.26718538,23.10464813,24.58375966,27.06813942,26.60339707,29.1708586,28.99580895,28.52355065,28.27227608,27.38522354,26.07887573,24.49353643,23.16909264,23.30623049,24.98534109,27.27004528,28.01670576,28.66972351
59,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMBODIMANGA,29.38989753,29.43546168,28.90974395,28.10378104,26.39093099,25.05160501,24.03717722,24.31999272,25.61081194,27.59967718,29.25902865,29.89302237,29.18748253,29.03546206,28.79087017,28.42795799,26.99421494,25.07376223,24.11501923,24.01999208,25.41081118,28.17480059,29.15661314,30.49543699,29.76462338,29.85761852,29.59086941,28.52795837,25.59351366,23.95160463,23.31501886,24.11999196,25.51081156,27.87457272,27.43375425,30.07103243,29.86462376,29.45963823,29.19086979,28.32795761,26.99421494,25.45160463,24.23630725,24.34175477,25.93498748,28.09656063,28.83462269,29.59302313
60,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMPASIMADINIKA,29.2243152,29.20631298,28.7044628,27.93431705,26.191333,24.85056962,23.80652246,24.1104304,25.42240283,27.43556233,29.0929751,29.70337431,29.02411449,28.80631337,28.59347234,28.24531163,26.79503317,24.86525957,23.89183286,23.8104293,25.22240207,28.02453388,28.99277341,30.30357557,29.60939096,29.62100292,29.39347158,28.34531201,25.39499948,23.75056924,23.09183177,23.91042963,25.32240245,27.72410101,27.27804876,29.89214782,29.70939134,29.21730647,28.99347196,28.14531125,26.79503317,25.25056924,24.00302457,24.12122226,25.73339657,27.93532704,28.68154687,29.40337462
61,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT SAHAVATANA,28.51177569,28.32174573,27.91482739,26.98711073,25.17895421,23.87655578,23.03382652,23.39666658,24.77948639,26.52091641,28.06049086,28.69384027,28.31177497,27.96531008,27.71112995,27.28710996,25.87895497,23.96375806,23.03382652,23.08386789,24.57948749,27.18104993,27.96049048,29.29384009,28.81177497,28.77818175,28.51112919,27.38711035,24.47895345,22.7765554,22.26319636,23.19666634,24.67948787,26.86447962,26.1604899,28.89384047,28.91177536,28.32174573,28.11112957,27.1871101,25.87895497,24.2765554,23.13382695,23.39666658,25.07948749,27.06447904,27.60035682,28.39384047
62,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT AMBODIVOANGY,27.40678981,27.34610103,26.92254818,25.97327536,24.11810913,22.81014506,21.80481903,22.21558162,23.64917719,25.58770506,27.18425048,27.71464163,27.20678905,26.98650432,26.74548417,26.2732746,24.8128386,22.90113058,21.81009112,21.91558239,23.44917709,26.22436514,27.0842501,28.31464122,27.71206113,27.80042501,27.54548341,26.37327498,23.41283707,21.71014468,21.01009108,22.01558277,23.54917748,25.92436466,25.28952171,27.9146416,27.81206151,27.34610103,27.14548379,26.17327421,24.8128386,23.21014468,21.9100907,22.21558162,23.94917709,26.12436476,26.74384649,27.41089772
63,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT AMBOHINIHAONANA,28.80683173,28.70013774,28.26272283,27.40716031,25.57078559,24.34054434,23.4310762,23.83506223,25.14431648,26.92569814,28.429858,29.09788463,28.60683097,28.33037174,28.10326863,27.70715955,26.26805157,24.43655021,23.43380968,23.53499178,24.94431738,27.55491692,28.32985762,29.6978831,29.10956444,29.16716873,28.90326787,27.80715982,24.86805005,23.24054396,22.63405434,23.63506337,25.04431776,27.25474428,26.53259161,29.29788348,29.20956482,28.70013774,28.50326825,27.60715916,26.26805157,24.74054396,23.53380982,23.83506223,25.44431738,27.45474349,27.99944992,28.79669521
64,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT KIANJANOMBY,28.31203522,28.19580092,27.7732243,26.86743998,25.02995267,23.76789547,22.81548658,23.25371853,24.63879044,26.49848154,28.02335617,28.6209555,28.11203446,27.83288826,27.60054164,27.16743921,25.72736912,23.86376475,22.81807264,22.95370429,24.43878977,27.13407535,27.92335579,29.22095398,28.61462051,28.656126,28.40054088,27.26743957,24.32736759,22.66789509,22.01812301,23.05371967,24.53879015,26.83403783,26.12594079,28.82095436,28.7146209,28.19580092,28.00054126,27.06743883,25.72736912,24.16789509,22.91807121,23.25371853,24.93878977,27.03403852,27.58623126,28.31942438
65,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT AMPITAMBE,28.60851539,28.46380189,28.02924171,27.16039281,25.34614829,24.07334815,23.17458143,23.56378244,24.92193508,26.71476173,28.24125963,28.88332201,28.40851463,28.09932709,27.85627029,27.46039205,26.04566946,24.17138868,23.17506138,23.26259106,24.72193477,27.35220688,28.14125924,29.48332049,28.90899457,28.92779521,28.65626953,27.56039198,24.64566793,22.97334776,22.37846119,23.36378359,24.82193515,27.04999914,26.3417396,29.08332087,29.00899496,28.46380189,28.25626991,27.36039167,26.04566946,24.47334776,23.27506141,23.56378244,25.22193477,27.2499999,27.80352713,28.58303311
66,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT MANDRIVANY,28.40597931,28.27021384,27.85109791,26.95531536,25.12575863,23.85250174,22.93069009,23.33645616,24.71764484,26.54925934,28.08298213,28.69722701,28.20597854,27.90876692,27.67345508,27.2553146,25.82453322,23.94966921,22.93191675,23.03565014,24.51764434,27.18834783,27.98298153,29.29722555,28.70720521,28.73043279,28.47345432,27.35531493,24.4245317,22.75250136,22.13405813,23.13645731,24.61764472,26.88701297,26.18420819,28.89722593,28.80720559,28.27021384,28.0734547,27.15531422,25.82453322,24.25250114,23.03191643,23.33645616,25.01764434,27.08701367,27.64309447,28.39642669
67,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT AMBODIPAISO NORD,28.57977781,28.41981409,27.99352058,27.1182887,25.31550038,24.02891922,23.14337629,23.52393399,24.90031869,26.68991073,28.21769718,28.85269348,28.37977705,28.05731295,27.81559699,27.41828794,26.01550114,24.1271662,23.14337629,23.22218124,24.70031793,27.33033383,28.1176968,29.45269195,28.87977705,28.88231371,28.61559623,27.51828832,24.61549961,22.92891884,22.34805469,23.32393514,24.80031831,27.02741023,26.31769756,29.05269234,28.97977743,28.41981409,28.21559661,27.31828756,26.01550114,24.42891884,23.24337667,23.52393399,25.20031793,27.227411,27.77727474,28.55269234
68,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT AMBODIPAISO SUD,28.50816994,28.35538368,27.89596138,27.01105919,25.2218914,23.97692566,23.08157158,23.43068619,24.79099312,26.53032036,28.0601265,28.73321419,28.30816917,27.99121628,27.71627274,27.31105843,25.92189217,24.07244797,23.08157158,23.12620735,24.59099274,27.17417336,27.9601265,29.33321304,28.80816917,28.81954994,28.51627197,27.41105881,24.52189064,22.87692528,22.2940712,23.23068733,24.69099312,26.86615143,26.16012688,28.93321342,28.90816956,28.35538368,28.11627235,27.21105804,25.92189217,24.37692566,23.18157196,23.43068619,25.09099274,27.06615219,27.61627274,28.43321342
69,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT KELILALINA,28.44321221,28.28040181,27.86068885,26.95141074,25.137983,23.8752069,22.97140086,23.34228603,24.72659043,26.52885462,28.0710417,28.69299849,28.24321144,27.92149076,27.67404637,27.25140998,25.83798377,23.97217474,22.97140086,23.03925349,24.52658967,27.17440606,27.97104132,29.29299758,28.74321144,28.73931134,28.4740456,27.35141036,24.43798224,22.77520652,22.17889604,23.14228717,24.62659005,26.86994377,26.17104146,28.89299796,28.84321182,28.28040181,28.07404598,27.1514098,25.83798377,24.27520652,23.07140124,23.34228603,25.02658987,27.06994391,27.62549046,28.39299796
