OBJEC,LIB_P,LIB_R,LIB_D,LIB_C,LIB_F,tmx_2014_0,tmx_2014_1,tmx_2014_2,tmx_2014_3,tmx_2014_4,tmx_2014_5,tmx_2014_6,tmx_2014_7,tmx_2014_8,tmx_2014_9,tmx_201410,tmx_201411,tmx_2015_0,tmx_2015_1,tmx_2015_2,tmx_2015_3,tmx_2015_4,tmx_2015_5,tmx_2015_6,tmx_2015_7,tmx_2015_8,tmx_2015_9,tmx_201510,tmx_201511,tmx_2016_0,tmx_2016_1,tmx_2016_2,tmx_2016_3,tmx_2016_4,tmx_2016_5,tmx_2016_6,tmx_2016_7,tmx_2016_8,tmx_2016_9,tmx_201610,tmx_201611,tmx_2017_0,tmx_2017_1,tmx_2017_2,tmx_2017_3,tmx_2017_4,tmx_2017_5,tmx_2017_6,tmx_2017_7,tmx_2017_8,tmx_2017_9,tmx_201710,tmx_201711
109,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBALAPAISO,27.94764613,27.9766092,27.37229098,26.57071336,24.84308312,23.49911616,22.22226032,22.63023188,24.15308843,26.47044456,28.09916605,28.5119547,27.73034973,27.59070515,27.27549038,26.89084738,25.47447613,23.49911616,22.31100067,22.32739378,23.95308766,27.05314776,27.98186987,29.12925072,28.31625434,28.37660882,28.07548961,26.99084777,24.07447651,22.39911578,21.51099953,22.43306706,24.05308805,26.75314852,26.2706092,28.71195546,28.41625318,27.99674083,27.67549,26.790847,25.47447613,23.89911578,22.41099915,22.63023188,24.47038343,26.95314738,27.67060881,28.19785815
110,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT AMPITOMITA,29.36525314,29.32750296,28.80283238,28.02813974,26.24625343,25.00234197,24.04757415,24.33843253,25.59848094,27.41900693,29.01431871,29.73081428,29.16525238,28.92935217,28.69766261,28.32929681,26.89753885,25.05510018,24.09394727,24.03843268,25.39848125,28.0188289,28.91431833,30.33081336,29.7116248,29.77928104,29.49766185,28.42929719,25.4975391,23.90234159,23.29394613,24.13843306,25.49848163,27.7176443,27.1606903,29.92847186,29.81162518,29.32866078,29.09766223,28.22929642,26.89753885,25.40234159,24.19628809,24.3395902,25.89963846,27.91998634,28.61012721,29.42994362
111,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT ANIVORANO,28.22137055,28.22477455,27.71836333,26.93246125,25.13792292,23.80389457,22.69418495,23.02239706,24.43281203,26.5116816,28.18617266,28.66238924,28.02136979,27.83735912,27.60209808,27.23246239,25.7761125,23.83318105,22.75599652,22.72239593,24.23281166,27.11536332,28.08617228,29.26238921,28.58318103,28.65038033,28.40209731,27.33246277,24.37611282,22.70389518,21.95599546,22.82239631,24.33281204,26.81536309,26.34798273,28.86238991,28.68318141,28.22477455,28.00209769,27.13246201,25.7761125,24.20389519,22.85599508,23.02239706,24.73281166,27.01536294,27.77358799,28.35348626
112,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT KIANJAVATO,28.47514864,28.46770573,27.96832977,27.15255345,25.38452339,24.06516994,22.98730681,23.29225821,24.65869541,26.66554555,28.3588282,28.89585556,28.27514788,28.07185662,27.86290547,27.45256571,26.01771043,24.09547802,23.05410597,22.99225764,24.45869464,27.26679185,28.25882782,29.49585536,28.84194704,28.89675649,28.66290471,27.55256641,24.61770891,22.96516956,22.2541054,23.09225802,24.55869502,26.96678791,26.52562683,29.09583959,28.94194742,28.46771716,28.26290509,27.35256565,26.01771043,24.46517014,23.15412116,23.29226965,24.95870608,27.16680292,27.95466101,28.59296228
113,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT AMBATOVORY,29.48009847,29.47000959,28.96632936,28.18270829,26.43348839,25.15012294,24.21667317,24.50426527,25.79740935,27.60271911,29.18688831,29.89402539,29.28009791,29.07061738,28.8610186,28.48547598,27.07042192,25.19115259,24.27527173,24.20426468,25.59740986,28.20018723,29.08688793,30.49402422,29.83869648,29.91080343,29.66101784,28.58547637,25.67042167,24.05012256,23.47527182,24.30426506,25.69741025,27.89848707,27.34548656,30.08955778,29.93869686,29.47277767,29.26101822,28.3854756,27.07042192,25.55012279,24.3797384,24.50703263,26.10017695,28.10295407,28.78181281,29.59365215
114,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT ANTSINDRA,28.71053353,28.6608684,28.15970843,27.35240199,25.56330243,24.27134743,23.24421634,23.54750377,24.90360583,26.85063282,28.49786208,29.08992356,28.51053276,28.26774823,28.04984747,27.65240224,26.21053123,24.31467737,23.29698936,23.24750434,24.70360526,27.45361485,28.3978617,29.68992203,29.0633056,29.10121683,28.8498467,27.75240262,24.81053032,23.17134705,22.49698902,23.34750472,24.80360564,27.15361429,26.65063381,29.2899226,29.16330598,28.6608684,28.44984709,27.55240186,26.21053123,24.67134744,23.39698864,23.54750377,25.20360526,27.35361447,28.09098244,28.78602542
115,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT BEFOTAKA,29.43350905,29.43832805,28.87071976,28.10265355,26.35802926,25.0718766,24.13953454,24.45466635,25.69572604,27.49624424,29.10150988,29.84354423,29.23350957,29.03832843,28.76094194,28.40809648,26.99826273,25.12188833,24.18952378,24.15466682,25.4957259,28.09080199,29.0015095,30.44354296,29.78349881,29.88833881,29.56094117,28.50809686,25.59826182,23.97187621,23.38952267,24.2546672,25.59572628,27.78646735,27.25149891,30.03376696,29.88349919,29.44377071,29.16094156,28.3080961,26.99826273,25.47187621,24.29930029,24.46010957,26.00116854,27.99624424,28.69173223,29.54354334
116,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT AMPITABE,29.75322893,29.74005845,29.19038832,28.44153085,26.66973204,25.47020822,24.57175078,24.83171078,26.00984986,27.7505223,29.31273336,30.12769311,29.55322817,29.34005883,29.0830393,28.74450743,27.3240724,25.53189767,24.61006251,24.53171068,25.809851,28.3475459,29.21273297,30.72769331,30.09153997,30.20174758,29.88303958,28.84450781,25.92407206,24.37020784,23.81006192,24.6317105,25.90985139,28.04317412,27.45104412,30.32034454,30.19154035,29.74303578,29.48303892,28.64450704,27.3240724,25.87020784,24.71741087,24.83468725,26.31282692,28.2505223,28.90538441,29.8276937
117,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMBOATROTROKA,29.06483583,28.91434103,28.39652476,27.57423206,25.75298153,24.59336035,23.7866802,24.01693656,25.06418456,26.60302874,28.1851732,29.15419553,28.86483507,28.51436294,28.25713538,27.87423129,26.44664086,24.69335446,23.7866802,23.71692961,24.86418524,27.23832683,28.08290157,29.7519237,29.36483507,29.41431949,29.05486387,27.97423168,25.04663934,23.49335997,23.01969175,23.81693581,24.96418563,26.8989793,26.28517313,29.34785341,29.46483545,28.91434103,28.65713499,27.77423096,26.44664086,24.99335997,23.89075125,24.01693656,25.36418524,27.10532103,27.74580611,28.85419438
118,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMBINANIVATOMENA,30.28501392,30.24652483,29.65801142,28.91665667,27.1500947,25.98096085,25.23325183,25.40805197,26.42952687,27.91690591,29.49251484,30.49974903,30.08501316,29.84652521,29.54606062,29.21692737,27.83695846,26.07850699,25.23570483,25.1080527,26.22952801,28.51807603,29.39234089,31.09957393,30.5874674,30.74407145,30.34588628,29.31692775,26.43695693,24.88096047,24.43697384,25.20805308,26.32952839,28.20639592,27.5949686,30.68906446,30.68746778,30.24679715,29.94606023,29.11692737,27.83695846,26.38096047,25.34621565,25.40832343,26.72979947,28.41707948,29.08056393,30.19974788
119,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMBODIARA I,29.65334648,29.56761061,28.99691822,28.20621409,26.40140157,25.22885291,24.42155412,24.61752224,25.68932767,27.29076379,28.89051651,29.82587669,29.45334572,29.16831837,28.88814502,28.50621742,27.09784986,25.32872962,24.42164828,24.31749199,25.48932882,27.89550571,28.79037612,30.42573517,29.95343992,30.06680872,29.68800426,28.6062178,25.69784834,24.12885253,23.62557644,24.41752185,25.5893292,27.58815092,26.99061109,30.02241569,30.0534403,29.56761471,29.28814432,28.40621708,27.09784986,25.62885253,24.52496698,24.61752633,25.98933291,27.79161149,28.48245145,29.52587555
120,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT MORAFENO,29.23989939,29.11015287,28.57064798,27.78068778,25.94211302,24.76861466,23.92886977,24.14644354,25.25471681,26.90214961,28.48277403,29.37785133,29.03989862,28.7134532,28.45377463,28.08068702,26.6412468,24.86829819,23.92886977,23.84612706,25.05471795,27.51494796,28.38268162,29.97775877,29.53989862,29.60685337,29.25368184,28.1806874,25.24124527,23.66861428,23.13859413,23.94644429,25.15471834,27.20467428,26.58277441,29.57698342,29.639899,29.11015287,28.85377372,27.98068664,26.6412468,25.16861428,24.02964511,24.14644354,25.55471795,27.40554212,28.0692014,29.07785019
121,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT BETAMPONA,29.7066262,29.60067154,29.05749939,28.26536884,26.46241257,25.30068178,24.50067462,24.69110477,25.75296021,27.32990057,28.919165,29.85498665,29.50662544,29.20067192,28.94546734,28.56536807,27.15824676,25.40068216,24.50067462,24.39110363,25.55296135,27.93810694,28.81882275,30.45464325,30.00662544,30.10067154,29.7451247,28.66536846,25.75824524,24.2006814,23.70854043,24.49110401,25.65296173,27.62607413,27.01916539,30.05081888,30.10662582,29.60067154,29.34546696,28.46536769,27.15824676,25.7006814,24.6044997,24.69110477,26.05296135,27.83024245,28.50713372,29.55498551
122,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT ANDRANOMAITSO,29.3344858,29.19013057,28.67254688,27.87963948,26.04951552,24.89315197,24.06716137,24.27784024,25.36830005,26.97254725,28.54499803,29.44653281,29.13448504,28.79168248,28.55172591,28.17963872,26.746901,24.9928983,24.06716137,23.97758583,25.1683012,27.58960383,28.44459523,30.04612925,29.63448504,29.6885791,29.35132232,28.2796391,25.34689947,23.79315159,23.28251919,24.07784027,25.26830158,27.27188506,26.64499842,29.64391675,29.73448542,29.19013057,28.95172553,28.07963834,26.746901,25.29315159,24.16937462,24.27784024,25.6683012,27.47450153,28.12572935,29.14653167
123,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT ANTARETRA,29.38318095,29.25011059,28.73722153,27.94859247,26.11586966,24.9910155,24.17529791,24.38826869,25.44547568,26.9912035,28.53556574,29.47135441,29.18318019,28.85011098,28.61056639,28.24859171,26.81002069,25.09101588,24.17529791,24.0882691,25.24547664,27.61332836,28.43424622,30.07003375,29.68318019,29.75011059,29.40924532,28.34859209,25.41001942,23.89101511,23.39610242,24.18826948,25.34547676,27.28667097,26.63556612,29.66550271,29.78318057,29.25011059,29.01056627,28.14859146,26.81002069,25.39101511,24.2798287,24.38826869,25.74547664,27.49252276,28.10891137,29.17135327
124,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMBODIROTRA,28.89578728,28.73287512,28.21572142,27.40218828,25.56662775,24.39443851,23.55074815,23.79104162,24.90337933,26.53277034,28.11495568,28.9957578,28.69578651,28.33508084,28.08539089,27.70218751,26.2646677,24.49389663,23.55074815,23.49049907,24.70337952,27.15943437,28.01445614,29.59525712,29.19578651,29.23066877,28.88489058,27.80218789,24.86466618,23.29443813,22.77524898,23.59104171,24.8033799,26.83351388,26.21495606,29.19379595,29.2957869,28.73287512,28.48539051,27.60218713,26.2646677,24.79443813,23.65220969,23.79104162,25.20337952,27.03547584,27.68683125,28.69575666
125,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT ANDONABE,29.09053195,28.94967693,28.45215422,27.6394207,25.80886451,24.66460871,23.85043918,24.06873343,25.12361118,26.67545933,28.25033476,29.18602056,28.89053118,28.55011514,28.31731759,27.93941994,26.50213279,24.76448139,23.85043918,23.76860482,24.9236111,27.30511154,28.14834886,29.78403351,29.39053118,29.4492389,29.11533199,28.03942032,25.10213127,23.56460832,23.07779555,23.86873286,25.02361148,26.97114899,26.3503351,29.37928795,29.49053157,28.94967693,28.71731721,27.8394202,26.50213279,25.06460832,23.9551855,24.06873343,25.4236111,27.1778822,27.81593672,28.88601941
126,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMPASIMBE,29.34264053,29.20607883,28.69558051,27.87339716,26.06183652,24.92357642,24.13323262,24.35182267,25.36634298,26.85840869,28.42004675,29.42318935,29.14264029,28.80607921,28.54973764,28.17339639,26.75281764,25.0235768,24.13323262,24.05182264,25.16634413,27.49893138,28.31634744,30.01948899,29.64264029,29.70607883,29.346038,28.27339677,25.35281611,23.82357604,23.37005607,24.15182191,25.26634451,27.15308722,26.52004655,29.61416787,29.74264067,29.20607883,28.94973726,28.07339601,26.75281764,25.32357604,24.23855434,24.35182267,25.66634413,27.36210756,27.97420464,29.12318821
127,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT ANDRORANGAVOLA,29.30579812,29.18019398,28.67891737,27.81837128,26.03428482,24.89328121,24.08427196,24.36926729,25.48462679,27.01566088,28.52139887,29.40025246,29.10579808,28.78676322,28.520207,28.11837051,26.73395256,24.99007103,24.08427196,24.06605694,25.28462731,27.66762351,28.42124683,30.00009928,29.60579808,29.67362606,29.32005457,28.2183709,25.33395104,23.79328083,23.33272406,24.16926764,25.38462769,27.3220478,26.62139831,29.59991815,29.70579846,29.18019398,28.92020662,28.01837013,26.73395256,25.29328083,24.18445371,24.36926729,25.78462659,27.52238158,28.06925645,29.10025131
128,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBODIFONTSINA,28.54867554,28.36886253,27.85824669,26.99537315,25.19577738,23.95899149,23.0975228,23.39241855,24.56158096,26.25226116,27.84560015,28.66442347,28.34867478,27.97706382,27.71287333,27.29537239,25.89577815,24.05638408,23.0975228,23.08981128,24.36158051,26.88943384,27.74559977,29.26442311,28.84867478,28.86066018,28.51287257,27.39537277,24.49577662,22.85899111,22.32910168,23.19241946,24.46158089,26.56046238,25.94559993,28.86442294,28.94867516,28.36886253,28.11287295,27.19537261,25.89577815,24.35899111,23.19752318,23.39241855,24.86158051,26.76046314,27.40842824,28.36442294
129,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBALATENINA,29.08133669,28.94139639,28.4454841,27.56923674,25.78818996,24.57374088,23.73586955,24.05256934,25.26695709,26.88388322,28.41696393,29.22160061,28.88133629,28.56173552,28.27299308,27.86923588,26.48819055,24.66554343,23.73586955,23.74437206,25.06695677,27.53603465,28.31696355,29.82160085,29.38133629,29.42105638,29.07299232,27.96923599,25.08818919,23.4737405,22.97588047,23.85256905,25.16695715,27.20422198,26.51696315,29.42159963,29.48133667,28.94139639,28.6729927,27.7692356,26.48819055,24.9737405,23.83586993,24.05256934,25.56695766,27.40422185,27.96481231,28.92159963
130,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBALAFASINA,28.99052696,28.846031,28.34416815,27.47097613,25.6909157,24.46315932,23.61701372,23.96518788,25.19743893,26.80539839,28.34200379,29.10199591,28.79052676,28.47260097,28.15715452,27.77097537,26.39091519,24.55090761,23.61701372,23.65293531,24.9974382,27.46584241,28.24200341,29.70199629,29.29052676,29.3194601,28.95715376,27.87097519,24.99091493,23.36315898,22.86314117,23.76518718,25.09743858,27.13196664,26.44200287,29.30199604,29.39052714,28.846031,28.55715414,27.67097499,26.39091519,24.86315898,23.7170141,23.96518788,25.4974382,27.33196741,27.88156049,28.80199604
131,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBOHIMAHAVELONA BETOHO,29.08633219,28.97013059,28.46074613,27.60615468,25.8223733,24.63953161,23.79294483,24.14090709,25.33233903,26.91237101,28.4294138,29.21072168,28.8863315,28.59707212,28.26707602,27.90615392,26.52237406,24.72485016,23.79294483,23.82622653,25.1323396,27.57909915,28.32941342,29.810722,29.3863315,29.44318812,29.06707525,28.0061543,25.12237254,23.53953255,23.04741354,23.94090816,25.23233998,27.23931132,26.5294136,29.41072054,29.48633188,28.97013059,28.66707564,27.80615353,26.52237406,25.03953255,23.89294522,24.14090709,25.6323396,27.43931208,27.96268584,28.91072054
132,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT NOSIBE SUD,29.25178167,29.12385024,28.60827559,27.74033179,25.97542432,24.79684224,23.96829045,24.27644096,25.47113574,27.04626484,28.55054893,29.3722264,29.05178226,28.74226917,28.43370688,28.04033103,26.67542509,24.88835015,23.96829045,23.96794878,25.27113498,27.70241556,28.45054855,29.97222623,29.55178226,29.60543225,29.23370611,28.14033007,25.27542356,23.69684186,23.21451683,24.07644067,25.37113536,27.36468119,26.65054923,29.57222525,29.65178264,29.12385024,28.8337065,27.94033065,26.67542509,25.19684186,24.06829083,24.27644096,25.77113498,27.56468195,28.09439943,29.07222525
133,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT MANDRIAPOTSY,29.32006539,29.19677639,28.68856845,27.82509251,26.04678126,24.89582353,24.05928441,24.37855701,25.55583558,27.11749113,28.61431551,29.43396944,29.12006544,28.81761074,28.50683386,28.12509175,26.74678202,24.98527917,24.05928441,24.06801412,25.35583482,27.77839285,28.51431513,30.03396982,29.62006544,29.67594242,29.3068331,28.22509132,25.3467805,23.79582315,23.309897,24.17855734,25.4558352,27.43832353,26.7143148,29.6339683,29.72006582,29.19677639,28.90683348,28.02509137,26.74678202,25.29582315,24.15928479,24.37855701,25.85583482,27.63832429,28.15341346,29.1339683
134,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBALAVAONA,29.34521419,29.23089245,28.73750577,27.877272,26.08742258,24.96595727,24.1260283,24.44695484,25.59795054,27.1373979,28.6307815,29.45741458,29.14521347,28.85068095,28.5538965,28.17727123,26.78742335,25.05513904,24.1260283,24.13613862,25.3979499,27.80122096,28.53078112,30.05741484,29.64521347,29.71110437,29.35389574,28.27727161,25.38742182,23.86595689,23.38088045,24.24695574,25.49795028,27.45718525,26.7307801,29.65741344,29.74521381,29.23089245,28.95389612,28.07727085,26.78742335,25.36595689,24.22602868,24.44695484,25.8979499,27.65718598,28.16695757,29.15741348
135,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT LAVAKIANJA SUD,29.49155614,29.35975121,28.86850618,28.03305986,26.24018782,25.13963097,24.30025455,24.62014915,25.72339361,27.21552579,28.69959979,29.58618192,29.29155629,28.97631801,28.68319093,28.3330591,26.94018858,25.22928104,24.30025455,24.30979959,25.52339379,27.88427654,28.59959941,30.1861823,29.79155629,29.84318475,29.48319016,28.43305948,25.54018706,24.03963059,23.56278768,24.42014931,25.62339417,27.53209237,26.79959921,29.78618078,29.89155576,29.35975121,29.08319054,28.23305872,26.94018858,25.53963059,24.40025493,24.62014915,26.02339379,27.73209222,28.23084976,29.28618169
136,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBODIARA NORD,28.80104659,28.63906707,28.12358439,27.25876799,25.45608108,24.26054462,23.42815896,23.70792277,24.84435859,26.45631326,28.0152871,28.89666133,28.60104621,28.24305856,27.9777739,27.55876723,26.15572001,24.35897941,23.42815896,23.40635645,24.64435842,27.09790858,27.91515103,29.49652565,29.10104621,29.13507761,28.77763745,27.65876761,24.75571849,23.16054424,22.66719341,23.50792243,24.7443588,26.76007752,26.1152871,29.09629836,29.20104659,28.63906707,28.37777351,27.45876684,26.15572001,24.66054424,23.52838565,23.70792277,25.14435803,26.96044011,27.5734664,28.59666019
137,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT MAHASOA,29.65630863,29.53181334,29.01656271,28.18882392,26.38633163,25.27923656,24.50011129,24.71955144,25.73224481,27.19393564,28.71916181,29.72564796,29.45630866,29.1318347,28.8646311,28.48882316,27.07958645,25.37922733,24.50011129,24.41954129,25.53224533,27.84238161,28.61588077,30.32236646,29.95630866,30.03179238,29.6613497,28.58882354,25.67958493,24.17923618,23.74526436,24.51955091,25.63224571,27.4904908,26.81916178,29.91890004,30.05630904,29.53181334,29.26463072,28.38882278,27.07958645,25.67923618,24.60357697,24.71955144,26.03224532,27.69723725,28.26725131,29.42564682
138,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBODIRORANGA,29.3551746,29.26459173,28.77991486,27.91684416,26.14413936,25.04242264,24.21660888,24.50629183,25.63424106,27.1368291,28.61971925,29.46852223,29.15517384,28.87709255,28.60627454,28.2168434,26.84414012,25.13547414,24.21660888,24.1993437,25.43424062,27.79797089,28.51971887,30.06852103,29.65517384,29.75209255,29.40627377,28.31684378,25.4441386,23.94242226,23.47219918,24.30629107,25.534241,27.44932752,26.71971805,29.66852109,29.75517422,29.26459173,29.00627415,28.11684301,26.84414012,25.44242226,24.31660927,24.50629183,25.93424062,27.64932828,28.15857822,29.16852109
139,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBOHIMISAFY,29.47124397,29.35226578,28.87052141,28.02213251,26.24487901,25.15574738,24.32991074,24.62486497,25.71624881,27.20221009,28.68268439,29.56656061,29.2712432,28.9647654,28.6922782,28.32213174,26.94487978,25.24814131,24.32991074,24.31725928,25.51624958,27.86795598,28.58268401,30.16656062,29.7712432,29.8397654,29.49227744,28.42213212,25.54487825,24.055747,23.59076268,24.4248642,25.61624996,27.51470972,26.7826844,29.76655947,29.87124358,29.35226578,29.09227782,28.22213136,26.94487978,25.555747,24.42991112,24.62486497,26.01624958,27.71471048,28.21693927,29.26655947
140,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBALATABAKA,29.5894012,29.4471543,28.96277963,28.11966455,26.34803505,25.2756733,24.45886215,24.71740291,25.78708456,27.25429879,28.72735994,29.6417438,29.38940149,29.05244149,28.79577987,28.41966379,27.04803582,25.37251208,24.45886215,24.41424311,25.58708564,27.91601469,28.62735851,30.24174352,29.88940149,29.9418678,29.59577911,28.51966417,25.64803429,24.17567292,23.71844973,24.51740319,25.68708602,27.55958558,26.82735921,29.84174266,29.98940187,29.4471543,29.19577949,28.31966341,27.04803582,25.67567187,24.55886253,24.71740291,26.08708564,27.75958634,28.26564541,29.34174266
141,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT ANIVORANO,29.69614812,29.57979531,29.09005716,28.23857851,26.46539496,25.39047981,24.5902576,24.82688661,25.88871664,27.34130349,28.81988498,29.76934976,29.49614826,29.18230806,28.93097707,28.53857775,27.16374153,25.48909478,24.5902576,24.52550135,25.68871704,27.99711256,28.71899023,30.36845565,29.99614826,30.07728212,29.73008283,28.63857813,25.76374001,24.29047943,23.84404359,24.62688601,25.78871742,27.64305612,26.91988445,29.96769516,30.09614865,29.57979531,29.33097669,28.43857737,27.16374153,25.79047928,24.69101795,24.82688661,26.18871702,27.84471032,28.36331695,29.46934861
142,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMPASIMPOTSY,28.94286381,28.78788275,28.29436685,27.42316213,25.64789325,24.4385774,23.61211294,23.90930161,25.09526108,26.70170485,28.25250414,29.07060845,28.74286313,28.40000409,28.13378009,27.72316137,26.34789402,24.53358532,23.61211294,23.60430912,24.89526144,27.35017163,28.15250376,29.67060795,29.24286313,29.27576165,28.93377932,27.82316175,24.94789249,23.33857702,22.85345059,23.70930276,24.99526182,27.01382607,26.35250444,29.2706073,29.34286351,28.78788275,28.5337797,27.62316099,26.34789402,24.83857702,23.71211332,23.90930161,25.39526135,27.21382683,27.80403891,28.7706073
143,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT AMBOHIMIARINA,28.36523488,28.38048265,27.90654086,27.09610446,25.27011153,23.94229538,22.91899938,23.28755715,24.74699258,26.88565602,28.42661419,28.8972757,28.16523412,28.0217235,27.75306129,27.39610469,25.92880835,23.97198843,22.96030319,22.98755782,24.54699282,27.49789432,28.32661385,29.49727432,28.70653697,28.79793661,28.55306053,27.49610507,24.52880792,22.842295,22.16030285,23.08755739,24.64699316,27.19789399,26.56791732,29.09727471,28.80653735,28.38048265,28.15306091,27.29610431,25.92880835,24.342295,23.06030247,23.28755715,25.04699282,27.39789394,27.98537128,28.56827118
144,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT MATSITSIRANO,27.97849987,27.97901819,27.54499986,26.71758945,24.91229585,23.61846533,22.43193626,22.7956591,24.29879598,26.55420353,28.12809764,28.50284528,27.77795581,27.62144559,27.40175766,27.01854246,25.5571217,23.62168003,22.48806374,22.49524868,24.09879584,27.15501918,28.02755474,29.10338897,28.33367387,28.38087379,28.2017569,27.11854284,24.15712124,22.51846495,21.6880626,22.5960676,24.1987956,26.85501917,26.28368093,28.70284605,28.4336744,27.97997061,27.80175699,26.91854208,25.5571217,24.01846495,22.58806222,22.7956591,24.599339,27.0550188,27.68553569,28.16177759
145,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT BETAMPO NORD,27.16479776,27.22571476,26.82283353,25.90181048,24.0724459,22.77350054,21.59232595,21.9422784,23.46762944,25.78257327,27.37992345,27.69252373,26.964797,26.87724379,26.66490826,26.20181053,24.72975757,22.78567867,21.63501485,21.64227804,23.26762984,26.38896986,27.27992335,28.29252377,27.50748599,27.63149792,27.4649075,26.30181091,23.32975764,21.67350016,20.83501383,21.74227791,23.36762906,26.08897032,25.52261197,27.89252415,27.60748637,27.22571476,27.06490788,26.10181044,24.72975757,23.17350016,21.73501351,21.9422784,23.76762984,26.28896948,26.92839434,27.34739169
146,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT ANDRORANGAVOLA SUD,28.12722955,28.16040937,27.72506074,26.85851684,25.03597477,23.73450338,22.6311656,22.98778212,24.44613728,26.66604162,28.26836168,28.68313331,27.92722879,27.80624334,27.57194945,27.15851607,25.69040887,23.75037971,22.67673226,22.68778288,24.24613765,27.2733201,28.1683613,29.28313255,28.47279468,28.5690099,28.37194868,27.25851646,24.29040925,22.634503,21.87673111,22.78778135,24.3461369,26.97332009,26.41392682,28.88313293,28.57279506,28.16040937,27.97194906,27.05851569,25.69040887,24.134503,22.77673073,22.98778212,24.74613765,27.17331972,27.82252734,28.34457668
147,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT ANALAMPASINA,28.42778056,28.40303672,27.96041698,27.13886951,25.31825179,24.01929475,22.91007587,23.26922374,24.74631143,26.93939732,28.53358118,28.96639344,28.22777979,28.04334272,27.81522115,27.43887001,25.96572165,24.03134865,22.9626074,22.96922393,24.54631231,27.5442888,28.43358111,29.56639345,28.78031038,28.81020063,28.61522039,27.53887039,24.56572192,22.91929358,22.16260626,23.06922377,24.64631105,27.24428908,26.68611071,29.16639384,28.88031076,28.40303672,28.21522077,27.33886963,25.96572165,24.41929358,23.06260588,23.26922374,25.04631231,27.44428842,28.09327451,28.63097836
