OBJEC,LIB_P,LIB_R,LIB_D,LIB_C,LIB_F,p_2014_01,p_2014_02,p_2014_03,p_2014_04,p_2014_05,p_2014_06,p_2014_07,p_2014_08,p_2014_09,p_2014_10,p_2014_11,p_2014_12,p_2015_01,p_2015_02,p_2015_03,p_2015_04,p_2015_05,p_2015_06,p_2015_07,p_2015_08,p_2015_09,p_2015_10,p_2015_11,p_2015_12,p_2016_01,p_2016_02,p_2016_03,p_2016_04,p_2016_05,p_2016_06,p_2016_07,p_2016_08,p_2016_09,p_2016_10,p_2016_11,p_2016_12,p_2017_01,p_2017_02,p_2017_03,p_2017_04,p_2017_05,p_2017_06,p_2017_07,p_2017_08,p_2017_09,p_2017_10,p_2017_11,p_2017_12
1,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT ANTARALAVA,380.3741075,263.2717468,344.058499,72.18103893,48.25990332,76.24998235,111.5112345,51.03282686,31.59959814,27.6985814,202.687675,239.5030752,370.6225506,367.5433039,274.2633041,79.22976467,98.23354207,60.8484607,50.43247866,90.22835515,34.27012353,46.23216557,157.6376142,324.8347986,391.3853811,251.9479955,424.5341125,86.82216171,68.35768537,142.2349735,51.40807483,45.83217636,29.89123215,35.72602122,87.54872063,160.2081738,241.2493237,316.6943994,402.6513774,157.5049509,45.55499954,79.56541392,151.9554101,145.2295781,94.1805373,46.53385469,214.6110029,385.7241746
2,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT SANDRASATY,373.4090816,241.2387826,351.7635183,66.24026402,46.32771035,73.8219698,117.550978,48.49335084,29.59584861,24.16147638,224.6288946,238.4815413,362.9695568,356.2870554,269.3578445,70.99000487,100.7644316,58.54445151,47.11730518,95.66498948,33.33607509,49.53328796,156.2441412,330.3788109,384.2826632,225.9051241,437.1558538,80.41489182,70.42287847,144.9698826,48.76330413,44.28498544,27.83743831,33.35152406,78.70772722,145.7319949,219.8752727,287.1821342,416.0980168,162.1320716,45.06811687,79.63415566,161.3530923,157.6726577,96.26564273,49.79158133,238.2493042,395.2327283
3,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT AMBOHIMITA,387.5911394,257.3040487,358.2174988,67.68749272,45.00309545,74.90222862,115.984623,51.15644091,30.99443878,25.85918661,217.6176002,239.9999008,377.0163352,372.3280113,278.354402,73.36248571,95.75322931,59.40138175,48.5715547,96.94703119,34.40159486,48.92044397,158.0978151,330.5405773,398.9776861,243.2015977,444.4882272,81.90467349,66.61808812,144.5183168,49.94889537,46.37214106,29.23080332,34.78773221,82.56215772,151.9416337,234.585255,308.2450603,421.9851976,159.0150833,43.20729342,79.71349127,158.9616311,158.5417952,97.98532729,49.20229305,230.7969631,394.7518089
4,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT ANALAMARINA,386.194465,257.198371,362.4204978,70.50221497,48.42301221,77.82992361,122.1788473,52.44977837,31.82426438,25.75974656,221.1782155,240.0844317,375.748406,373.1637219,281.0661616,75.99015904,102.7954479,62.04893332,50.97031219,99.9003761,35.43256985,49.63576502,158.4930997,329.643275,397.27875,242.2381725,448.8039274,85.24249118,72.01581321,150.2294208,52.51660639,47.72391838,29.98454799,34.72206805,82.66497835,150.9391758,232.9965439,306.2789451,427.281153,165.8209928,46.78057126,83.26188197,167.1833448,163.3064004,100.11039,49.90752685,234.3365355,393.0047344
5,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT AMBALAFATAKANA EST,383.6921493,270.2613467,382.150522,71.32755762,47.75825574,79.3528729,135.2160712,60.80497072,35.63176882,29.48670317,230.4421041,220.1744295,373.7258647,391.9583639,296.4537826,75.77284999,99.40452268,64.3587193,56.87370872,115.5576667,39.80798027,58.12475472,161.1547947,298.2768263,393.8811569,252.6318452,469.6128088,85.73443932,71.14935762,151.8883236,58.80688995,55.88225218,33.53008795,39.5141225,85.33492707,137.7327871,232.0602719,316.2723853,450.6852441,164.8995558,46.80067673,85.7825999,183.7139544,187.7985642,108.5533439,58.4032877,243.333304,353.180543
6,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT AMBALAFARY,385.8956546,278.9550441,383.6589845,75.00174654,49.89460191,80.00237335,134.5292389,64.03296312,37.70684603,31.91441447,229.2066105,218.7878794,376.2299594,397.1880694,301.5892611,80.00128568,100.9288282,65.31964207,59.11645033,117.261449,41.66191357,59.2080223,165.1102414,293.4606534,395.9574876,262.338821,469.3130832,89.54405293,72.57251096,150.0625748,60.85449952,58.76238759,35.58954527,41.78475627,90.81122116,141.1691727,239.5170713,326.1989526,450.3894377,166.0500038,48.61178789,85.79395887,181.9779637,188.4996511,110.4580397,59.50266443,241.7299911,346.1095652
7,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT MAROFOTOTRA,386.495467,261.6081805,369.565833,73.11056396,50.9681115,82.21294705,130.3751251,54.81201053,32.9535685,26.21859878,224.9111669,237.7884595,376.2427365,379.8170409,286.4692153,78.25535586,107.353033,66.09089895,54.47680356,104.5054675,36.776236,51.25454649,158.9895061,324.4173593,397.1727212,245.3539918,456.0097778,88.23555065,75.97949252,158.2995366,56.24223199,50.11026646,31.01268195,35.27645644,83.35153181,148.8420384,233.1443849,308.8264501,435.9703168,170.9454584,49.59855944,88.47157192,177.8702189,170.4870021,102.3008078,51.51701639,237.8892961,385.5102241
8,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT AMBOHIMASINA,391.6471651,276.0995522,381.14066,76.60206329,51.69568246,83.51646477,135.3417256,60.07583585,35.61328049,29.19671075,226.0930459,230.1112225,381.6226122,395.5320793,298.2945201,82.01666143,106.3114554,67.71087812,58.43546711,111.5033987,39.45300825,54.8705465,162.4574097,310.7704221,402.139663,259.6086543,468.0315242,91.96781607,75.81386676,158.3258992,60.1813301,54.95207727,33.56468056,38.57013987,87.76996706,147.0515046,240.7888923,324.551201,448.336113,173.0746618,50.2410409,89.57063354,183.85379,180.370383,106.8601173,55.15137999,238.7445091,367.693761
9,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT BEFARY,386.9584663,286.0950376,384.8598488,79.56894261,53.24996347,81.71326622,134.5500194,65.7236497,38.47099636,33.0975154,223.8577438,219.0342411,377.526184,400.7893208,306.0639859,85.43694632,105.5904908,66.89935119,61.29835422,116.6478734,42.08342473,58.03544104,166.3919836,291.8637957,397.020667,270.7645308,469.5932122,94.69681579,75.89177019,150.992485,62.82413974,60.08668931,36.3867195,42.55299638,94.12976309,145.1251918,245.4453914,335.4052793,450.1229314,170.5063707,51.48047547,86.88901886,181.6503335,186.0248563,109.7690947,58.34201932,235.9498828,343.4244344
10,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT AMBATOHARANANAKELY,388.5160103,291.4012014,382.3834502,81.32313099,53.92480212,81.06559222,131.7686726,65.94527244,38.87934746,33.68643217,218.3322519,221.5589708,379.2615876,402.3101952,307.2707954,87.95369379,105.3293036,66.42766044,61.90008268,113.8704233,42.14151744,56.10724353,167.3450912,293.8329753,398.6503405,277.4322831,465.8663306,96.68031317,75.51564566,148.0237982,63.18494875,60.00630893,36.82361224,42.6673421,96.75844516,150.1136942,251.0565961,342.917068,445.9174472,169.7712114,51.70767115,85.47901622,177.7431468,180.4647394,108.7919137,56.42342137,230.046998,345.211551
11,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT AMBODIRAFIA EST,395.5328482,280.3770708,380.7525081,81.00304065,54.69977383,86.43361716,134.6903685,60.29872128,35.64804796,29.00444959,221.9349685,235.3397742,385.5131529,397.924932,299.9879031,87.22793077,111.5050693,70.03421546,59.30330085,109.9145645,39.23811057,52.54768438,162.9084491,317.1892268,406.2163965,264.8260243,467.3749713,97.17743978,79.28350497,162.678357,60.89224529,54.94695784,33.63626932,37.92140363,89.28519636,152.7413695,246.1310387,330.8052778,447.0130438,179.9933734,52.82687693,92.12604206,182.9484228,177.1795756,105.817207,52.83119262,234.3721052,375.1250718
12,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT AMBATOHARANANA,399.7173964,288.3917182,380.5548175,84.26408659,56.23456005,88.94921441,132.7473204,61.22133443,36.51571641,30.12508018,216.965132,241.2300892,389.8417722,403.142307,303.0894557,91.32741165,112.6124758,72.21822313,60.39125067,108.415643,39.80904626,51.75488601,164.1314995,323.2298679,410.4996463,274.0030013,466.1899061,100.8639763,79.9852315,165.149663,61.75679336,55.55101497,34.51085193,38.73787991,92.21678284,160.3668725,253.7134794,341.2428971,445.4013181,181.7686557,53.88775583,94.01357583,180.0194685,173.5895728,105.9294636,52.05116794,229.0094235,381.4872177
13,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT SANDRAKELY,399.1651661,274.1582626,370.6520848,74.7574607,49.2617794,81.22123795,122.1925964,54.84146823,33.66633032,27.54164896,215.5728089,243.2896357,388.7563359,389.5880753,291.7606956,81.18599901,101.8064341,65.03174364,53.35984047,100.3023376,36.98308143,49.29410033,160.5579036,330.9008912,410.505675,260.0978813,457.3871861,90.01991226,71.37504693,153.7297087,54.68741407,49.65234995,31.78580498,36.17804864,86.99440542,158.1527412,247.6265439,327.1265623,435.2273057,168.1976493,47.13838042,85.95244822,166.6680167,162.4169137,102.1922828,49.58323874,228.1657274,393.1163712
14,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT AMBOHINIHAONANA,396.3773153,275.6875929,371.3301624,79.17910991,53.8164334,85.93009126,127.579615,57.24924448,34.299993,28.3489816,216.9455596,243.1245587,386.2444717,390.2391084,293.1031259,85.74957372,110.0543694,69.24327655,56.32540051,103.8910936,37.63834672,50.46542167,161.4442225,328.7447153,407.3555224,261.2939196,456.8319517,95.13461349,77.68288224,161.7314221,57.73062899,51.94644234,32.38252275,37.01637226,88.44191866,158.7283515,247.3231612,327.3130226,435.732685,175.927815,51.64847509,91.09836274,173.6023438,167.6305776,102.4758804,50.75322204,229.3330305,389.4940752
15,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT AMBODIMANGA EST,406.260327,298.6375183,382.4361407,87.95284873,57.59184657,88.76042031,129.5742127,62.41722572,37.63962227,30.79275293,209.9969585,242.907186,396.5889334,409.6854374,308.6671938,96.03581542,112.9042254,72.24831366,61.29301301,106.7053386,40.5134796,49.64633896,164.8080472,323.0847654,417.1237955,285.5160393,467.2639235,105.1587788,80.1475791,162.0755015,62.39388813,56.30710987,35.60699775,38.82043275,95.17678467,165.7572045,263.9770321,354.357987,446.3030567,183.1854437,54.67959451,92.82598175,175.2906053,169.5038982,106.0915204,49.95279283,221.4426301,380.1658284
16,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT AMBOHITSARA I,403.1923735,288.255614,375.5954825,83.32223245,55.41725249,87.44326524,127.3779374,59.42953333,35.95234756,29.45626595,211.969784,244.3154021,393.1708233,401.3734913,299.9732578,90.79313311,111.0803501,70.64439343,58.28234262,104.4787442,39.04509844,49.55105497,162.8899435,328.1629184,414.3155527,274.8657448,460.9488819,99.83185339,78.37966173,162.0662631,59.48606968,53.70099296,34.00062872,37.77243439,91.71315049,163.6194973,257.0200115,343.0876935,439.2651781,179.1377165,52.76617215,91.86748557,172.9243565,167.2892991,104.6252451,49.85079737,223.9253742,387.8653655
17,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT SAHOFIKA,407.928874,293.7330024,377.8930608,83.64967482,53.95806242,85.29399062,122.528763,58.03153354,35.91611735,29.28070929,207.9378847,245.4664978,397.842434,405.9823306,303.3868345,91.61402241,107.59831,68.73123226,56.83514852,100.6218192,38.7919833,47.80333862,162.958668,329.5607091,419.3206231,281.1976699,463.9643472,100.2253017,75.5928575,157.181068,57.87353935,52.22890668,33.99166625,37.28889695,92.56811323,166.3315842,262.3588241,351.140475,441.3616236,177.7881881,51.04344485,89.01220313,166.3209165,160.7694317,103.9398045,48.10805164,219.7342694,389.5721582
18,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT ANDRORANGAVOLA VATOFOTSY,373.110217,257.4906501,334.1583354,70.30628062,46.80784735,74.18497362,107.4212484,49.69807741,30.9836741,27.94528586,200.4874177,238.8878635,363.611277,357.8193003,267.2304871,77.31541222,94.82339836,59.21716488,49.03855659,87.1185227,33.50326843,45.95204269,157.3443898,323.5366072,383.9130869,246.8449584,412.1170088,84.5232525,65.94322298,137.7988158,49.93024338,44.56894757,29.31909505,35.88614814,87.94937641,160.8243257,237.9788172,310.0514359,390.7453204,152.0978443,44.07380924,77.18640629,146.2907696,139.9629048,91.76150392,46.25740202,212.2590208,383.9907674
19,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT TSARATANANA,402.5031397,282.942056,373.7412936,78.75442044,51.63441745,83.48087311,123.0359487,56.32907947,34.68852103,28.34642888,211.4767746,243.7205898,392.2388765,397.2518332,296.727504,85.85782227,105.0744603,67.02065089,55.16351606,100.6527619,37.82153353,48.74061153,161.0103106,329.6701539,413.8604041,269.5137355,460.2130064,94.62297251,73.72089663,156.197491,56.37242013,50.86280107,32.78665461,36.73001205,89.07150838,161.3446759,253.659966,337.9242181,437.835362,172.8316603,49.15570923,87.80462969,167.4771593,162.0576995,103.1361587,49.03719585,223.6852681,390.8351084
20,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT AMBODIGOAVY,403.5418382,286.0448824,372.1097452,78.80062417,51.3642553,82.8457321,121.1296341,55.11092394,34.05547262,27.75702564,206.1069972,242.8129136,393.2682086,399.1990818,296.7000292,86.33541509,104.1990629,66.30394727,54.90100435,97.35948755,36.95270163,46.4695261,159.7185624,328.5619419,415.0907434,273.4759777,458.570532,94.70058063,72.75523861,154.3412651,55.98437062,49.57111305,32.21139402,35.76012137,88.96682899,162.3952086,256.1640535,343.200201,435.4364113,171.4389203,48.5953389,86.60141352,164.9205215,156.5332986,100.9608075,46.76681598,218.1073371,389.71276
21,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT AMBODIMANGA OUEST,386.5515675,264.2322415,353.402832,72.74216819,48.54291074,77.03728788,116.0609904,51.67513188,32.50072268,27.29872359,210.3538989,242.2450472,376.4556559,373.6327636,279.169881,79.39636529,100.1758903,61.45846694,51.12730024,93.62494672,35.55018023,47.7299179,159.1971037,329.8810462,397.7176321,251.5854315,436.5945525,87.6253934,69.85869637,145.3627949,52.29154589,46.61059818,30.70961086,35.6983455,86.70040727,158.899045,241.2330293,316.8317193,414.5514233,162.6299839,46.16965623,81.06003383,158.4049227,151.4729464,98.5865805,48.02390854,222.7825636,392.2477265
22,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT VOHITRARIVO,394.0982424,274.1477212,361.6292934,75.49045436,49.83407295,79.58458059,118.2411427,53.15440961,33.17605654,27.46988978,208.122324,242.3974243,383.9261987,385.1323808,286.9836682,82.56776901,102.0072885,63.57466563,52.81784678,95.1158932,36.14406217,47.0262189,159.3536429,329.1528115,405.4429399,261.5903857,446.2658995,90.83596176,71.15707753,149.2366194,53.93828008,47.87144816,31.36394341,35.66790293,87.71529917,160.503334,248.0022996,328.9052258,423.6940755,166.546785,47.26399195,83.45260488,161.2015385,153.4290077,99.56055471,47.32171331,220.3455543,390.9577854
23,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,TSARATANANA,FKT AMBOHIPO,363.9716746,248.0897684,325.8652948,67.65775719,46.08694094,71.3368917,105.3508812,48.37420909,30.27447082,27.6021017,201.6824797,236.3755571,354.578969,347.0752493,259.3697299,74.27575224,94.17705585,56.84208241,47.40835681,85.88635946,32.86946827,46.38073663,156.4049964,321.2072019,374.5679714,237.3631911,402.4230544,81.43444082,65.44075069,133.3768588,48.33933731,43.43884779,28.63473924,35.71077559,86.43681456,157.6131558,230.1690507,298.6934765,381.5078614,148.3934367,43.5037437,74.46163838,143.6617305,138.4296932,90.74717974,46.68342852,213.6223501,381.7326061
24,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,RANOMAFANA,FKT RANOMAFANA,298.1396202,200.3460153,245.5854235,51.45799287,35.34473133,46.91988208,72.73936017,36.8590995,24.83538597,30.14998738,181.1762387,224.6468182,291.4255609,269.0099162,201.0080933,57.13508046,69.00658049,37.80077996,35.19876355,60.94108395,26.06716955,44.66182496,149.8198796,298.3898567,306.0377223,192.5135431,300.8121853,62.44488409,48.41982373,84.82064419,35.64483506,32.5735601,23.36454516,37.21034011,86.72988031,155.0986138,197.3285823,240.1646163,288.0134414,105.0312454,32.87077596,48.00503206,98.2173339,97.11144565,69.28838904,44.9990736,190.846985,350.1802768
25,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,RANOMAFANA,FKT AMBATOLAHY,283.9801308,181.3943126,232.1890534,44.00674435,30.26733597,41.06699265,67.33150646,32.36256466,21.54941869,27.32616389,180.0826828,214.846653,276.6321349,250.1802226,186.6318686,49.0537167,61.81617498,32.2906282,30.90086789,56.00853346,23.06844167,42.85755039,146.6167656,293.3169369,292.6331653,175.228821,287.9903581,53.20475898,42.20846581,76.17234677,31.33797766,28.66905385,20.39118583,34.93256904,81.67056397,146.3137912,182.2465731,221.7445194,271.5420977,95.13337176,28.00794657,42.05835592,91.94611688,90.26764987,64.78942238,43.18344653,191.0998955,349.4786922
26,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,RANOMAFANA,FKT TSARAMANDROSO,336.2999307,223.7013633,290.5489189,60.22133831,39.63911617,59.02393266,89.00735056,41.76936857,26.91720968,27.73768755,193.7556019,230.647601,327.6347724,310.3719255,232.5885499,66.59871236,80.75434472,46.79241631,40.60372094,73.04235887,29.01839829,45.03495889,153.892602,313.8871324,346.2898783,215.1053405,359.3622092,72.57888053,55.69385389,109.7077893,41.280927,37.27611046,25.47271108,35.65423918,85.56375497,155.6415325,214.5986038,271.1902233,339.8091844,130.6553311,37.0662158,61.03398716,121.4168938,117.5896835,80.55192462,45.35069049,205.3926079,373.3987093
27,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,RANOMAFANA,FKT VOHIMARINA,354.7602481,262.0338606,306.8205967,74.32214052,49.3283585,68.32543237,92.27074628,49.33179904,33.17431972,33.09394878,184.8477891,244.9584406,348.8155649,337.0560223,258.8021796,82.06984229,89.73146637,57.31357434,48.70255401,75.81285005,33.7793418,45.23186587,156.3950894,311.1301091,361.708728,249.4716434,367.6281779,90.84492249,65.85861549,118.3671295,49.22106032,43.41971951,30.9145627,38.84187962,95.91998372,172.2860337,246.6336099,304.1044522,361.8442681,138.3698117,46.24628463,69.86922946,122.2851298,118.525361,82.06072845,45.56732233,192.2245954,355.607263
28,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,RANOMAFANA,FKT MENARANO,344.6936077,240.4234067,295.3369567,65.31622399,42.97425241,62.77702454,89.0091342,44.41570541,28.95827387,30.36997572,186.3135779,236.7799824,336.9881574,322.1350374,242.2092685,72.450694,83.40587228,50.72809536,43.4338548,73.06049696,30.40193422,44.82362291,154.347496,313.5633121,353.7584099,231.139449,361.1526916,79.07816606,58.67207259,113.0823005,43.97460107,39.31644938,27.26202073,37.38985928,90.08883027,164.2806462,229.0590189,287.7552084,345.9095133,132.264655,40.0107666,64.27029561,120.0954242,116.0908063,80.15049808,45.15722698,196.1511671,367.5735993
29,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,RANOMAFANA,FKT AMBODIAVIAVY,360.2670231,250.4467062,312.1194042,68.0162924,44.33403255,67.0886246,94.33261912,45.97728506,29.53864168,29.29502264,188.748254,238.5902125,351.7367667,339.0290363,254.1926202,75.47877111,87.38675359,53.77410433,45.16227381,76.93320141,31.27772318,44.24664759,155.2629258,319.1621091,370.2945875,241.2838972,383.361956,82.10362959,60.89573166,121.9396138,45.75394457,40.78958994,27.88566905,36.55334135,89.50172438,164.9127327,236.7329133,301.7819117,364.9174013,140.5525602,41.24196031,68.76784691,127.7958136,122.6625504,83.97629709,44.57383806,199.2988562,376.3654083
30,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,RANOMAFANA,FKT AMPASIMPOTSY,356.3722378,254.946945,309.4177018,69.80748657,46.0222114,68.00141632,94.18105388,47.51298458,30.78313734,30.52664759,187.4496503,240.5709134,348.8749887,338.5824948,255.320454,77.23510707,87.82592049,55.56482578,46.84182092,76.99140936,32.11647641,44.4653009,155.4436177,315.2391225,365.1423617,244.3810429,376.3166579,84.62971183,62.53382953,121.3679395,47.42266404,42.06908697,28.91159065,37.1761269,91.9021585,167.3806895,239.2741664,302.4180137,362.8624337,138.4803369,43.00523777,69.74324334,126.5592209,121.791404,82.76503682,44.79063432,196.7654005,367.3039555
31,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,RANOMAFANA,FKT SAHANDRAZANA,363.7229995,275.1726717,317.2402253,78.28042295,50.03441722,71.5363072,93.78553567,51.81831111,34.87946715,34.12005382,184.3865806,248.7452246,358.4939762,348.0053757,270.7439497,86.30457921,88.57239496,60.90347795,51.15304921,77.38085102,35.08948968,45.16888762,157.4917187,310.4032912,369.8130561,260.9692256,376.8337051,96.04258137,66.18635619,121.8956306,51.65912838,45.49599864,32.37546349,39.28194115,98.57470682,175.9391162,257.6294652,315.3959377,375.228464,140.8328143,47.02893011,73.10115066,123.3087522,120.113214,82.37644784,45.50370125,190.7033367,350.8052757
32,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT MAROTOKO,368.5980125,333.8906209,377.7523841,116.434935,73.68164499,94.95906364,117.1375638,85.88737316,54.98822086,50.76764835,192.2641302,236.7682868,368.5891613,382.5517323,345.3196529,127.2399943,110.1340455,89.55882263,80.19078397,107.9379963,52.08186143,57.37129148,172.0266499,265.2716911,368.3058453,310.1468398,422.8993141,144.9995439,92.35107112,146.3569986,80.80192169,74.98207711,49.9237159,52.94883502,121.8003194,174.1376317,291.9607411,354.0687362,452.1871394,171.4580411,70.67641462,98.33428331,149.1040926,158.081597,97.31794769,57.75320858,192.1964379,278.2872002
33,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT AMBALAVIA,376.8377486,323.6395871,365.0951573,102.3296987,63.24167779,84.82909281,106.1542343,74.03443242,48.73411847,45.49257743,190.3189997,246.297798,375.6512804,379.1920734,328.5897785,111.9536994,98.4302975,77.99746028,68.41304837,96.84804323,46.73391084,53.16906451,168.3444836,282.7041243,377.9785833,301.6422999,414.6019405,127.1923899,80.36123936,133.7886383,68.95660189,64.63318249,44.46010186,48.4109599,115.7708402,179.0426924,290.8118258,349.0523777,436.5802634,157.637226,60.38209577,87.34553653,135.4638982,144.1975044,92.30788402,53.53777196,191.7083236,301.8076563
34,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT AMBATOMITRATRAKA,368.8500974,322.9489244,358.0088277,105.5178526,65.45573476,86.02799835,103.373702,73.43967027,49.83501694,46.6255834,185.8546336,246.3505315,368.7874789,370.739965,326.796292,115.3958695,98.88828999,80.22366981,69.1644631,92.76340965,47.20033334,52.51862649,166.9377771,277.266685,368.6944481,299.8947765,402.2385488,131.7102751,82.34241155,132.7575406,69.63920841,63.85715519,45.30167905,48.71256561,117.0694051,180.1366144,290.7765426,343.9704666,429.8244268,156.5251824,62.54641588,88.31586878,130.3226265,136.7836686,89.7241182,52.88937672,185.8796458,291.5753164
35,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT AMBARIJATSY,374.681249,325.4021147,366.0242554,104.1465783,63.26186639,85.14123248,105.5137939,75.44183463,49.93084713,46.82266904,189.7655457,245.1550134,373.9591512,378.0406606,331.3714032,113.9197996,97.18086726,78.86078893,69.25056133,97.2431164,47.63341907,53.93420055,168.7897969,279.0122206,375.2744929,302.826167,413.6869706,129.65859,80.03619747,133.1263094,69.77791112,65.78419895,45.47196469,49.44005808,117.1378495,178.7456703,291.8080139,348.9594591,438.261296,157.8585873,60.45246426,87.67358821,134.1917635,144.1178811,92.44542649,54.30816767,190.5900772,295.9870361
36,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT AMBOHIMAHAVELONA,369.703295,327.3153931,365.5252441,107.6372094,63.015837,85.72697607,104.3496476,76.78452332,51.74539083,48.70237435,188.1110316,243.2667193,369.8215083,374.4584277,334.4618788,117.7086554,94.58449449,80.35423105,70.63178013,96.38239017,48.91514493,54.6297845,169.1540748,272.6844221,369.316829,303.7866582,409.661778,134.3993439,79.10867427,131.9269354,71.12142471,66.78687865,46.9884844,50.73095642,119.2244012,178.2599921,292.69035,347.5762416,438.8211743,158.5840921,60.28126856,88.19752433,131.7317069,141.6959911,92.10426384,55.01089222,187.9090532,285.9175543
37,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT AMBOATROTROKA,369.9230018,329.5567807,370.3980307,110.6830407,66.25480802,88.83159053,108.3923272,80.79538755,53.00016576,48.55735828,190.9971673,239.6186544,369.9303104,377.7281306,338.4890824,121.0495565,99.54259806,83.39475874,73.5049608,101.7048836,50.15958555,54.73953356,171.2721185,268.8889942,369.6453084,305.9980286,415.2760635,138.1059313,83.20761161,137.0825015,74.03890409,70.36726842,48.12015522,50.66028085,120.7148925,175.6937123,292.4768405,350.0656919,444.1824296,163.5236598,63.433943,91.65251162,137.4618138,149.4671191,94.50012666,55.11530704,190.9234797,282.2502727
38,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT MANDIAFASINA,372.4041069,329.8022296,378.3860828,109.5061064,67.9668382,90.9160989,116.9353103,83.61244813,52.4632923,48.06160282,194.4068375,233.6238398,371.3704107,385.4276469,341.1815829,119.6879698,104.7454242,84.40501027,76.72303735,108.7700777,50.27361142,56.24505211,171.3946072,266.7817084,373.2998774,307.2225513,428.1900878,135.9498333,86.13206221,143.062927,77.3774059,73.20063948,47.80182504,51.00854684,118.8442967,170.4743209,288.7231706,354.0082769,451.7661138,167.3439456,65.11233892,94.21986757,150.0342241,161.108084,97.78665126,56.6182556,195.6320298,283.9191662
39,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROTOKO,FKT AMBODIARA SUD,367.9917154,327.9144869,383.9154684,106.6269213,65.86458939,89.56293565,121.8306708,85.09451398,52.68710259,48.74467131,199.3082852,222.8200303,366.1747651,389.07375,342.5790001,116.2497453,103.246083,82.39656559,77.84747792,113.5041386,51.07617608,58.86891715,173.1403123,257.7411453,369.7545765,306.2736642,437.2240134,131.4878507,83.98052597,142.540754,78.59699894,74.94022995,48.21186908,52.45186413,118.8079825,162.1884437,281.1698995,354.5424182,456.4089464,166.8442047,63.19270673,93.07060831,157.1034723,168.7950068,101.3175251,59.24440664,201.5805443,277.1067438
