"","OBJEC","LIB_F","Date","Precipitation"
"3097",171,"FKT AMBODIRAFIA","p_2015_04",64.82074191
"3098",172,"FKT ANTANJONA","p_2015_04",71.98894471
"3099",173,"FKT FALIARIVO","p_2015_04",69.8729324
"3100",174,"FKT AMBOHIMIERA","p_2015_04",54.81352415
"3101",175,"FKT MAROMANANA","p_2015_04",47.53652432
"3102",176,"FKT AMBOLO","p_2015_04",48.40653777
"3103",177,"FKT AMBINANITOMAROSANA","p_2015_04",52.45512644
"3104",178,"FKT AMBOHIDAZA","p_2015_04",41.07680913
"3105",179,"FKT AMPANTSONA","p_2015_04",37.94889263
"3106",180,"FKT AMBOHIMILANJA","p_2015_04",46.20173247
"3107",181,"FKT AMBOHIMAHAVELONA","p_2015_04",56.60897185
"3108",182,"FKT AMBOHIMAHATSINJO","p_2015_04",53.46053626
"3109",183,"FKT FIADANANA NORD","p_2015_04",61.52392139
"3110",184,"FKT AMBODIMANGA","p_2015_04",64.54879314
"3111",185,"FKT FALIARIVO","p_2015_04",64.4771161
"3112",186,"FKT ANTARAMBAKANA","p_2015_04",60.43093943
"3113",187,"FKT SAHALALONA","p_2015_04",68.34332826
"3114",188,"FKT ANDRORANGAVOLA","p_2015_04",69.41137615
"3115",189,"FKT VOHIMENA","p_2015_04",75.92288567
"3116",190,"FKT MANARINONY","p_2015_04",65.08261587
"3117",191,"FKT ANDEMAKA NORD","p_2015_04",64.25193944
"3118",192,"FKT TSINJORANO","p_2015_04",62.87960815
"3119",193,"FKT SAHASOMANGANA","p_2015_04",60.24564718
"3120",194,"FKT MAROFOTSY","p_2015_04",55.2806774
"3121",0,"FKT ANTARALAVA","p_2015_05",98.23354207
"3122",1,"FKT SANDRASATY","p_2015_05",100.7644316
"3123",2,"FKT AMBOHIMITA","p_2015_05",95.75322931
"3124",3,"FKT ANALAMARINA","p_2015_05",102.7954479
"3125",4,"FKT AMBALAFATAKANA EST","p_2015_05",99.40452268
"3126",5,"FKT AMBALAFARY","p_2015_05",100.9288282
"3127",6,"FKT MAROFOTOTRA","p_2015_05",107.353033
"3128",7,"FKT AMBOHIMASINA","p_2015_05",106.3114554
"3129",8,"FKT BEFARY","p_2015_05",105.5904908
"3130",9,"FKT AMBATOHARANANAKELY","p_2015_05",105.3293036
"3131",10,"FKT AMBODIRAFIA EST","p_2015_05",111.5050693
"3132",11,"FKT AMBATOHARANANA","p_2015_05",112.6124758
"3133",12,"FKT SANDRAKELY","p_2015_05",101.8064341
"3134",13,"FKT AMBOHINIHAONANA","p_2015_05",110.0543694
"3135",14,"FKT AMBODIMANGA EST","p_2015_05",112.9042254
"3136",15,"FKT AMBOHITSARA I","p_2015_05",111.0803501
"3137",16,"FKT SAHOFIKA","p_2015_05",107.59831
"3138",17,"FKT ANDRORANGAVOLA VATOFOTSY","p_2015_05",94.82339836
"3139",18,"FKT TSARATANANA","p_2015_05",105.0744603
"3140",19,"FKT AMBODIGOAVY","p_2015_05",104.1990629
"3141",20,"FKT AMBODIMANGA OUEST","p_2015_05",100.1758903
"3142",21,"FKT VOHITRARIVO","p_2015_05",102.0072885
"3143",22,"FKT AMBOHIPO","p_2015_05",94.17705585
"3144",23,"FKT RANOMAFANA","p_2015_05",69.00658049
"3145",24,"FKT AMBATOLAHY","p_2015_05",61.81617498
"3146",25,"FKT TSARAMANDROSO","p_2015_05",80.75434472
"3147",26,"FKT VOHIMARINA","p_2015_05",89.73146637
"3148",27,"FKT MENARANO","p_2015_05",83.40587228
"3149",28,"FKT AMBODIAVIAVY","p_2015_05",87.38675359
"3150",29,"FKT AMPASIMPOTSY","p_2015_05",87.82592049
"3151",30,"FKT SAHANDRAZANA","p_2015_05",88.57239496
"3152",31,"FKT MAROTOKO","p_2015_05",110.1340455
"3153",32,"FKT AMBALAVIA","p_2015_05",98.4302975
"3154",33,"FKT AMBATOMITRATRAKA","p_2015_05",98.88828999
"3155",34,"FKT AMBARIJATSY","p_2015_05",97.18086726
"3156",35,"FKT AMBOHIMAHAVELONA","p_2015_05",94.58449449
"3157",36,"FKT AMBOATROTROKA","p_2015_05",99.54259806
"3158",37,"FKT MANDIAFASINA","p_2015_05",104.7454242
"3159",38,"FKT AMBODIARA SUD","p_2015_05",103.246083
"3160",39,"FKT MANAMPANDRANA","p_2015_05",105.8572567
"3161",40,"FKT KIANJANOMBY","p_2015_05",107.5822041
"3162",41,"FKT MALAZAMASINA SUD","p_2015_05",113.9365639
"3163",42,"FKT MALAZAMASINA NORD","p_2015_05",93.92745972
"3164",43,"FKT ANTANJOMANGA","p_2015_05",99.94679552
"3165",44,"FKT BETAMPONA NORD","p_2015_05",97.27916601
"3166",45,"FKT AMBINANINDRANO","p_2015_05",105.7010842
"3167",46,"FKT TANAMBAO OUEST","p_2015_05",98.05825686
"3168",47,"FKT MANAKANA","p_2015_05",93.09158757
"3169",48,"FKT AMPASIMPOTSY","p_2015_05",95.14110468
"3170",49,"FKT MAROHARATRA","p_2015_05",102.2051673
"3171",50,"FKT SOANIERANA","p_2015_05",104.5843496
"3172",51,"FKT MALEMIAMBO","p_2015_05",104.4884844
"3173",52,"FKT AMPASIMADINIKAKELY","p_2015_05",100.6745052
"3174",53,"FKT AMBALAVOLO","p_2015_05",110.9579181
"3175",54,"FKT AMBOHITSARA EST","p_2015_05",114.4151314
"3176",55,"FKT ANIVORANO","p_2015_05",120.6884916
"3177",56,"FKT MAHATSARA","p_2015_05",107.73111
"3178",57,"FKT SAHOMBY","p_2015_05",103.6875008
"3179",58,"FKT AMBODIMANGA","p_2015_05",115.3781606
"3180",59,"FKT AMPASIMADINIKA","p_2015_05",107.5243283
"3181",60,"FKT SAHAVATANA","p_2015_05",95.3328868
"3182",61,"FKT AMBODIVOANGY","p_2015_05",86.52385245
"3183",62,"FKT AMBOHINIHAONANA","p_2015_05",99.61116344
"3184",63,"FKT KIANJANOMBY","p_2015_05",93.09966466
"3185",64,"FKT AMPITAMBE","p_2015_05",97.37310691
"3186",65,"FKT MANDRIVANY","p_2015_05",94.4504311
"3187",66,"FKT AMBODIPAISO NORD","p_2015_05",96.58487655
"3188",67,"FKT AMBODIPAISO SUD","p_2015_05",95.35651855
"3189",68,"FKT KELILALINA","p_2015_05",93.96466324
"3190",69,"FKT ANDRANOMAINTY","p_2015_05",93.95415734
"3191",70,"FKT ANOSY","p_2015_05",94.38889039
"3192",71,"FKT FOTSIALANANA","p_2015_05",96.75803638
"3193",72,"FKT AMBALADINGANA","p_2015_05",96.18937559
"3194",73,"FKT AMBODIARA","p_2015_05",107.0510734
"3195",74,"FKT SAHAFITOROKA","p_2015_05",115.3698008
"3196",75,"FKT MAROMENA","p_2015_05",105.5141887
"3197",76,"FKT ANDRANOFOLAHINA","p_2015_05",99.64361099
"3198",77,"FKT AMBORAKA","p_2015_05",103.6521359
"3199",78,"FKT IFANADIANA","p_2015_05",110.2293348
"3200",79,"FKT ANTAFOTENINA","p_2015_05",110.4192946
"3201",80,"FKT AMBODIRAFIA II","p_2015_05",116.0889191
"3202",81,"FKT FENOARIVO I","p_2015_05",106.5370397
"3203",82,"FKT AMBINANINDRANOTELO","p_2015_05",99.76506244
"3204",83,"FKT ANKABOKA","p_2015_05",98.63563887
"3205",84,"FKT AMBIABE I","p_2015_05",102.2900849
"3206",85,"FKT ANDRANOMAINTSO","p_2015_05",103.9250538
"3207",86,"FKT FIADANANA NORD","p_2015_05",79.70629757
"3208",87,"FKT MORARANO","p_2015_05",83.88640216
"3209",88,"FKT AMPASIMBOLA I","p_2015_05",88.07067951
"3210",89,"FKT SAKAVANANA","p_2015_05",89.79654989
"3211",90,"FKT AMBODIARA NORD","p_2015_05",90.63702442
"3212",91,"FKT AMBINANISERY","p_2015_05",92.38987284
"3213",92,"FKT VOLOBE","p_2015_05",83.22448523
"3214",93,"FKT ANTENIMBELONA","p_2015_05",91.67941115
"3215",94,"FKT AMBOHINIHAONANA","p_2015_05",89.88589747
"3216",95,"FKT MAROVORAKA","p_2015_05",85.76390266
"3217",96,"FKT TSARATANANA","p_2015_05",84.49364104
"3218",97,"FKT TSARARIVOTRA","p_2015_05",86.64861843
"3219",98,"FKT BEFOTAKA","p_2015_05",84.48701477
"3220",99,"FKT AMBOHITSARA","p_2015_05",91.72144243
"3221",100,"FKT FASINTSARA","p_2015_05",88.66281854
"3222",101,"FKT AMBATOMANJAKA","p_2015_05",91.93307855
"3223",102,"FKT TSARAKIANJA","p_2015_05",87.16950417
"3224",103,"FKT SAHAKONDRO","p_2015_05",88.97766989
"3225",104,"FKT MANAKANA SUD","p_2015_05",99.07529449
"3226",105,"FKT AMBODIARA SUD","p_2015_05",92.41674937
"3227",106,"FKT AMPASINAMBO","p_2015_05",79.1691077
"3228",107,"FKT AMBODIVOANGY","p_2015_05",82.51467764
"3229",108,"FKT AMBALAPAISO","p_2015_05",88.49912907
"3230",109,"FKT AMPITOMITA","p_2015_05",104.3946029
"3231",110,"FKT ANIVORANO","p_2015_05",105.8358884
"3232",111,"FKT KIANJAVATO","p_2015_05",108.8321619
"3233",112,"FKT AMBATOVORY","p_2015_05",107.1274732
"3234",113,"FKT ANTSINDRA","p_2015_05",107.365033
"3235",114,"FKT BEFOTAKA","p_2015_05",111.0879857
"3236",115,"FKT AMPITABE","p_2015_05",101.8890826
"3237",116,"FKT AMBOATROTROKA","p_2015_05",109.3313693
"3238",117,"FKT AMBINANIVATOMENA","p_2015_05",90.70711044
"3239",118,"FKT AMBODIARA I","p_2015_05",105.0222885
"3240",119,"FKT MORAFENO","p_2015_05",113.3148026
"3241",120,"FKT BETAMPONA","p_2015_05",104.4080811
"3242",121,"FKT ANDRANOMAITSO","p_2015_05",110.2509044
"3243",122,"FKT ANTARETRA","p_2015_05",107.6600546
"3244",123,"FKT AMBODIROTRA","p_2015_05",113.6345242
"3245",124,"FKT ANDONABE","p_2015_05",108.219068
"3246",125,"FKT AMPASIMBE","p_2015_05",106.3360925
"3247",126,"FKT ANDRORANGAVOLA","p_2015_05",111.7270452
"3248",127,"FKT AMBODIFONTSINA","p_2015_05",116.388837
"3249",128,"FKT AMBALATENINA","p_2015_05",103.3593551
"3250",129,"FKT AMBALAFASINA","p_2015_05",100.8830267
"3251",130,"FKT AMBOHIMAHAVELONA BETOHO","p_2015_05",101.1415525
"3252",131,"FKT NOSIBE SUD","p_2015_05",104.5415401
"3253",132,"FKT MANDRIAPOTSY","p_2015_05",101.8529619
"3254",133,"FKT AMBALAVAONA","p_2015_05",102.3531179
"3255",134,"FKT LAVAKIANJA SUD","p_2015_05",99.87775864
"3256",135,"FKT AMBODIARA NORD","p_2015_05",116.7149104
"3257",136,"FKT MAHASOA","p_2015_05",104.5138838
"3258",137,"FKT AMBODIRORANGA","p_2015_05",107.2947894
"3259",138,"FKT AMBOHIMISAFY","p_2015_05",102.8123186
"3260",139,"FKT AMBALATABAKA","p_2015_05",106.6359766
"3261",140,"FKT ANIVORANO","p_2015_05",107.2804135
"3262",141,"FKT AMPASIMPOTSY","p_2015_05",112.2090261
"3263",142,"FKT AMBOHIMIARINA","p_2015_05",82.09773884
"3264",143,"FKT MATSITSIRANO","p_2015_05",74.45626251
"3265",144,"FKT BETAMPO NORD","p_2015_05",72.90808572
"3266",145,"FKT ANDRORANGAVOLA SUD","p_2015_05",75.87180441
"3267",146,"FKT ANALAMPASINA","p_2015_05",78.6522972
"3268",147,"FKT ANALAVORY","p_2015_05",75.08188629
"3269",148,"FKT AMBARO","p_2015_05",73.75775321
"3270",149,"FKT AMBOHIMALAZA","p_2015_05",81.47581485
"3271",150,"FKT MANJIRIANA SUD","p_2015_05",77.22207019
"3272",151,"FKT MAROSATROKA","p_2015_05",98.01527598
"3273",152,"FKT MAROLANANANA","p_2015_05",78.92524788
"3274",153,"FKT AMBODIMANGA NORD","p_2015_05",81.00342451
"3275",154,"FKT VOHITRARIVO","p_2015_05",84.63037734
"3276",155,"FKT SOANIHERENANA NORD","p_2015_05",84.85596419
"3277",156,"FKT AMBALAVARY","p_2015_05",90.53160373
"3278",157,"FKT FASINTSARA ANDAKANA","p_2015_05",93.42544829
"3279",158,"FKT NOSIMBOAHANGY","p_2015_05",99.06731017
"3280",159,"FKT AMBALAHERANA","p_2015_05",97.26067486
"3281",160,"FKT ANDRORANGAVOLA NORD","p_2015_05",83.87548527
"3282",161,"FKT AMBOHIMIRANTY","p_2015_05",83.92686149
"3283",162,"FKT MANDROALINA","p_2015_05",88.4422887
"3284",163,"FKT MORARANO","p_2015_05",92.24058343
"3285",164,"FKT AMBOHIMANGA SUD","p_2015_05",88.25301249
"3286",165,"FKT SAHAMARANA","p_2015_05",91.80893738
"3287",166,"FKT MASOAROVANA","p_2015_05",90.6095545
"3288",167,"FKT AMBILANIBE","p_2015_05",101.0590591
"3289",168,"FKT AMBODIARA","p_2015_05",87.4517521
"3290",169,"FKT AMBODIVOASARY","p_2015_05",86.99282014
"3291",170,"FKT AMBATOFANOKONANA","p_2015_05",92.70186096
"3292",171,"FKT AMBODIRAFIA","p_2015_05",99.4940055
"3293",172,"FKT ANTANJONA","p_2015_05",104.5480025
"3294",173,"FKT FALIARIVO","p_2015_05",104.2193167
"3295",174,"FKT AMBOHIMIERA","p_2015_05",78.19549444
"3296",175,"FKT MAROMANANA","p_2015_05",71.76151166
"3297",176,"FKT AMBOLO","p_2015_05",72.3966697
"3298",177,"FKT AMBINANITOMAROSANA","p_2015_05",79.58218452
"3299",178,"FKT AMBOHIDAZA","p_2015_05",64.68250823
"3300",179,"FKT AMPANTSONA","p_2015_05",59.72289824
"3301",180,"FKT AMBOHIMILANJA","p_2015_05",66.22124842
"3302",181,"FKT AMBOHIMAHAVELONA","p_2015_05",83.25324169
"3303",182,"FKT AMBOHIMAHATSINJO","p_2015_05",79.37073726
"3304",183,"FKT FIADANANA NORD","p_2015_05",87.39612385
"3305",184,"FKT AMBODIMANGA","p_2015_05",93.81589681
"3306",185,"FKT FALIARIVO","p_2015_05",90.76805118
"3307",186,"FKT ANTARAMBAKANA","p_2015_05",85.1539835
"3308",187,"FKT SAHALALONA","p_2015_05",92.93137027
"3309",188,"FKT ANDRORANGAVOLA","p_2015_05",91.5869731
"3310",189,"FKT VOHIMENA","p_2015_05",96.18758664
"3311",190,"FKT MANARINONY","p_2015_05",87.51710994
"3312",191,"FKT ANDEMAKA NORD","p_2015_05",86.36089831
"3313",192,"FKT TSINJORANO","p_2015_05",85.64907074
"3314",193,"FKT SAHASOMANGANA","p_2015_05",81.74065741
"3315",194,"FKT MAROFOTSY","p_2015_05",78.62761773
"3316",0,"FKT ANTARALAVA","p_2015_06",60.8484607
"3317",1,"FKT SANDRASATY","p_2015_06",58.54445151
"3318",2,"FKT AMBOHIMITA","p_2015_06",59.40138175
"3319",3,"FKT ANALAMARINA","p_2015_06",62.04893332
"3320",4,"FKT AMBALAFATAKANA EST","p_2015_06",64.3587193
"3321",5,"FKT AMBALAFARY","p_2015_06",65.31964207
"3322",6,"FKT MAROFOTOTRA","p_2015_06",66.09089895
"3323",7,"FKT AMBOHIMASINA","p_2015_06",67.71087812
"3324",8,"FKT BEFARY","p_2015_06",66.89935119
"3325",9,"FKT AMBATOHARANANAKELY","p_2015_06",66.42766044
"3326",10,"FKT AMBODIRAFIA EST","p_2015_06",70.03421546
"3327",11,"FKT AMBATOHARANANA","p_2015_06",72.21822313
"3328",12,"FKT SANDRAKELY","p_2015_06",65.03174364
"3329",13,"FKT AMBOHINIHAONANA","p_2015_06",69.24327655
"3330",14,"FKT AMBODIMANGA EST","p_2015_06",72.24831366
"3331",15,"FKT AMBOHITSARA I","p_2015_06",70.64439343
"3332",16,"FKT SAHOFIKA","p_2015_06",68.73123226
"3333",17,"FKT ANDRORANGAVOLA VATOFOTSY","p_2015_06",59.21716488
"3334",18,"FKT TSARATANANA","p_2015_06",67.02065089
"3335",19,"FKT AMBODIGOAVY","p_2015_06",66.30394727
"3336",20,"FKT AMBODIMANGA OUEST","p_2015_06",61.45846694
"3337",21,"FKT VOHITRARIVO","p_2015_06",63.57466563
"3338",22,"FKT AMBOHIPO","p_2015_06",56.84208241
"3339",23,"FKT RANOMAFANA","p_2015_06",37.80077996
"3340",24,"FKT AMBATOLAHY","p_2015_06",32.2906282
"3341",25,"FKT TSARAMANDROSO","p_2015_06",46.79241631
"3342",26,"FKT VOHIMARINA","p_2015_06",57.31357434
"3343",27,"FKT MENARANO","p_2015_06",50.72809536
"3344",28,"FKT AMBODIAVIAVY","p_2015_06",53.77410433
"3345",29,"FKT AMPASIMPOTSY","p_2015_06",55.56482578
"3346",30,"FKT SAHANDRAZANA","p_2015_06",60.90347795
"3347",31,"FKT MAROTOKO","p_2015_06",89.55882263
"3348",32,"FKT AMBALAVIA","p_2015_06",77.99746028
"3349",33,"FKT AMBATOMITRATRAKA","p_2015_06",80.22366981
"3350",34,"FKT AMBARIJATSY","p_2015_06",78.86078893
"3351",35,"FKT AMBOHIMAHAVELONA","p_2015_06",80.35423105
"3352",36,"FKT AMBOATROTROKA","p_2015_06",83.39475874
"3353",37,"FKT MANDIAFASINA","p_2015_06",84.40501027
"3354",38,"FKT AMBODIARA SUD","p_2015_06",82.39656559
"3355",39,"FKT MANAMPANDRANA","p_2015_06",85.37451374
"3356",40,"FKT KIANJANOMBY","p_2015_06",88.2522361
"3357",41,"FKT MALAZAMASINA SUD","p_2015_06",68.31740722
"3358",42,"FKT MALAZAMASINA NORD","p_2015_06",49.00302081
"3359",43,"FKT ANTANJOMANGA","p_2015_06",55.84335914
"3360",44,"FKT BETAMPONA NORD","p_2015_06",55.04210899
"3361",45,"FKT AMBINANINDRANO","p_2015_06",59.98724832
"3362",46,"FKT TANAMBAO OUEST","p_2015_06",56.52356998
"3363",47,"FKT MANAKANA","p_2015_06",52.73049409
"3364",48,"FKT AMPASIMPOTSY","p_2015_06",54.38027331
"3365",49,"FKT MAROHARATRA","p_2015_06",58.90283809
"3366",50,"FKT SOANIERANA","p_2015_06",59.78636182
"3367",51,"FKT MALEMIAMBO","p_2015_06",58.00171223
"3368",52,"FKT AMPASIMADINIKAKELY","p_2015_06",55.35343456
"3369",53,"FKT AMBALAVOLO","p_2015_06",63.99526257
"3370",54,"FKT AMBOHITSARA EST","p_2015_06",66.49098837
"3371",55,"FKT ANIVORANO","p_2015_06",70.3416837
"3372",56,"FKT MAHATSARA","p_2015_06",62.55766105
"3373",57,"FKT SAHOMBY","p_2015_06",57.781657
"3374",58,"FKT AMBODIMANGA","p_2015_06",67.2557003
"3375",59,"FKT AMPASIMADINIKA","p_2015_06",61.76809189
"3376",60,"FKT SAHAVATANA","p_2015_06",66.30764926
"3377",61,"FKT AMBODIVOANGY","p_2015_06",52.02777268
"3378",62,"FKT AMBOHINIHAONANA","p_2015_06",66.62922021
"3379",63,"FKT KIANJANOMBY","p_2015_06",59.7057619
