"","OBJEC","LIB_F","Date","minT"
"1",0,"FKT ANTARALAVA","tmn_2014_0",19.82461395
"2",1,"FKT SANDRASATY","tmn_2014_0",19.76081598
"3",2,"FKT AMBOHIMITA","tmn_2014_0",20.11616083
"4",3,"FKT ANALAMARINA","tmn_2014_0",20.11244441
"5",4,"FKT AMBALAFATAKANA EST","tmn_2014_0",21.69237267
"6",5,"FKT AMBALAFARY","tmn_2014_0",21.77082863
"7",6,"FKT MAROFOTOTRA","tmn_2014_0",20.3978783
"8",7,"FKT AMBOHIMASINA","tmn_2014_0",21.1082841
"9",8,"FKT BEFARY","tmn_2014_0",21.68997863
"10",9,"FKT AMBATOHARANANAKELY","tmn_2014_0",21.54693872
"11",10,"FKT AMBODIRAFIA EST","tmn_2014_0",20.81861783
"12",11,"FKT AMBATOHARANANA","tmn_2014_0",20.62908142
"13",12,"FKT SANDRAKELY","tmn_2014_0",20.3517227
"14",13,"FKT AMBOHINIHAONANA","tmn_2014_0",20.3164517
"15",14,"FKT AMBODIMANGA EST","tmn_2014_0",20.67676817
"16",15,"FKT AMBOHITSARA I","tmn_2014_0",20.4178148
"17",16,"FKT SAHOFIKA","tmn_2014_0",20.50839188
"18",17,"FKT ANDRORANGAVOLA VATOFOTSY","tmn_2014_0",19.62611979
"19",18,"FKT TSARATANANA","tmn_2014_0",20.38942245
"20",19,"FKT AMBODIGOAVY","tmn_2014_0",20.43083142
"21",20,"FKT AMBODIMANGA OUEST","tmn_2014_0",19.92250737
"22",21,"FKT VOHITRARIVO","tmn_2014_0",20.1490897
"23",22,"FKT AMBOHIPO","tmn_2014_0",19.35119221
"24",23,"FKT RANOMAFANA","tmn_2014_0",17.6924832
"25",24,"FKT AMBATOLAHY","tmn_2014_0",17.22232707
"26",25,"FKT TSARAMANDROSO","tmn_2014_0",18.60851807
"27",26,"FKT VOHIMARINA","tmn_2014_0",19.44093866
"28",27,"FKT MENARANO","tmn_2014_0",19.07525585
"29",28,"FKT AMBODIAVIAVY","tmn_2014_0",19.44218084
"30",29,"FKT AMPASIMPOTSY","tmn_2014_0",19.35360669
"31",30,"FKT SAHANDRAZANA","tmn_2014_0",19.79235305
"32",31,"FKT MAROTOKO","tmn_2014_0",21.61101548
"33",32,"FKT AMBALAVIA","tmn_2014_0",21.19972036
"34",33,"FKT AMBATOMITRATRAKA","tmn_2014_0",21.15589455
"35",34,"FKT AMBARIJATSY","tmn_2014_0",21.30683829
"36",35,"FKT AMBOHIMAHAVELONA","tmn_2014_0",21.44886373
"37",36,"FKT AMBOATROTROKA","tmn_2014_0",21.5765638
"38",37,"FKT MANDIAFASINA","tmn_2014_0",21.59221965
"39",38,"FKT AMBODIARA SUD","tmn_2014_0",21.93762499
"40",39,"FKT MANAMPANDRANA","tmn_2014_0",21.79817712
"41",40,"FKT KIANJANOMBY","tmn_2014_0",21.45425681
"42",41,"FKT MALAZAMASINA SUD","tmn_2014_0",20.8928582
"43",42,"FKT MALAZAMASINA NORD","tmn_2014_0",18.39979196
"44",43,"FKT ANTANJOMANGA","tmn_2014_0",19.43786426
"45",44,"FKT BETAMPONA NORD","tmn_2014_0",19.49056327
"46",45,"FKT AMBINANINDRANO","tmn_2014_0",19.94197017
"47",46,"FKT TANAMBAO OUEST","tmn_2014_0",19.62457405
"48",47,"FKT MANAKANA","tmn_2014_0",19.34117533
"49",48,"FKT AMPASIMPOTSY","tmn_2014_0",19.38556209
"50",49,"FKT MAROHARATRA","tmn_2014_0",19.86294508
"51",50,"FKT SOANIERANA","tmn_2014_0",19.96252363
"52",51,"FKT MALEMIAMBO","tmn_2014_0",19.71674935
"53",52,"FKT AMPASIMADINIKAKELY","tmn_2014_0",19.33189925
"54",53,"FKT AMBALAVOLO","tmn_2014_0",20.3632209
"55",54,"FKT AMBOHITSARA EST","tmn_2014_0",20.8056138
"56",55,"FKT ANIVORANO","tmn_2014_0",20.44939639
"57",56,"FKT MAHATSARA","tmn_2014_0",20.49504239
"58",57,"FKT SAHOMBY","tmn_2014_0",19.81364134
"59",58,"FKT AMBODIMANGA","tmn_2014_0",20.73415743
"60",59,"FKT AMPASIMADINIKA","tmn_2014_0",20.55464165
"61",60,"FKT SAHAVATANA","tmn_2014_0",19.91889761
"62",61,"FKT AMBODIVOANGY","tmn_2014_0",18.96488695
"63",62,"FKT AMBOHINIHAONANA","tmn_2014_0",20.34772538
"64",63,"FKT KIANJANOMBY","tmn_2014_0",19.75771473
"65",64,"FKT AMPITAMBE","tmn_2014_0",20.03798886
"66",65,"FKT MANDRIVANY","tmn_2014_0",19.8293152
"67",66,"FKT AMBODIPAISO NORD","tmn_2014_0",19.95651202
"68",67,"FKT AMBODIPAISO SUD","tmn_2014_0",19.92817039
"69",68,"FKT KELILALINA","tmn_2014_0",19.81133207
"70",69,"FKT ANDRANOMAINTY","tmn_2014_0",19.87694185
"71",70,"FKT ANOSY","tmn_2014_0",19.76235051
"72",71,"FKT FOTSIALANANA","tmn_2014_0",19.8911715
"73",72,"FKT AMBALADINGANA","tmn_2014_0",19.9487346
"74",73,"FKT AMBODIARA","tmn_2014_0",20.57802763
"75",74,"FKT SAHAFITOROKA","tmn_2014_0",20.84712809
"76",75,"FKT MAROMENA","tmn_2014_0",20.54445735
"77",76,"FKT ANDRANOFOLAHINA","tmn_2014_0",20.13318762
"78",77,"FKT AMBORAKA","tmn_2014_0",20.28954886
"79",78,"FKT IFANADIANA","tmn_2014_0",20.54239698
"80",79,"FKT ANTAFOTENINA","tmn_2014_0",20.52350113
"81",80,"FKT AMBODIRAFIA II","tmn_2014_0",20.49708937
"82",81,"FKT FENOARIVO I","tmn_2014_0",20.70948014
"83",82,"FKT AMBINANINDRANOTELO","tmn_2014_0",20.25710875
"84",83,"FKT ANKABOKA","tmn_2014_0",20.06464343
"85",84,"FKT AMBIABE I","tmn_2014_0",20.42752729
"86",85,"FKT ANDRANOMAINTSO","tmn_2014_0",19.50082184
"87",86,"FKT FIADANANA NORD","tmn_2014_0",17.19838827
"88",87,"FKT MORARANO","tmn_2014_0",17.33765777
"89",88,"FKT AMPASIMBOLA I","tmn_2014_0",18.4057191
"90",89,"FKT SAKAVANANA","tmn_2014_0",18.84100338
"91",90,"FKT AMBODIARA NORD","tmn_2014_0",18.45506178
"92",91,"FKT AMBINANISERY","tmn_2014_0",18.92665603
"93",92,"FKT VOLOBE","tmn_2014_0",18.06955833
"94",93,"FKT ANTENIMBELONA","tmn_2014_0",19.3109645
"95",94,"FKT AMBOHINIHAONANA","tmn_2014_0",19.27083392
"96",95,"FKT MAROVORAKA","tmn_2014_0",19.2800715
"97",96,"FKT TSARATANANA","tmn_2014_0",19.34353002
"98",97,"FKT TSARARIVOTRA","tmn_2014_0",19.36869249
"99",98,"FKT BEFOTAKA","tmn_2014_0",19.37010574
"100",99,"FKT AMBOHITSARA","tmn_2014_0",19.33643493
"101",100,"FKT FASINTSARA","tmn_2014_0",19.27656802
"102",101,"FKT AMBATOMANJAKA","tmn_2014_0",19.37868533
"103",102,"FKT TSARAKIANJA","tmn_2014_0",19.42752383
"104",103,"FKT SAHAKONDRO","tmn_2014_0",19.42634275
"105",104,"FKT MANAKANA SUD","tmn_2014_0",19.29202271
"106",105,"FKT AMBODIARA SUD","tmn_2014_0",19.42488143
"107",106,"FKT AMPASINAMBO","tmn_2014_0",17.44008847
"108",107,"FKT AMBODIVOANGY","tmn_2014_0",19.04392219
"109",108,"FKT AMBALAPAISO","tmn_2014_0",18.90456076
"110",109,"FKT AMPITOMITA","tmn_2014_0",20.90067547
"111",110,"FKT ANIVORANO","tmn_2014_0",19.5429112
"112",111,"FKT KIANJAVATO","tmn_2014_0",19.84263704
"113",112,"FKT AMBATOVORY","tmn_2014_0",20.94123651
"114",113,"FKT ANTSINDRA","tmn_2014_0",20.10298717
"115",114,"FKT BEFOTAKA","tmn_2014_0",21.01357608
"116",115,"FKT AMPITABE","tmn_2014_0",21.46086519
"117",116,"FKT AMBOATROTROKA","tmn_2014_0",21.1309135
"118",117,"FKT AMBINANIVATOMENA","tmn_2014_0",22.29968706
"119",118,"FKT AMBODIARA I","tmn_2014_0",21.62340238
"120",119,"FKT MORAFENO","tmn_2014_0",21.12330944
"121",120,"FKT BETAMPONA","tmn_2014_0",21.70238402
"122",121,"FKT ANDRANOMAITSO","tmn_2014_0",21.30197161
"123",122,"FKT ANTARETRA","tmn_2014_0",21.46219823
"124",123,"FKT AMBODIROTRA","tmn_2014_0",20.88738193
"125",124,"FKT ANDONABE","tmn_2014_0",21.18260342
"126",125,"FKT AMPASIMBE","tmn_2014_0",21.44373982
"127",126,"FKT ANDRORANGAVOLA","tmn_2014_0",21.19065662
"128",127,"FKT AMBODIFONTSINA","tmn_2014_0",20.45243678
"129",128,"FKT AMBALATENINA","tmn_2014_0",20.86024005
"130",129,"FKT AMBALAFASINA","tmn_2014_0",20.67947259
"131",130,"FKT AMBOHIMAHAVELONA BETOHO","tmn_2014_0",20.81100187
"132",131,"FKT NOSIBE SUD","tmn_2014_0",21.02797
"133",132,"FKT MANDRIAPOTSY","tmn_2014_0",21.07153601
"134",133,"FKT AMBALAVAONA","tmn_2014_0",21.1207437
"135",134,"FKT LAVAKIANJA SUD","tmn_2014_0",21.3304355
"136",135,"FKT AMBODIARA NORD","tmn_2014_0",20.72110917
"137",136,"FKT MAHASOA","tmn_2014_0",21.70042956
"138",137,"FKT AMBODIRORANGA","tmn_2014_0",21.22727189
"139",138,"FKT AMBOHIMISAFY","tmn_2014_0",21.35849394
"140",139,"FKT AMBALATABAKA","tmn_2014_0",21.47993828
"141",140,"FKT ANIVORANO","tmn_2014_0",21.63878127
"142",141,"FKT AMPASIMPOTSY","tmn_2014_0",20.80148176
"143",142,"FKT AMBOHIMIARINA","tmn_2014_0",19.40793226
"144",143,"FKT MATSITSIRANO","tmn_2014_0",18.92904929
"145",144,"FKT BETAMPO NORD","tmn_2014_0",18.33768843
"146",145,"FKT ANDRORANGAVOLA SUD","tmn_2014_0",19.23187843
"147",146,"FKT ANALAMPASINA","tmn_2014_0",19.41692756
"148",147,"FKT ANALAVORY","tmn_2014_0",18.9674778
"149",148,"FKT AMBARO","tmn_2014_0",18.38879075
"150",149,"FKT AMBOHIMALAZA","tmn_2014_0",19.5914403
"151",150,"FKT MANJIRIANA SUD","tmn_2014_0",19.130141
"152",151,"FKT MAROSATROKA","tmn_2014_0",19.7003038
"153",152,"FKT MAROLANANANA","tmn_2014_0",19.49214331
"154",153,"FKT AMBODIMANGA NORD","tmn_2014_0",19.48142985
"155",154,"FKT VOHITRARIVO","tmn_2014_0",19.4396986
"156",155,"FKT SOANIHERENANA NORD","tmn_2014_0",19.46636555
"157",156,"FKT AMBALAVARY","tmn_2014_0",19.42235016
"158",157,"FKT FASINTSARA ANDAKANA","tmn_2014_0",19.40702146
"159",158,"FKT NOSIMBOAHANGY","tmn_2014_0",19.42412949
"160",159,"FKT AMBALAHERANA","tmn_2014_0",19.48250697
"161",160,"FKT ANDRORANGAVOLA NORD","tmn_2014_0",19.45474472
"162",161,"FKT AMBOHIMIRANTY","tmn_2014_0",19.56140212
"163",162,"FKT MANDROALINA","tmn_2014_0",19.41342571
"164",163,"FKT MORARANO","tmn_2014_0",19.43800062
"165",164,"FKT AMBOHIMANGA SUD","tmn_2014_0",19.54293167
"166",165,"FKT SAHAMARANA","tmn_2014_0",19.55721747
"167",166,"FKT MASOAROVANA","tmn_2014_0",19.56528188
"168",167,"FKT AMBILANIBE","tmn_2014_0",19.67800713
"169",168,"FKT AMBODIARA","tmn_2014_0",19.51238642
"170",169,"FKT AMBODIVOASARY","tmn_2014_0",19.44750104
"171",170,"FKT AMBATOFANOKONANA","tmn_2014_0",19.49220385
"172",171,"FKT AMBODIRAFIA","tmn_2014_0",19.78554687
"173",172,"FKT ANTANJONA","tmn_2014_0",20.03121226
"174",173,"FKT FALIARIVO","tmn_2014_0",19.97728628
"175",174,"FKT AMBOHIMIERA","tmn_2014_0",18.15483388
"176",175,"FKT MAROMANANA","tmn_2014_0",18.55211945
"177",176,"FKT AMBOLO","tmn_2014_0",18.6586638
"178",177,"FKT AMBINANITOMAROSANA","tmn_2014_0",18.87575402
"179",178,"FKT AMBOHIDAZA","tmn_2014_0",17.11072349
"180",179,"FKT AMPANTSONA","tmn_2014_0",16.50343822
"181",180,"FKT AMBOHIMILANJA","tmn_2014_0",17.13779758
"182",181,"FKT AMBOHIMAHAVELONA","tmn_2014_0",19.13093165
"183",182,"FKT AMBOHIMAHATSINJO","tmn_2014_0",18.8424845
"184",183,"FKT FIADANANA NORD","tmn_2014_0",19.40671282
"185",184,"FKT AMBODIMANGA","tmn_2014_0",19.40763171
"186",185,"FKT FALIARIVO","tmn_2014_0",19.47251378
"187",186,"FKT ANTARAMBAKANA","tmn_2014_0",19.42693735
"188",187,"FKT SAHALALONA","tmn_2014_0",19.67449311
"189",188,"FKT ANDRORANGAVOLA","tmn_2014_0",19.81742385
"190",189,"FKT VOHIMENA","tmn_2014_0",20.03153628
"191",190,"FKT MANARINONY","tmn_2014_0",18.7209947
"192",191,"FKT ANDEMAKA NORD","tmn_2014_0",19.48267668
"193",192,"FKT TSINJORANO","tmn_2014_0",19.03249359
"194",193,"FKT SAHASOMANGANA","tmn_2014_0",18.30317567
"195",194,"FKT MAROFOTSY","tmn_2014_0",18.69821443
"196",0,"FKT ANTARALAVA","tmn_2014_1",19.48615982
"197",1,"FKT SANDRASATY","tmn_2014_1",19.58034757
"198",2,"FKT AMBOHIMITA","tmn_2014_1",19.86745826
"199",3,"FKT ANALAMARINA","tmn_2014_1",19.89737383
"200",4,"FKT AMBALAFATAKANA EST","tmn_2014_1",21.57451479
"201",5,"FKT AMBALAFARY","tmn_2014_1",21.63742268
"202",6,"FKT MAROFOTOTRA","tmn_2014_1",20.27231551
"203",7,"FKT AMBOHIMASINA","tmn_2014_1",21.04030902
"204",8,"FKT BEFARY","tmn_2014_1",21.55253389
"205",9,"FKT AMBATOHARANANAKELY","tmn_2014_1",21.37048904
"206",10,"FKT AMBODIRAFIA EST","tmn_2014_1",20.73917107
"207",11,"FKT AMBATOHARANANA","tmn_2014_1",20.52183646
"208",12,"FKT SANDRAKELY","tmn_2014_1",20.0892727
"209",13,"FKT AMBOHINIHAONANA","tmn_2014_1",20.1588404
"210",14,"FKT AMBODIMANGA EST","tmn_2014_1",20.47543482
"211",15,"FKT AMBOHITSARA I","tmn_2014_1",20.23517333
"212",16,"FKT SAHOFIKA","tmn_2014_1",20.2881866
"213",17,"FKT ANDRORANGAVOLA VATOFOTSY","tmn_2014_1",19.31222924
"214",18,"FKT TSARATANANA","tmn_2014_1",20.13386707
"215",19,"FKT AMBODIGOAVY","tmn_2014_1",20.09436968
"216",20,"FKT AMBODIMANGA OUEST","tmn_2014_1",19.56929714
"217",21,"FKT VOHITRARIVO","tmn_2014_1",19.79876083
"218",22,"FKT AMBOHIPO","tmn_2014_1",19.00899733
"219",23,"FKT RANOMAFANA","tmn_2014_1",17.53940712
"220",24,"FKT AMBATOLAHY","tmn_2014_1",17.03376693
"221",25,"FKT TSARAMANDROSO","tmn_2014_1",18.35356586
"222",26,"FKT VOHIMARINA","tmn_2014_1",19.28272716
"223",27,"FKT MENARANO","tmn_2014_1",18.86035124
"224",28,"FKT AMBODIAVIAVY","tmn_2014_1",19.18073992
"225",29,"FKT AMPASIMPOTSY","tmn_2014_1",19.15180688
"226",30,"FKT SAHANDRAZANA","tmn_2014_1",19.63001082
"227",31,"FKT MAROTOKO","tmn_2014_1",21.45571225
"228",32,"FKT AMBALAVIA","tmn_2014_1",21.01291138
"229",33,"FKT AMBATOMITRATRAKA","tmn_2014_1",20.9945584
"230",34,"FKT AMBARIJATSY","tmn_2014_1",21.12412475
"231",35,"FKT AMBOHIMAHAVELONA","tmn_2014_1",21.27943651
"232",36,"FKT AMBOATROTROKA","tmn_2014_1",21.39643217
"233",37,"FKT MANDIAFASINA","tmn_2014_1",21.42503072
"234",38,"FKT AMBODIARA SUD","tmn_2014_1",21.77206183
"235",39,"FKT MANAMPANDRANA","tmn_2014_1",21.67006183
"236",40,"FKT KIANJANOMBY","tmn_2014_1",21.29720152
"237",41,"FKT MALAZAMASINA SUD","tmn_2014_1",20.87174966
"238",42,"FKT MALAZAMASINA NORD","tmn_2014_1",18.34291639
"239",43,"FKT ANTANJOMANGA","tmn_2014_1",19.42228442
"240",44,"FKT BETAMPONA NORD","tmn_2014_1",19.50337215
"241",45,"FKT AMBINANINDRANO","tmn_2014_1",19.94112513
"242",46,"FKT TANAMBAO OUEST","tmn_2014_1",19.62129382
"243",47,"FKT MANAKANA","tmn_2014_1",19.35088884
"244",48,"FKT AMPASIMPOTSY","tmn_2014_1",19.38685691
"245",49,"FKT MAROHARATRA","tmn_2014_1",19.85573718
"246",50,"FKT SOANIERANA","tmn_2014_1",19.95732654
"247",51,"FKT MALEMIAMBO","tmn_2014_1",19.72157764
"248",52,"FKT AMPASIMADINIKAKELY","tmn_2014_1",19.35268651
"249",53,"FKT AMBALAVOLO","tmn_2014_1",20.35882057
"250",54,"FKT AMBOHITSARA EST","tmn_2014_1",20.78070479
"251",55,"FKT ANIVORANO","tmn_2014_1",20.44032069
"252",56,"FKT MAHATSARA","tmn_2014_1",20.47328347
"253",57,"FKT SAHOMBY","tmn_2014_1",19.78899679
"254",58,"FKT AMBODIMANGA","tmn_2014_1",20.72231748
"255",59,"FKT AMPASIMADINIKA","tmn_2014_1",20.54416087
"256",60,"FKT SAHAVATANA","tmn_2014_1",19.73797449
"257",61,"FKT AMBODIVOANGY","tmn_2014_1",18.67658609
"258",62,"FKT AMBOHINIHAONANA","tmn_2014_1",20.0711843
"259",63,"FKT KIANJANOMBY","tmn_2014_1",19.47362742
"260",64,"FKT AMPITAMBE","tmn_2014_1",19.7680117
"261",65,"FKT MANDRIVANY","tmn_2014_1",19.55759673
"262",66,"FKT AMBODIPAISO NORD","tmn_2014_1",19.69426249
"263",67,"FKT AMBODIPAISO SUD","tmn_2014_1",19.67458382
"264",68,"FKT KELILALINA","tmn_2014_1",19.56470347
"265",69,"FKT ANDRANOMAINTY","tmn_2014_1",19.63052858
"266",70,"FKT ANOSY","tmn_2014_1",19.54467991
"267",71,"FKT FOTSIALANANA","tmn_2014_1",19.66529021
"268",72,"FKT AMBALADINGANA","tmn_2014_1",19.76092463
"269",73,"FKT AMBODIARA","tmn_2014_1",20.2984443
"270",74,"FKT SAHAFITOROKA","tmn_2014_1",20.623801
"271",75,"FKT MAROMENA","tmn_2014_1",20.26645922
"272",76,"FKT ANDRANOFOLAHINA","tmn_2014_1",19.86331825
"273",77,"FKT AMBORAKA","tmn_2014_1",20.01486227
"274",78,"FKT IFANADIANA","tmn_2014_1",20.24802969
"275",79,"FKT ANTAFOTENINA","tmn_2014_1",20.23216405
"276",80,"FKT AMBODIRAFIA II","tmn_2014_1",20.2745129
"277",81,"FKT FENOARIVO I","tmn_2014_1",20.41468856
"278",82,"FKT AMBINANINDRANOTELO","tmn_2014_1",20.04557126
"279",83,"FKT ANKABOKA","tmn_2014_1",19.86436152
"280",84,"FKT AMBIABE I","tmn_2014_1",20.16381892
"281",85,"FKT ANDRANOMAINTSO","tmn_2014_1",19.49301944
"282",86,"FKT FIADANANA NORD","tmn_2014_1",17.15702502
"283",87,"FKT MORARANO","tmn_2014_1",17.27703642
"284",88,"FKT AMPASIMBOLA I","tmn_2014_1",18.3477932
"285",89,"FKT SAKAVANANA","tmn_2014_1",18.83744643
"286",90,"FKT AMBODIARA NORD","tmn_2014_1",18.41528267
"287",91,"FKT AMBINANISERY","tmn_2014_1",18.89853864
"288",92,"FKT VOLOBE","tmn_2014_1",18.01991228
"289",93,"FKT ANTENIMBELONA","tmn_2014_1",19.31512388
"290",94,"FKT AMBOHINIHAONANA","tmn_2014_1",19.25791359
"291",95,"FKT MAROVORAKA","tmn_2014_1",19.24857306
"292",96,"FKT TSARATANANA","tmn_2014_1",19.32636883
"293",97,"FKT TSARARIVOTRA","tmn_2014_1",19.36801801
"294",98,"FKT BEFOTAKA","tmn_2014_1",19.36497498
"295",99,"FKT AMBOHITSARA","tmn_2014_1",19.3366636
"296",100,"FKT FASINTSARA","tmn_2014_1",19.25835122
"297",101,"FKT AMBATOMANJAKA","tmn_2014_1",19.38441234
"298",102,"FKT TSARAKIANJA","tmn_2014_1",19.4251547
"299",103,"FKT SAHAKONDRO","tmn_2014_1",19.42773034
"300",104,"FKT MANAKANA SUD","tmn_2014_1",19.31562614
"301",105,"FKT AMBODIARA SUD","tmn_2014_1",19.43005565
"302",106,"FKT AMPASINAMBO","tmn_2014_1",17.40113324
"303",107,"FKT AMBODIVOANGY","tmn_2014_1",18.96095976
"304",108,"FKT AMBALAPAISO","tmn_2014_1",18.9027587
"305",109,"FKT AMPITOMITA","tmn_2014_1",20.76895705
"306",110,"FKT ANIVORANO","tmn_2014_1",19.500942
"307",111,"FKT KIANJAVATO","tmn_2014_1",19.79841865
"308",112,"FKT AMBATOVORY","tmn_2014_1",20.8436179
"309",113,"FKT ANTSINDRA","tmn_2014_1",20.03023452
"310",114,"FKT BEFOTAKA","tmn_2014_1",20.88424176
"311",115,"FKT AMPITABE","tmn_2014_1",21.32973154
"312",116,"FKT AMBOATROTROKA","tmn_2014_1",20.96148322
"313",117,"FKT AMBINANIVATOMENA","tmn_2014_1",22.08838242
"314",118,"FKT AMBODIARA I","tmn_2014_1",21.37463036
"315",119,"FKT MORAFENO","tmn_2014_1",20.91965657
"316",120,"FKT BETAMPONA","tmn_2014_1",21.45764201
"317",121,"FKT ANDRANOMAITSO","tmn_2014_1",21.08733028
"318",122,"FKT ANTARETRA","tmn_2014_1",21.26207061
"319",123,"FKT AMBODIROTRA","tmn_2014_1",20.67973829
"320",124,"FKT ANDONABE","tmn_2014_1",21.00201368
"321",125,"FKT AMPASIMBE","tmn_2014_1",21.28700208
"322",126,"FKT ANDRORANGAVOLA","tmn_2014_1",20.98442437
"323",127,"FKT AMBODIFONTSINA","tmn_2014_1",20.23094569
"324",128,"FKT AMBALATENINA","tmn_2014_1",20.58349992
"325",129,"FKT AMBALAFASINA","tmn_2014_1",20.44627194
"326",130,"FKT AMBOHIMAHAVELONA BETOHO","tmn_2014_1",20.60245616
"327",131,"FKT NOSIBE SUD","tmn_2014_1",20.78611103
"328",132,"FKT MANDRIAPOTSY","tmn_2014_1",20.85630596
"329",133,"FKT AMBALAVAONA","tmn_2014_1",20.9224535
"330",134,"FKT LAVAKIANJA SUD","tmn_2014_1",21.13458337
"331",135,"FKT AMBODIARA NORD","tmn_2014_1",20.50417098
"332",136,"FKT MAHASOA","tmn_2014_1",21.53763214
"333",137,"FKT AMBODIRORANGA","tmn_2014_1",20.99434774
"334",138,"FKT AMBOHIMISAFY","tmn_2014_1",21.14768821
"335",139,"FKT AMBALATABAKA","tmn_2014_1",21.29362809
"336",140,"FKT ANIVORANO","tmn_2014_1",21.44976487
"337",141,"FKT AMPASIMPOTSY","tmn_2014_1",20.56424593
"338",142,"FKT AMBOHIMIARINA","tmn_2014_1",19.22793978
"339",143,"FKT MATSITSIRANO","tmn_2014_1",18.77103787
"340",144,"FKT BETAMPO NORD","tmn_2014_1",18.11998129
"341",145,"FKT ANDRORANGAVOLA SUD","tmn_2014_1",19.06203313
"342",146,"FKT ANALAMPASINA","tmn_2014_1",19.29085489
"343",147,"FKT ANALAVORY","tmn_2014_1",18.8140049
"344",148,"FKT AMBARO","tmn_2014_1",18.16952449
"345",149,"FKT AMBOHIMALAZA","tmn_2014_1",19.4309786
"346",150,"FKT MANJIRIANA SUD","tmn_2014_1",18.92300759
"347",151,"FKT MAROSATROKA","tmn_2014_1",19.5455928
"348",152,"FKT MAROLANANANA","tmn_2014_1",19.42120663
"349",153,"FKT AMBODIMANGA NORD","tmn_2014_1",19.43475369
"350",154,"FKT VOHITRARIVO","tmn_2014_1",19.43020999
"351",155,"FKT SOANIHERENANA NORD","tmn_2014_1",19.44476002
"352",156,"FKT AMBALAVARY","tmn_2014_1",19.36224473
"353",157,"FKT FASINTSARA ANDAKANA","tmn_2014_1",19.36262852
"354",158,"FKT NOSIMBOAHANGY","tmn_2014_1",19.37045501
"355",159,"FKT AMBALAHERANA","tmn_2014_1",19.40838121
"356",160,"FKT ANDRORANGAVOLA NORD","tmn_2014_1",19.37369613
"357",161,"FKT AMBOHIMIRANTY","tmn_2014_1",19.42961234
"358",162,"FKT MANDROALINA","tmn_2014_1",19.30588926
"359",163,"FKT MORARANO","tmn_2014_1",19.3365199
"360",164,"FKT AMBOHIMANGA SUD","tmn_2014_1",19.40628422
"361",165,"FKT SAHAMARANA","tmn_2014_1",19.43718492
"362",166,"FKT MASOAROVANA","tmn_2014_1",19.43430865
"363",167,"FKT AMBILANIBE","tmn_2014_1",19.60191345
"364",168,"FKT AMBODIARA","tmn_2014_1",19.37063981
"365",169,"FKT AMBODIVOASARY","tmn_2014_1",19.28069164
"366",170,"FKT AMBATOFANOKONANA","tmn_2014_1",19.34390107
"367",171,"FKT AMBODIRAFIA","tmn_2014_1",19.67669313
"368",172,"FKT ANTANJONA","tmn_2014_1",19.92939482
"369",173,"FKT FALIARIVO","tmn_2014_1",19.87321992
"370",174,"FKT AMBOHIMIERA","tmn_2014_1",17.90647555
"371",175,"FKT MAROMANANA","tmn_2014_1",18.28962185
"372",176,"FKT AMBOLO","tmn_2014_1",18.39656622
"373",177,"FKT AMBINANITOMAROSANA","tmn_2014_1",18.61998323
"374",178,"FKT AMBOHIDAZA","tmn_2014_1",16.87511081
"375",179,"FKT AMPANTSONA","tmn_2014_1",16.29948911
"376",180,"FKT AMBOHIMILANJA","tmn_2014_1",16.93215411
"377",181,"FKT AMBOHIMAHAVELONA","tmn_2014_1",18.90375308
"378",182,"FKT AMBOHIMAHATSINJO","tmn_2014_1",18.54872412
"379",183,"FKT FIADANANA NORD","tmn_2014_1",19.19257297
"380",184,"FKT AMBODIMANGA","tmn_2014_1",19.18590787
"381",185,"FKT FALIARIVO","tmn_2014_1",19.23001135
"382",186,"FKT ANTARAMBAKANA","tmn_2014_1",19.14104712
"383",187,"FKT SAHALALONA","tmn_2014_1",19.42822768
"384",188,"FKT ANDRORANGAVOLA","tmn_2014_1",19.57788861
"385",189,"FKT VOHIMENA","tmn_2014_1",19.72005819
"386",190,"FKT MANARINONY","tmn_2014_1",18.4015187
"387",191,"FKT ANDEMAKA NORD","tmn_2014_1",19.22129985
"388",192,"FKT TSINJORANO","tmn_2014_1",18.78868103
"389",193,"FKT SAHASOMANGANA","tmn_2014_1",18.03834769
"390",194,"FKT MAROFOTSY","tmn_2014_1",18.40433695
"391",0,"FKT ANTARALAVA","tmn_2014_2",19.02346469
"392",1,"FKT SANDRASATY","tmn_2014_2",19.03362033
"393",2,"FKT AMBOHIMITA","tmn_2014_2",19.38631985
"394",3,"FKT ANALAMARINA","tmn_2014_2",19.37782325
"395",4,"FKT AMBALAFATAKANA EST","tmn_2014_2",20.94394956
"396",5,"FKT AMBALAFARY","tmn_2014_2",21.00375327
"397",6,"FKT MAROFOTOTRA","tmn_2014_2",19.67432913
"398",7,"FKT AMBOHIMASINA","tmn_2014_2",20.39136388
"399",8,"FKT BEFARY","tmn_2014_2",20.94496837
"400",9,"FKT AMBATOHARANANAKELY","tmn_2014_2",20.76361521
"401",10,"FKT AMBODIRAFIA EST","tmn_2014_2",20.11130441
"402",11,"FKT AMBATOHARANANA","tmn_2014_2",19.87562684
"403",12,"FKT SANDRAKELY","tmn_2014_2",19.59773958
"404",13,"FKT AMBOHINIHAONANA","tmn_2014_2",19.59045951
"405",14,"FKT AMBODIMANGA EST","tmn_2014_2",19.87841286
"406",15,"FKT AMBOHITSARA I","tmn_2014_2",19.64837579
