"","OBJEC","LIB_F","Date","minT"
"889",108,"FKT AMBALAPAISO","tmn_2014_4",13.92072777
"890",109,"FKT AMPITOMITA","tmn_2014_4",16.07153262
"891",110,"FKT ANIVORANO","tmn_2014_4",14.72340561
"892",111,"FKT KIANJAVATO","tmn_2014_4",15.07793484
"893",112,"FKT AMBATOVORY","tmn_2014_4",16.14568224
"894",113,"FKT ANTSINDRA","tmn_2014_4",15.31488471
"895",114,"FKT BEFOTAKA","tmn_2014_4",16.20610819
"896",115,"FKT AMPITABE","tmn_2014_4",16.59911502
"897",116,"FKT AMBOATROTROKA","tmn_2014_4",16.27164872
"898",117,"FKT AMBINANIVATOMENA","tmn_2014_4",17.34395387
"899",118,"FKT AMBODIARA I","tmn_2014_4",16.64812111
"900",119,"FKT MORAFENO","tmn_2014_4",16.15593879
"901",120,"FKT BETAMPONA","tmn_2014_4",16.74992977
"902",121,"FKT ANDRANOMAITSO","tmn_2014_4",16.36246286
"903",122,"FKT ANTARETRA","tmn_2014_4",16.53740751
"904",123,"FKT AMBODIROTRA","tmn_2014_4",15.98112579
"905",124,"FKT ANDONABE","tmn_2014_4",16.30726736
"906",125,"FKT AMPASIMBE","tmn_2014_4",16.56759545
"907",126,"FKT ANDRORANGAVOLA","tmn_2014_4",16.25131725
"908",127,"FKT AMBODIFONTSINA","tmn_2014_4",15.53232523
"909",128,"FKT AMBALATENINA","tmn_2014_4",15.84853527
"910",129,"FKT AMBALAFASINA","tmn_2014_4",15.67678413
"911",130,"FKT AMBOHIMAHAVELONA BETOHO","tmn_2014_4",15.82353179
"912",131,"FKT NOSIBE SUD","tmn_2014_4",16.04380093
"913",132,"FKT MANDRIAPOTSY","tmn_2014_4",16.09254674
"914",133,"FKT AMBALAVAONA","tmn_2014_4",16.14944758
"915",134,"FKT LAVAKIANJA SUD","tmn_2014_4",16.32511639
"916",135,"FKT AMBODIARA NORD","tmn_2014_4",15.83543052
"917",136,"FKT MAHASOA","tmn_2014_4",16.78156075
"918",137,"FKT AMBODIRORANGA","tmn_2014_4",16.24287154
"919",138,"FKT AMBOHIMISAFY","tmn_2014_4",16.35371298
"920",139,"FKT AMBALATABAKA","tmn_2014_4",16.49541165
"921",140,"FKT ANIVORANO","tmn_2014_4",16.66143156
"922",141,"FKT AMPASIMPOTSY","tmn_2014_4",15.85064535
"923",142,"FKT AMBOHIMIARINA","tmn_2014_4",14.32198561
"924",143,"FKT MATSITSIRANO","tmn_2014_4",13.77852125
"925",144,"FKT BETAMPO NORD","tmn_2014_4",13.24628895
"926",145,"FKT ANDRORANGAVOLA SUD","tmn_2014_4",14.11574919
"927",146,"FKT ANALAMPASINA","tmn_2014_4",14.29121118
"928",147,"FKT ANALAVORY","tmn_2014_4",13.87926865
"929",148,"FKT AMBARO","tmn_2014_4",13.31233754
"930",149,"FKT AMBOHIMALAZA","tmn_2014_4",14.47507371
"931",150,"FKT MANJIRIANA SUD","tmn_2014_4",14.04226024
"932",151,"FKT MAROSATROKA","tmn_2014_4",14.75121779
"933",152,"FKT MAROLANANANA","tmn_2014_4",14.34595816
"934",153,"FKT AMBODIMANGA NORD","tmn_2014_4",14.39588349
"935",154,"FKT VOHITRARIVO","tmn_2014_4",14.40474512
"936",155,"FKT SOANIHERENANA NORD","tmn_2014_4",14.44032815
"937",156,"FKT AMBALAVARY","tmn_2014_4",14.43170922
"938",157,"FKT FASINTSARA ANDAKANA","tmn_2014_4",14.45303277
"939",158,"FKT NOSIMBOAHANGY","tmn_2014_4",14.49372147
"940",159,"FKT AMBALAHERANA","tmn_2014_4",14.52517012
"941",160,"FKT ANDRORANGAVOLA NORD","tmn_2014_4",14.38104099
"942",161,"FKT AMBOHIMIRANTY","tmn_2014_4",14.48062686
"943",162,"FKT MANDROALINA","tmn_2014_4",14.40138301
"944",163,"FKT MORARANO","tmn_2014_4",14.45012431
"945",164,"FKT AMBOHIMANGA SUD","tmn_2014_4",14.50405324
"946",165,"FKT SAHAMARANA","tmn_2014_4",14.55471288
"947",166,"FKT MASOAROVANA","tmn_2014_4",14.54452698
"948",167,"FKT AMBILANIBE","tmn_2014_4",14.75417614
"949",168,"FKT AMBODIARA","tmn_2014_4",14.46126481
"950",169,"FKT AMBODIVOASARY","tmn_2014_4",14.39327801
"951",170,"FKT AMBATOFANOKONANA","tmn_2014_4",14.48067776
"952",171,"FKT AMBODIRAFIA","tmn_2014_4",14.87087979
"953",172,"FKT ANTANJONA","tmn_2014_4",15.1943367
"954",173,"FKT FALIARIVO","tmn_2014_4",15.13556852
"955",174,"FKT AMBOHIMIERA","tmn_2014_4",13.20937132
"956",175,"FKT MAROMANANA","tmn_2014_4",13.46194987
"957",176,"FKT AMBOLO","tmn_2014_4",13.56517867
"958",177,"FKT AMBINANITOMAROSANA","tmn_2014_4",13.76789883
"959",178,"FKT AMBOHIDAZA","tmn_2014_4",12.02569676
"960",179,"FKT AMPANTSONA","tmn_2014_4",11.48388536
"961",180,"FKT AMBOHIMILANJA","tmn_2014_4",12.21991278
"962",181,"FKT AMBOHIMAHAVELONA","tmn_2014_4",14.04315396
"963",182,"FKT AMBOHIMAHATSINJO","tmn_2014_4",13.72461286
"964",183,"FKT FIADANANA NORD","tmn_2014_4",14.35358385
"965",184,"FKT AMBODIMANGA","tmn_2014_4",14.40672164
"966",185,"FKT FALIARIVO","tmn_2014_4",14.45618106
"967",186,"FKT ANTARAMBAKANA","tmn_2014_4",14.34080924
"968",187,"FKT SAHALALONA","tmn_2014_4",14.7102193
"969",188,"FKT ANDRORANGAVOLA","tmn_2014_4",14.89518692
"970",189,"FKT VOHIMENA","tmn_2014_4",15.09080564
"971",190,"FKT MANARINONY","tmn_2014_4",13.86523544
"972",191,"FKT ANDEMAKA NORD","tmn_2014_4",14.48205611
"973",192,"FKT TSINJORANO","tmn_2014_4",14.0870285
"974",193,"FKT SAHASOMANGANA","tmn_2014_4",13.47540584
"975",194,"FKT MAROFOTSY","tmn_2014_4",13.64405985
"976",0,"FKT ANTARALAVA","tmn_2014_5",13.69935629
"977",1,"FKT SANDRASATY","tmn_2014_5",13.72372808
"978",2,"FKT AMBOHIMITA","tmn_2014_5",14.03921353
"979",3,"FKT ANALAMARINA","tmn_2014_5",14.04610292
"980",4,"FKT AMBALAFATAKANA EST","tmn_2014_5",15.71705372
"981",5,"FKT AMBALAFARY","tmn_2014_5",15.82227469
"982",6,"FKT MAROFOTOTRA","tmn_2014_5",14.42184695
"983",7,"FKT AMBOHIMASINA","tmn_2014_5",15.16366921
"984",8,"FKT BEFARY","tmn_2014_5",15.77218522
"985",9,"FKT AMBATOHARANANAKELY","tmn_2014_5",15.61686826
"986",10,"FKT AMBODIRAFIA EST","tmn_2014_5",14.85592042
"987",11,"FKT AMBATOHARANANA","tmn_2014_5",14.66582322
"988",12,"FKT SANDRAKELY","tmn_2014_5",14.22459764
"989",13,"FKT AMBOHINIHAONANA","tmn_2014_5",14.29579376
"990",14,"FKT AMBODIMANGA EST","tmn_2014_5",14.64414609
"991",15,"FKT AMBOHITSARA I","tmn_2014_5",14.39059953
"992",16,"FKT SAHOFIKA","tmn_2014_5",14.41884881
"993",17,"FKT ANDRORANGAVOLA VATOFOTSY","tmn_2014_5",13.51088323
"994",18,"FKT TSARATANANA","tmn_2014_5",14.2884998
"995",19,"FKT AMBODIGOAVY","tmn_2014_5",14.25971541
"996",20,"FKT AMBODIMANGA OUEST","tmn_2014_5",13.80816604
"997",21,"FKT VOHITRARIVO","tmn_2014_5",14.00743263
"998",22,"FKT AMBOHIPO","tmn_2014_5",13.26345906
"999",23,"FKT RANOMAFANA","tmn_2014_5",11.6127329
"1000",24,"FKT AMBATOLAHY","tmn_2014_5",11.0542365
"1001",25,"FKT TSARAMANDROSO","tmn_2014_5",12.53492308
"1002",26,"FKT VOHIMARINA","tmn_2014_5",13.37581299
"1003",27,"FKT MENARANO","tmn_2014_5",12.96243844
"1004",28,"FKT AMBODIAVIAVY","tmn_2014_5",13.28341722
"1005",29,"FKT AMPASIMPOTSY","tmn_2014_5",13.24368398
"1006",30,"FKT SAHANDRAZANA","tmn_2014_5",13.70970702
"1007",31,"FKT MAROTOKO","tmn_2014_5",15.66389123
"1008",32,"FKT AMBALAVIA","tmn_2014_5",15.19185728
"1009",33,"FKT AMBATOMITRATRAKA","tmn_2014_5",15.15353434
"1010",34,"FKT AMBARIJATSY","tmn_2014_5",15.30642358
"1011",35,"FKT AMBOHIMAHAVELONA","tmn_2014_5",15.43360962
"1012",36,"FKT AMBOATROTROKA","tmn_2014_5",15.56375477
"1013",37,"FKT MANDIAFASINA","tmn_2014_5",15.62627327
"1014",38,"FKT AMBODIARA SUD","tmn_2014_5",15.98185673
"1015",39,"FKT MANAMPANDRANA","tmn_2014_5",15.86000281
"1016",40,"FKT KIANJANOMBY","tmn_2014_5",15.4904226
"1017",41,"FKT MALAZAMASINA SUD","tmn_2014_5",15.03292644
"1018",42,"FKT MALAZAMASINA NORD","tmn_2014_5",12.46049377
"1019",43,"FKT ANTANJOMANGA","tmn_2014_5",13.50634859
"1020",44,"FKT BETAMPONA NORD","tmn_2014_5",13.56247941
"1021",45,"FKT AMBINANINDRANO","tmn_2014_5",14.05672893
"1022",46,"FKT TANAMBAO OUEST","tmn_2014_5",13.70977023
"1023",47,"FKT MANAKANA","tmn_2014_5",13.34633359
"1024",48,"FKT AMPASIMPOTSY","tmn_2014_5",13.42281098
"1025",49,"FKT MAROHARATRA","tmn_2014_5",13.98306453
"1026",50,"FKT SOANIERANA","tmn_2014_5",14.08105287
"1027",51,"FKT MALEMIAMBO","tmn_2014_5",13.85964065
"1028",52,"FKT AMPASIMADINIKAKELY","tmn_2014_5",13.44331711
"1029",53,"FKT AMBALAVOLO","tmn_2014_5",14.48449185
"1030",54,"FKT AMBOHITSARA EST","tmn_2014_5",14.9725956
"1031",55,"FKT ANIVORANO","tmn_2014_5",14.70191698
"1032",56,"FKT MAHATSARA","tmn_2014_5",14.58844744
"1033",57,"FKT SAHOMBY","tmn_2014_5",13.89423282
"1034",58,"FKT AMBODIMANGA","tmn_2014_5",14.90038581
"1035",59,"FKT AMPASIMADINIKA","tmn_2014_5",14.6812408
"1036",60,"FKT SAHAVATANA","tmn_2014_5",13.84180794
"1037",61,"FKT AMBODIVOANGY","tmn_2014_5",12.89327344
"1038",62,"FKT AMBOHINIHAONANA","tmn_2014_5",14.16615677
"1039",63,"FKT KIANJANOMBY","tmn_2014_5",13.60755088
"1040",64,"FKT AMPITAMBE","tmn_2014_5",13.86766494
"1041",65,"FKT MANDRIVANY","tmn_2014_5",13.66756996
"1042",66,"FKT AMBODIPAISO NORD","tmn_2014_5",13.77863466
"1043",67,"FKT AMBODIPAISO SUD","tmn_2014_5",13.7633276
"1044",68,"FKT KELILALINA","tmn_2014_5",13.6458061
"1045",69,"FKT ANDRANOMAINTY","tmn_2014_5",13.7199578
"1046",70,"FKT ANOSY","tmn_2014_5",13.6557272
"1047",71,"FKT FOTSIALANANA","tmn_2014_5",13.81240078
"1048",72,"FKT AMBALADINGANA","tmn_2014_5",13.87695802
"1049",73,"FKT AMBODIARA","tmn_2014_5",14.54042513
"1050",74,"FKT SAHAFITOROKA","tmn_2014_5",14.82017357
"1051",75,"FKT MAROMENA","tmn_2014_5",14.39817633
"1052",76,"FKT ANDRANOFOLAHINA","tmn_2014_5",13.96355953
"1053",77,"FKT AMBORAKA","tmn_2014_5",14.16088314
"1054",78,"FKT IFANADIANA","tmn_2014_5",14.43285165
"1055",79,"FKT ANTAFOTENINA","tmn_2014_5",14.43379551
"1056",80,"FKT AMBODIRAFIA II","tmn_2014_5",14.51584326
"1057",81,"FKT FENOARIVO I","tmn_2014_5",14.67589803
"1058",82,"FKT AMBINANINDRANOTELO","tmn_2014_5",14.19579457
"1059",83,"FKT ANKABOKA","tmn_2014_5",14.00767829
"1060",84,"FKT AMBIABE I","tmn_2014_5",14.35393343
"1061",85,"FKT ANDRANOMAINTSO","tmn_2014_5",13.54690401
"1062",86,"FKT FIADANANA NORD","tmn_2014_5",11.17851515
"1063",87,"FKT MORARANO","tmn_2014_5",11.36383516
"1064",88,"FKT AMPASIMBOLA I","tmn_2014_5",12.38507055
"1065",89,"FKT SAKAVANANA","tmn_2014_5",12.79642372
"1066",90,"FKT AMBODIARA NORD","tmn_2014_5",12.46999666
"1067",91,"FKT AMBINANISERY","tmn_2014_5",12.9325154
"1068",92,"FKT VOLOBE","tmn_2014_5",11.96898253
"1069",93,"FKT ANTENIMBELONA","tmn_2014_5",13.28953972
"1070",94,"FKT AMBOHINIHAONANA","tmn_2014_5",13.20995239
"1071",95,"FKT MAROVORAKA","tmn_2014_5",13.13774312
"1072",96,"FKT TSARATANANA","tmn_2014_5",13.17791487
"1073",97,"FKT TSARARIVOTRA","tmn_2014_5",13.22959414
"1074",98,"FKT BEFOTAKA","tmn_2014_5",13.20358372
"1075",99,"FKT AMBOHITSARA","tmn_2014_5",13.29454783
"1076",100,"FKT FASINTSARA","tmn_2014_5",13.17474428
"1077",101,"FKT AMBATOMANJAKA","tmn_2014_5",13.34073761
"1078",102,"FKT TSARAKIANJA","tmn_2014_5",13.32671895
"1079",103,"FKT SAHAKONDRO","tmn_2014_5",13.36545582
"1080",104,"FKT MANAKANA SUD","tmn_2014_5",13.33953094
"1081",105,"FKT AMBODIARA SUD","tmn_2014_5",13.40310232
"1082",106,"FKT AMPASINAMBO","tmn_2014_5",11.3914044
"1083",107,"FKT AMBODIVOANGY","tmn_2014_5",12.84517737
"1084",108,"FKT AMBALAPAISO","tmn_2014_5",12.82812393
"1085",109,"FKT AMPITOMITA","tmn_2014_5",14.97779441
"1086",110,"FKT ANIVORANO","tmn_2014_5",13.56665933
"1087",111,"FKT KIANJAVATO","tmn_2014_5",13.95943261
"1088",112,"FKT AMBATOVORY","tmn_2014_5",15.04498696
"1089",113,"FKT ANTSINDRA","tmn_2014_5",14.22247554
"1090",114,"FKT BEFOTAKA","tmn_2014_5",15.14961971
"1091",115,"FKT AMPITABE","tmn_2014_5",15.52009974
"1092",116,"FKT AMBOATROTROKA","tmn_2014_5",15.27358899
"1093",117,"FKT AMBINANIVATOMENA","tmn_2014_5",16.35813748
"1094",118,"FKT AMBODIARA I","tmn_2014_5",15.63498589
"1095",119,"FKT MORAFENO","tmn_2014_5",15.15315152
"1096",120,"FKT BETAMPONA","tmn_2014_5",15.7361973
"1097",121,"FKT ANDRANOMAITSO","tmn_2014_5",15.34844961
"1098",122,"FKT ANTARETRA","tmn_2014_5",15.51742682
"1099",123,"FKT AMBODIROTRA","tmn_2014_5",14.95683183
"1100",124,"FKT ANDONABE","tmn_2014_5",15.29317461
"1101",125,"FKT AMPASIMBE","tmn_2014_5",15.58990625
"1102",126,"FKT ANDRORANGAVOLA","tmn_2014_5",15.24783931
"1103",127,"FKT AMBODIFONTSINA","tmn_2014_5",14.53702079
"1104",128,"FKT AMBALATENINA","tmn_2014_5",14.83052121
"1105",129,"FKT AMBALAFASINA","tmn_2014_5",14.61988352
"1106",130,"FKT AMBOHIMAHAVELONA BETOHO","tmn_2014_5",14.76156001
"1107",131,"FKT NOSIBE SUD","tmn_2014_5",15.00766896
"1108",132,"FKT MANDRIAPOTSY","tmn_2014_5",15.02882342
"1109",133,"FKT AMBALAVAONA","tmn_2014_5",15.08190963
"1110",134,"FKT LAVAKIANJA SUD","tmn_2014_5",15.33294368
"1111",135,"FKT AMBODIARA NORD","tmn_2014_5",14.84534729
"1112",136,"FKT MAHASOA","tmn_2014_5",15.81396783
"1113",137,"FKT AMBODIRORANGA","tmn_2014_5",15.21461912
"1114",138,"FKT AMBOHIMISAFY","tmn_2014_5",15.35825102
"1115",139,"FKT AMBALATABAKA","tmn_2014_5",15.50470456
"1116",140,"FKT ANIVORANO","tmn_2014_5",15.67578356
"1117",141,"FKT AMPASIMPOTSY","tmn_2014_5",14.86160792
"1118",142,"FKT AMBOHIMIARINA","tmn_2014_5",13.16830443
"1119",143,"FKT MATSITSIRANO","tmn_2014_5",12.64640988
"1120",144,"FKT BETAMPO NORD","tmn_2014_5",12.07033723
"1121",145,"FKT ANDRORANGAVOLA SUD","tmn_2014_5",12.94400256
"1122",146,"FKT ANALAMPASINA","tmn_2014_5",13.14168576
"1123",147,"FKT ANALAVORY","tmn_2014_5",12.69415379
"1124",148,"FKT AMBARO","tmn_2014_5",12.09877923
"1125",149,"FKT AMBOHIMALAZA","tmn_2014_5",13.32236119
"1126",150,"FKT MANJIRIANA SUD","tmn_2014_5",12.83932246
"1127",151,"FKT MAROSATROKA","tmn_2014_5",13.61271023
"1128",152,"FKT MAROLANANANA","tmn_2014_5",13.24030889
"1129",153,"FKT AMBODIMANGA NORD","tmn_2014_5",13.28743798
"1130",154,"FKT VOHITRARIVO","tmn_2014_5",13.30941928
"1131",155,"FKT SOANIHERENANA NORD","tmn_2014_5",13.34470302
"1132",156,"FKT AMBALAVARY","tmn_2014_5",13.30926953
"1133",157,"FKT FASINTSARA ANDAKANA","tmn_2014_5",13.34171381
"1134",158,"FKT NOSIMBOAHANGY","tmn_2014_5",13.36540102
"1135",159,"FKT AMBALAHERANA","tmn_2014_5",13.4001318
"1136",160,"FKT ANDRORANGAVOLA NORD","tmn_2014_5",13.23769312
"1137",161,"FKT AMBOHIMIRANTY","tmn_2014_5",13.33345774
"1138",162,"FKT MANDROALINA","tmn_2014_5",13.266292
"1139",163,"FKT MORARANO","tmn_2014_5",13.3247217
"1140",164,"FKT AMBOHIMANGA SUD","tmn_2014_5",13.39117889
"1141",165,"FKT SAHAMARANA","tmn_2014_5",13.44031871
"1142",166,"FKT MASOAROVANA","tmn_2014_5",13.44025759
"1143",167,"FKT AMBILANIBE","tmn_2014_5",13.61510277
"1144",168,"FKT AMBODIARA","tmn_2014_5",13.3529741
"1145",169,"FKT AMBODIVOASARY","tmn_2014_5",13.27629722
"1146",170,"FKT AMBATOFANOKONANA","tmn_2014_5",13.3577624
"1147",171,"FKT AMBODIRAFIA","tmn_2014_5",13.73269452
"1148",172,"FKT ANTANJONA","tmn_2014_5",14.06293676
"1149",173,"FKT FALIARIVO","tmn_2014_5",14.00025506
"1150",174,"FKT AMBOHIMIERA","tmn_2014_5",12.00443369
"1151",175,"FKT MAROMANANA","tmn_2014_5",12.22950143
"1152",176,"FKT AMBOLO","tmn_2014_5",12.33562752
"1153",177,"FKT AMBINANITOMAROSANA","tmn_2014_5",12.57216783
"1154",178,"FKT AMBOHIDAZA","tmn_2014_5",10.77901398
"1155",179,"FKT AMPANTSONA","tmn_2014_5",10.21202961
"1156",180,"FKT AMBOHIMILANJA","tmn_2014_5",10.98242956
"1157",181,"FKT AMBOHIMAHAVELONA","tmn_2014_5",12.89397962
"1158",182,"FKT AMBOHIMAHATSINJO","tmn_2014_5",12.53578288
"1159",183,"FKT FIADANANA NORD","tmn_2014_5",13.22912235
"1160",184,"FKT AMBODIMANGA","tmn_2014_5",13.27666119
"1161",185,"FKT FALIARIVO","tmn_2014_5",13.32256926
"1162",186,"FKT ANTARAMBAKANA","tmn_2014_5",13.19264602
"1163",187,"FKT SAHALALONA","tmn_2014_5",13.5734542
"1164",188,"FKT ANDRORANGAVOLA","tmn_2014_5",13.73453864
"1165",189,"FKT VOHIMENA","tmn_2014_5",13.92774858
"1166",190,"FKT MANARINONY","tmn_2014_5",12.70853273
"1167",191,"FKT ANDEMAKA NORD","tmn_2014_5",13.32180245
"1168",192,"FKT TSINJORANO","tmn_2014_5",12.89351749
"1169",193,"FKT SAHASOMANGANA","tmn_2014_5",12.29919253
"1170",194,"FKT MAROFOTSY","tmn_2014_5",12.44553286
"1171",0,"FKT ANTARALAVA","tmn_2014_6",13.10905132
"1172",1,"FKT SANDRASATY","tmn_2014_6",13.15027488
"1173",2,"FKT AMBOHIMITA","tmn_2014_6",13.48299945
"1174",3,"FKT ANALAMARINA","tmn_2014_6",13.50484317
"1175",4,"FKT AMBALAFATAKANA EST","tmn_2014_6",15.23480304
"1176",5,"FKT AMBALAFARY","tmn_2014_6",15.36343522
"1177",6,"FKT MAROFOTOTRA","tmn_2014_6",13.90547421
"1178",7,"FKT AMBOHIMASINA","tmn_2014_6",14.68125393
"1179",8,"FKT BEFARY","tmn_2014_6",15.29416105
"1180",9,"FKT AMBATOHARANANAKELY","tmn_2014_6",15.12697749
"1181",10,"FKT AMBODIRAFIA EST","tmn_2014_6",14.35446388
"1182",11,"FKT AMBATOHARANANA","tmn_2014_6",14.13875325
"1183",12,"FKT SANDRAKELY","tmn_2014_6",13.70717446
"1184",13,"FKT AMBOHINIHAONANA","tmn_2014_6",13.75769146
"1185",14,"FKT AMBODIMANGA EST","tmn_2014_6",14.10320598
"1186",15,"FKT AMBOHITSARA I","tmn_2014_6",13.82896971
"1187",16,"FKT SAHOFIKA","tmn_2014_6",13.84758847
"1188",17,"FKT ANDRORANGAVOLA VATOFOTSY","tmn_2014_6",12.9116265
"1189",18,"FKT TSARATANANA","tmn_2014_6",13.74366457
"1190",19,"FKT AMBODIGOAVY","tmn_2014_6",13.70555724
"1191",20,"FKT AMBODIMANGA OUEST","tmn_2014_6",13.23972886
"1192",21,"FKT VOHITRARIVO","tmn_2014_6",13.44322439
"1193",22,"FKT AMBOHIPO","tmn_2014_6",12.65792342
"1194",23,"FKT RANOMAFANA","tmn_2014_6",10.96789971
"1195",24,"FKT AMBATOLAHY","tmn_2014_6",10.42581223
"1196",25,"FKT TSARAMANDROSO","tmn_2014_6",11.92792678
"1197",26,"FKT VOHIMARINA","tmn_2014_6",12.70554215
"1198",27,"FKT MENARANO","tmn_2014_6",12.32742051
"1199",28,"FKT AMBODIAVIAVY","tmn_2014_6",12.65098432
"1200",29,"FKT AMPASIMPOTSY","tmn_2014_6",12.6274535
"1201",30,"FKT SAHANDRAZANA","tmn_2014_6",13.01085048
"1202",31,"FKT MAROTOKO","tmn_2014_6",15.04264281
"1203",32,"FKT AMBALAVIA","tmn_2014_6",14.55214736
"1204",33,"FKT AMBATOMITRATRAKA","tmn_2014_6",14.52613508
"1205",34,"FKT AMBARIJATSY","tmn_2014_6",14.65334127
"1206",35,"FKT AMBOHIMAHAVELONA","tmn_2014_6",14.77509911
"1207",36,"FKT AMBOATROTROKA","tmn_2014_6",14.90606896
"1208",37,"FKT MANDIAFASINA","tmn_2014_6",14.96726032
"1209",38,"FKT AMBODIARA SUD","tmn_2014_6",15.35807171
"1210",39,"FKT MANAMPANDRANA","tmn_2014_6",15.22721686
"1211",40,"FKT KIANJANOMBY","tmn_2014_6",14.85813161
"1212",41,"FKT MALAZAMASINA SUD","tmn_2014_6",14.45579226
"1213",42,"FKT MALAZAMASINA NORD","tmn_2014_6",11.93108878
"1214",43,"FKT ANTANJOMANGA","tmn_2014_6",12.94735608
"1215",44,"FKT BETAMPONA NORD","tmn_2014_6",12.99732352
"1216",45,"FKT AMBINANINDRANO","tmn_2014_6",13.50836902
"1217",46,"FKT TANAMBAO OUEST","tmn_2014_6",13.13171559
"1218",47,"FKT MANAKANA","tmn_2014_6",12.77685732
"1219",48,"FKT AMPASIMPOTSY","tmn_2014_6",12.83301687
"1220",49,"FKT MAROHARATRA","tmn_2014_6",13.41738042
"1221",50,"FKT SOANIERANA","tmn_2014_6",13.52386182
"1222",51,"FKT MALEMIAMBO","tmn_2014_6",13.28209648
"1223",52,"FKT AMPASIMADINIKAKELY","tmn_2014_6",12.82715396
"1224",53,"FKT AMBALAVOLO","tmn_2014_6",13.93760783
"1225",54,"FKT AMBOHITSARA EST","tmn_2014_6",14.4173488
"1226",55,"FKT ANIVORANO","tmn_2014_6",14.09784874
"1227",56,"FKT MAHATSARA","tmn_2014_6",14.02090047
"1228",57,"FKT SAHOMBY","tmn_2014_6",13.31217388
"1229",58,"FKT AMBODIMANGA","tmn_2014_6",14.34753427
"1230",59,"FKT AMPASIMADINIKA","tmn_2014_6",14.15031022
"1231",60,"FKT SAHAVATANA","tmn_2014_6",13.16011881
"1232",61,"FKT AMBODIVOANGY","tmn_2014_6",12.29161997
"1233",62,"FKT AMBOHINIHAONANA","tmn_2014_6",13.60017436
"1234",63,"FKT KIANJANOMBY","tmn_2014_6",13.03282103
"1235",64,"FKT AMPITAMBE","tmn_2014_6",13.28647714
"1236",65,"FKT MANDRIVANY","tmn_2014_6",13.08621671
"1237",66,"FKT AMBODIPAISO NORD","tmn_2014_6",13.19407144
"1238",67,"FKT AMBODIPAISO SUD","tmn_2014_6",13.18477249
"1239",68,"FKT KELILALINA","tmn_2014_6",13.05884139
"1240",69,"FKT ANDRANOMAINTY","tmn_2014_6",13.13540771
"1241",70,"FKT ANOSY","tmn_2014_6",13.03150299
"1242",71,"FKT FOTSIALANANA","tmn_2014_6",13.16865914
"1243",72,"FKT AMBALADINGANA","tmn_2014_6",13.2016318
"1244",73,"FKT AMBODIARA","tmn_2014_6",13.90081753
"1245",74,"FKT SAHAFITOROKA","tmn_2014_6",14.25600435
"1246",75,"FKT MAROMENA","tmn_2014_6",13.82550961
"1247",76,"FKT ANDRANOFOLAHINA","tmn_2014_6",13.3866012
"1248",77,"FKT AMBORAKA","tmn_2014_6",13.57618426
"1249",78,"FKT IFANADIANA","tmn_2014_6",13.847771
"1250",79,"FKT ANTAFOTENINA","tmn_2014_6",13.8359098
"1251",80,"FKT AMBODIRAFIA II","tmn_2014_6",13.88132986
"1252",81,"FKT FENOARIVO I","tmn_2014_6",14.02978555
"1253",82,"FKT AMBINANINDRANOTELO","tmn_2014_6",13.50971401
"1254",83,"FKT ANKABOKA","tmn_2014_6",13.33981012
"1255",84,"FKT AMBIABE I","tmn_2014_6",13.71436968
"1256",85,"FKT ANDRANOMAINTSO","tmn_2014_6",12.98060158
"1257",86,"FKT FIADANANA NORD","tmn_2014_6",10.66178773
"1258",87,"FKT MORARANO","tmn_2014_6",10.83792188
"1259",88,"FKT AMPASIMBOLA I","tmn_2014_6",11.8552437
"1260",89,"FKT SAKAVANANA","tmn_2014_6",12.2608198
"1261",90,"FKT AMBODIARA NORD","tmn_2014_6",11.93871022
"1262",91,"FKT AMBINANISERY","tmn_2014_6",12.39181493
"1263",92,"FKT VOLOBE","tmn_2014_6",11.43198008
"1264",93,"FKT ANTENIMBELONA","tmn_2014_6",12.72597105
"1265",94,"FKT AMBOHINIHAONANA","tmn_2014_6",12.64770521
"1266",95,"FKT MAROVORAKA","tmn_2014_6",12.56406152
"1267",96,"FKT TSARATANANA","tmn_2014_6",12.59108708
"1268",97,"FKT TSARARIVOTRA","tmn_2014_6",12.644213
"1269",98,"FKT BEFOTAKA","tmn_2014_6",12.61210632
"1270",99,"FKT AMBOHITSARA","tmn_2014_6",12.71630557
"1271",100,"FKT FASINTSARA","tmn_2014_6",12.60856898
"1272",101,"FKT AMBATOMANJAKA","tmn_2014_6",12.75154918
"1273",102,"FKT TSARAKIANJA","tmn_2014_6",12.72599849
"1274",103,"FKT SAHAKONDRO","tmn_2014_6",12.74714999
"1275",104,"FKT MANAKANA SUD","tmn_2014_6",12.71485424
"1276",105,"FKT AMBODIARA SUD","tmn_2014_6",12.79662375
"1277",106,"FKT AMPASINAMBO","tmn_2014_6",10.87705262
"1278",107,"FKT AMBODIVOANGY","tmn_2014_6",12.28546679
"1279",108,"FKT AMBALAPAISO","tmn_2014_6",12.28844797
"1280",109,"FKT AMPITOMITA","tmn_2014_6",14.45301102
"1281",110,"FKT ANIVORANO","tmn_2014_6",13.01005359
"1282",111,"FKT KIANJAVATO","tmn_2014_6",13.39098248
"1283",112,"FKT AMBATOVORY","tmn_2014_6",14.49223144
"1284",113,"FKT ANTSINDRA","tmn_2014_6",13.68412361
"1285",114,"FKT BEFOTAKA","tmn_2014_6",14.5732771
"1286",115,"FKT AMPITABE","tmn_2014_6",15.02818767
