OBJEC,LIB_P,LIB_R,LIB_D,LIB_C,LIB_F,p_2014_01,p_2014_02,p_2014_03,p_2014_04,p_2014_05,p_2014_06,p_2014_07,p_2014_08,p_2014_09,p_2014_10,p_2014_11,p_2014_12,p_2015_01,p_2015_02,p_2015_03,p_2015_04,p_2015_05,p_2015_06,p_2015_07,p_2015_08,p_2015_09,p_2015_10,p_2015_11,p_2015_12,p_2016_01,p_2016_02,p_2016_03,p_2016_04,p_2016_05,p_2016_06,p_2016_07,p_2016_08,p_2016_09,p_2016_10,p_2016_11,p_2016_12,p_2017_01,p_2017_02,p_2017_03,p_2017_04,p_2017_05,p_2017_06,p_2017_07,p_2017_08,p_2017_09,p_2017_10,p_2017_11,p_2017_12,tmx_2014_0,tmx_2014_1,tmx_2014_2,tmx_2014_3,tmx_2014_4,tmx_2014_5,tmx_2014_6,tmx_2014_7,tmx_2014_8,tmx_2014_9,tmx_201410,tmx_201411,tmx_2015_0,tmx_2015_1,tmx_2015_2,tmx_2015_3,tmx_2015_4,tmx_2015_5,tmx_2015_6,tmx_2015_7,tmx_2015_8,tmx_2015_9,tmx_201510,tmx_201511,tmx_2016_0,tmx_2016_1,tmx_2016_2,tmx_2016_3,tmx_2016_4,tmx_2016_5,tmx_2016_6,tmx_2016_7,tmx_2016_8,tmx_2016_9,tmx_201610,tmx_201611,tmx_2017_0,tmx_2017_1,tmx_2017_2,tmx_2017_3,tmx_2017_4,tmx_2017_5,tmx_2017_6,tmx_2017_7,tmx_2017_8,tmx_2017_9,tmx_201710,tmx_201711,tmn_2014_0,tmn_2014_1,tmn_2014_2,tmn_2014_3,tmn_2014_4,tmn_2014_5,tmn_2014_6,tmn_2014_7,tmn_2014_8,tmn_2014_9,tmn_201410,tmn_201411,tmn_2015_0,tmn_2015_1,tmn_2015_2,tmn_2015_3,tmn_2015_4,tmn_2015_5,tmn_2015_6,tmn_2015_7,tmn_2015_8,tmn_2015_9,tmn_201510,tmn_201511,tmn_2016_0,tmn_2016_1,tmn_2016_2,tmn_2016_3,tmn_2016_4,tmn_2016_5,tmn_2016_6,tmn_2016_7,tmn_2016_8,tmn_2016_9,tmn_201610,tmn_201611,tmn_2017_0,tmn_2017_1,tmn_2017_2,tmn_2017_3,tmn_2017_4,tmn_2017_5,tmn_2017_6,tmn_2017_7,tmn_2017_8,tmn_2017_9,tmn_201710,tmn_201711
107,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMPASINAMBO,301.5370373,175.0587343,284.56157,39.18336735,31.79935113,47.54856535,83.14929799,26.73539477,19.41868611,15.36584969,259.5996463,226.8975543,292.395381,288.3787567,201.0064596,38.85672286,79.1691077,37.84036787,25.62229884,66.53545346,23.77140595,52.91117677,143.280978,322.9462251,309.4351473,153.8307628,356.7783718,50.33147673,56.76204567,103.0183315,27.694526,25.11722262,17.73633203,25.79331888,53.88547918,106.7786246,149.4915662,200.4011471,347.8058363,125.8829955,33.24534428,55.16055917,114.8856788,115.1402101,74.946428,53.08618406,274.7305983,388.5914682,26.01581651,26.18095133,25.54109449,24.67671113,22.89809774,21.53723003,20.07865758,20.4170221,21.93601967,24.54100272,26.2767057,26.5087352,25.7827342,25.79617098,25.45895791,25.0158956,23.54639949,21.53723003,20.16953982,20.1109198,21.7360189,25.10792093,26.14362236,27.14181763,26.36751571,26.58095136,26.25895665,25.11589509,22.14639987,20.43722982,19.36953906,20.22312279,21.83601928,24.80792169,24.43450475,26.70873578,26.46751582,26.22013483,25.85895753,24.91589522,23.54639949,21.93722982,20.26953911,20.4170221,22.26910105,25.00792055,25.83450437,26.19351722,17.44008847,17.40113324,16.72491396,15.16672807,12.50378741,11.3914044,10.87705262,10.9058696,11.75450539,13.64025725,15.5963384,16.94565191,17.20700615,17.01635143,16.64277738,15.50591151,13.15208834,11.3914044,10.96793466,10.59976903,11.55450515,14.20717485,15.46325537,17.57873441,17.79178817,17.80113286,17.44277683,15.6059117,11.75208848,10.29140435,10.16793447,10.71197051,11.65450501,13.90717487,13.75413708,17.14565226,17.89178721,17.44031632,17.04277721,15.40591113,13.15208834,11.79140435,11.06793483,10.9058696,12.08758753,14.10717468,15.15413663,16.63043321
108,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBODIVOANGY,335.7621107,191.2596176,323.9127192,43.32931167,33.14672935,55.98871386,98.55061471,32.11208415,21.35211033,16.01366907,250.0756483,232.7285643,325.0554657,311.3108759,231.0455036,44.30927926,82.51467764,43.58784163,31.36066496,77.61691546,25.83766618,49.63553047,146.1729732,336.0509086,345.7600675,171.843405,408.9494801,54.75049829,57.54486251,120.6067961,33.49669594,29.95003739,19.74546549,26.25392073,57.55312043,116.5156089,170.7007482,225.1236045,391.9256186,135.8529258,33.82583392,63.64662457,137.1911907,133.6019156,83.38396287,49.82824731,265.9749422,407.7539916,28.15823704,28.15502295,27.60405937,26.78841126,25.033703,23.70424047,22.49259117,22.86655995,24.39669475,26.7060909,28.29475972,28.73162875,27.94453186,27.78158611,27.49120069,27.10716259,25.67397058,23.70424047,22.5710746,22.56151399,24.19669399,27.29238686,28.18105459,29.34533355,28.51796919,28.55502272,28.29119992,27.20716298,24.27397096,22.60424009,21.77107346,22.67160496,24.29669437,26.99238762,26.45953703,28.93162951,28.61796957,28.17377362,27.8912003,27.00716221,25.67397058,24.10424009,22.67107424,22.86655995,24.71039841,27.19238648,27.85953665,28.40506646,19.04392219,18.96095976,18.30005789,16.81072322,13.99814098,12.84517737,12.28546679,12.49581061,13.31444544,15.29602951,17.17413393,18.54606748,18.83021843,18.58752245,18.18720052,17.1294747,14.63840729,12.84517737,12.36394942,12.1907655,13.11444533,15.88232435,17.0604288,19.15977228,19.40365577,19.36095938,18.98719975,17.22947365,13.23840767,11.74517719,11.56394923,12.30085668,13.21444505,15.58232521,15.33891161,18.74606824,19.50365615,18.97971028,18.58720013,17.02947432,14.63840729,13.24517719,12.4639498,12.49581061,13.62814946,15.7823243,16.73891085,18.21950519
109,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBALAPAISO,334.801653,192.1318287,327.4493913,45.17275826,36.06421437,59.50530061,105.1408748,34.18952102,22.17353198,16.30008034,255.0304832,235.6740707,324.4744133,312.1608654,233.7936568,45.6114403,88.49912907,46.91175933,33.5939551,82.3938327,26.84736234,51.17463377,146.6884024,336.4843704,344.1501599,171.3892877,411.1526909,57.01921377,62.69328272,127.3709135,35.99978873,32.03598797,20.43309353,26.51381514,58.353872,117.0984915,170.4791358,222.9686368,397.0083719,139.5194695,37.15876729,68.04918977,145.4651707,141.5159973,84.52342698,51.35596905,270.499511,405.9903907,27.94764613,27.9766092,27.37229098,26.57071336,24.84308312,23.49911616,22.22226032,22.63023188,24.15308843,26.47044456,28.09916605,28.5119547,27.73034973,27.59070515,27.27549038,26.89084738,25.47447613,23.49911616,22.31100067,22.32739378,23.95308766,27.05314776,27.98186987,29.12925072,28.31625434,28.37660882,28.07548961,26.99084777,24.07447651,22.39911578,21.51099953,22.43306706,24.05308805,26.75314852,26.2706092,28.71195546,28.41625318,27.99674083,27.67549,26.790847,25.47447613,23.89911578,22.41099915,22.63023188,24.47038343,26.95314738,27.67060881,28.19785815,18.90456076,18.9027587,18.19496541,16.7710124,13.92072777,12.82812393,12.28844797,12.39395041,13.19361236,15.12810855,17.05193424,18.40047762,18.68726468,18.51685448,18.09816481,17.09114642,14.55212015,12.82812393,12.37718749,12.09111479,12.99361237,15.71081155,16.93463664,19.01777506,19.27316775,19.30275831,18.89816405,17.19114648,13.15212053,11.72812442,11.57718659,12.19678705,13.09361198,15.41081233,15.22337581,18.60047839,19.37316813,18.92289032,18.49816443,16.99114604,14.55212015,13.22812442,12.47718717,12.39395041,13.5109089,15.61081121,16.62337559,18.08638249
110,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT AMPITOMITA,385.0849511,258.9603722,377.8346113,70.51653461,49.00031228,81.35805275,133.4612097,56.01069818,33.16762138,26.59469841,232.1129055,231.9516019,374.7690719,381.1099355,290.0293574,74.6831557,104.3946029,65.57264916,54.19451487,109.6545913,37.39185803,55.07433379,158.7672843,316.9695792,395.5093997,241.0116776,466.1072312,85.19598893,74.37937794,158.1997859,56.23522501,51.54633615,31.14761783,36.36212053,81.46476649,141.6258768,228.1177012,303.4735422,447.0551653,168.902507,48.21560528,88.44893908,181.9635091,179.6702963,104.3275149,55.33133842,245.3807203,376.6301743,29.36525314,29.32750296,28.80283238,28.02813974,26.24625343,25.00234197,24.04757415,24.33843253,25.59848094,27.41900693,29.01431871,29.73081428,29.16525238,28.92935217,28.69766261,28.32929681,26.89753885,25.05510018,24.09394727,24.03843268,25.39848125,28.0188289,28.91431833,30.33081336,29.7116248,29.77928104,29.49766185,28.42929719,25.4975391,23.90234159,23.29394613,24.13843306,25.49848163,27.7176443,27.1606903,29.92847186,29.81162518,29.32866078,29.09766223,28.22929642,26.89753885,25.40234159,24.19628809,24.3395902,25.89963846,27.91998634,28.61012721,29.42994362,20.90067547,20.76895705,20.18490797,18.86961109,16.07153262,14.97779441,14.45301102,14.59156653,15.44731057,17.31210017,19.06232503,20.39292143,20.70067471,20.37080567,20.07973712,19.17076944,16.72281749,15.03055148,14.49938319,14.29156664,15.24731053,17.91192073,18.96232464,20.9929211,21.24704713,21.22073513,20.87973636,19.27076982,15.32281787,13.87779403,13.69938299,14.39156637,15.34731019,17.61073742,17.20869588,20.59058045,21.34704751,20.77011487,20.47973674,19.07076906,16.72281749,15.37779403,14.60172501,14.59272397,15.74846804,17.81307875,18.65813278,20.09205123
111,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT ANIVORANO,361.6884528,224.4621472,350.208086,60.70624621,46.76813729,71.74806494,120.883198,45.49685488,28.00717426,21.3684538,234.9650892,236.8515701,351.1412374,342.7160609,261.7983927,63.86757622,105.8358884,56.72479642,44.95212571,95.97145675,32.32839363,50.17153116,152.9210431,331.8146266,372.1555899,207.0851167,436.7609218,74.23709042,74.27924528,145.0711657,47.02888525,41.99890122,26.21262331,30.96033074,72.03544215,136.1131286,203.2100633,265.0406713,417.1350842,159.815298,46.40085544,78.94773108,166.3966815,160.2917135,96.03860765,50.39624131,249.3162433,398.3242559,28.22137055,28.22477455,27.71836333,26.93246125,25.13792292,23.80389457,22.69418495,23.02239706,24.43281203,26.5116816,28.18617266,28.66238924,28.02136979,27.83735912,27.60209808,27.23246239,25.7761125,23.83318105,22.75599652,22.72239593,24.23281166,27.11536332,28.08617228,29.26238921,28.58318103,28.65038033,28.40209731,27.33246277,24.37611282,22.70389518,21.95599546,22.82239631,24.33281204,26.81536309,26.34798273,28.86238991,28.68318141,28.22477455,28.00209769,27.13246201,25.7761125,24.20389519,22.85599508,23.02239706,24.73281166,27.01536294,27.77358799,28.35348626,19.5429112,19.500942,18.85009817,17.39586949,14.72340561,13.56665933,13.01005359,13.18875899,14.0107843,15.9722688,17.6784438,19.08895223,19.34291051,19.11352406,18.73383386,17.69587064,15.36159421,13.59594556,13.07186404,12.8887593,13.8107843,16.57594949,17.57844342,19.68895261,19.90472267,19.92654671,19.5338321,17.79587102,13.9615946,12.46665899,12.27186385,12.98875916,13.91078411,16.27595006,15.84025394,19.28895299,20.00472206,19.500942,19.13383347,17.59587025,15.36159421,13.96665899,13.17186419,13.18875899,14.3107843,16.47594911,17.2658587,18.78005068
112,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT KIANJAVATO,365.0596533,229.6438062,359.0709725,62.7220427,48.61041779,77.01341644,129.6520212,47.35381348,28.31579882,21.90217679,235.2197593,236.1256775,354.638665,349.6635387,268.9255428,65.66059839,108.8321619,61.34810992,48.58891585,99.35143363,32.66429968,51.38631895,152.2545106,328.5273424,375.2632418,211.2910211,446.2808013,76.56109016,77.05069762,154.9009026,50.88710545,43.8349653,26.47051376,31.51997426,72.4817955,135.8195918,205.9336182,269.2049262,427.8183923,163.0227428,48.44372233,84.97866162,177.8933108,165.5130751,95.4947898,51.60609488,249.1930542,393.060058,28.47514864,28.46770573,27.96832977,27.15255345,25.38452339,24.06516994,22.98730681,23.29225821,24.65869541,26.66554555,28.3588282,28.89585556,28.27514788,28.07185662,27.86290547,27.45256571,26.01771043,24.09547802,23.05410597,22.99225764,24.45869464,27.26679185,28.25882782,29.49585536,28.84194704,28.89675649,28.66290471,27.55256641,24.61770891,22.96516956,22.2541054,23.09225802,24.55869502,26.96678791,26.52562683,29.09583959,28.94194742,28.46771716,28.26290509,27.35256565,26.01771043,24.46517014,23.15412116,23.29226965,24.95870608,27.16680292,27.95466101,28.59296228,19.84263704,19.79841865,19.13569508,17.7710503,15.07793484,13.95943261,13.39098248,13.56064674,14.3590987,16.27973335,18.00765167,19.35318876,19.64263628,19.40256853,19.03027036,18.07106288,15.71111934,13.98974154,13.45778068,13.26064671,14.15909889,16.88097833,17.90765129,19.95318914,20.20943543,20.22746941,19.8302696,18.17106326,14.31111972,12.85943223,12.65778049,13.36064642,14.25909832,16.58097438,16.1744493,19.55317338,20.30943581,19.79843009,19.43026998,17.9710625,15.71111934,14.35943223,13.55779671,13.56065817,14.65911033,16.78098971,17.60348348,19.05029706
113,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT AMBATOVORY,380.8862163,249.1943031,380.1077051,65.93893295,49.16901636,80.4271191,137.6808898,54.14865394,32.09840175,25.01933759,237.4520624,230.7880429,370.415335,374.0093945,287.6661546,69.0373738,107.1274732,64.71593374,53.50758834,110.2149045,36.68807341,56.01435382,156.143506,317.4460212,391.1442219,229.8550014,469.8930878,79.96870613,76.54401468,158.994629,55.87908683,50.14822569,30.056432,35.14143689,77.1233895,135.9339338,219.4867742,290.5410103,451.6601819,164.5907293,48.93943714,88.42896446,187.9415489,182.03701,104.0026793,56.25233777,251.093846,377.9477371,29.48009847,29.47000959,28.96632936,28.18270829,26.43348839,25.15012294,24.21667317,24.50426527,25.79740935,27.60271911,29.18688831,29.89402539,29.28009791,29.07061738,28.8610186,28.48547598,27.07042192,25.19115259,24.27527173,24.20426468,25.59740986,28.20018723,29.08688793,30.49402422,29.83869648,29.91080343,29.66101784,28.58547637,25.67042167,24.05012256,23.47527182,24.30426506,25.69741025,27.89848707,27.34548656,30.08955778,29.93869686,29.47277767,29.26101822,28.3854756,27.07042192,25.55012279,24.3797384,24.50703263,26.10017695,28.10295407,28.78181281,29.59365215,20.94123651,20.8436179,20.23174951,18.95851944,16.14568224,15.04498696,14.49223144,14.67530494,15.49394746,17.40435868,19.15336348,20.43666377,20.74123575,20.44422501,20.12643905,19.26128766,16.782615,15.08601521,14.55083015,14.37530551,15.29394741,18.00182522,19.0533631,21.03666415,21.29983531,21.28441174,20.92643829,19.36128905,15.38261591,13.94498657,13.75082996,14.47530505,15.39394708,17.70012559,17.31196148,20.63219778,21.39983469,20.84638598,20.52643867,19.16128828,16.782615,15.44498657,14.65529769,14.67807266,15.79671456,17.90459259,18.74828773,20.13629204
114,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT ANTSINDRA,375.4537115,242.7945372,364.7312168,67.6467668,49.15133748,78.85566409,130.0407587,51.20236829,30.3753838,23.58672402,230.0705023,236.0665423,365.0226493,362.3493624,277.1745307,71.59485073,107.365033,62.99237419,51.03183265,103.1365557,34.53135095,51.02987811,154.7724931,326.0628115,385.9580137,225.3781386,452.176316,82.17321026,75.89515591,155.8040407,53.09594092,47.11379897,28.48682559,32.94738639,76.81646197,140.9483075,217.9615883,285.8350368,432.6989497,168.1542205,48.44291393,86.04136119,178.0975986,170.3842774,99.06291581,51.26805427,243.6412154,389.2016686,28.71053353,28.6608684,28.15970843,27.35240199,25.56330243,24.27134743,23.24421634,23.54750377,24.90360583,26.85063282,28.49786208,29.08992356,28.51053276,28.26774823,28.04984747,27.65240224,26.21053123,24.31467737,23.29698936,23.24750434,24.70360526,27.45361485,28.3978617,29.68992203,29.0633056,29.10121683,28.8498467,27.75240262,24.81053032,23.17134705,22.49698902,23.34750472,24.80360564,27.15361429,26.65063381,29.2899226,29.16330598,28.6608684,28.44984709,27.55240186,26.21053123,24.67134744,23.39698864,23.54750377,25.20360526,27.35361447,28.09098244,28.78602542,20.10298717,20.03023452,19.44631788,18.05367412,15.31488471,14.22247554,13.68412361,13.85453244,14.66226229,16.55949401,18.30635767,19.64574643,19.90298641,19.63711283,19.33645772,18.35367526,15.96211148,14.26580504,13.73689558,13.55453291,14.46226248,17.16247382,18.20635772,20.24574681,20.45575924,20.47058294,20.13645696,18.45367565,14.56211186,13.12247517,12.93689539,13.65453263,14.562262,16.86247458,16.4591285,19.8457472,20.55575962,20.03023452,19.73645734,18.25367488,15.96211148,14.62247516,13.83689542,13.85453244,14.96226248,17.06247476,17.89947713,19.34184869
115,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT BEFOTAKA,386.2848332,256.0798294,384.7611295,71.23041784,52.10729316,83.97490523,139.4908632,58.24209669,34.521561,27.09897535,240.171321,234.9661799,375.9588811,380.0030874,293.5922132,74.58577318,111.0879857,68.06701274,55.81025696,115.7252005,39.18059139,58.4926188,160.061316,320.4363777,396.4221924,236.8037068,473.708698,85.88220653,79.92042499,163.6525829,58.14317523,53.96963067,32.38657439,37.38991591,81.35545875,141.1160519,226.3971796,297.5121421,456.0066442,172.24416,51.79736467,92.01864503,189.6276529,189.7434406,108.4583253,58.74074824,253.6402995,380.1167696,29.43350905,29.43832805,28.87071976,28.10265355,26.35802926,25.0718766,24.13953454,24.45466635,25.69572604,27.49624424,29.10150988,29.84354423,29.23350957,29.03832843,28.76094194,28.40809648,26.99826273,25.12188833,24.18952378,24.15466682,25.4957259,28.09080199,29.0015095,30.44354296,29.78349881,29.88833881,29.56094117,28.50809686,25.59826182,23.97187621,23.38952267,24.2546672,25.59572628,27.78646735,27.25149891,30.03376696,29.88349919,29.44377071,29.16094156,28.3080961,26.99826273,25.47187621,24.29930029,24.46010957,26.00116854,27.99624424,28.69173223,29.54354334,21.01357608,20.88424176,20.29680688,19.01046893,16.20610819,15.14961971,14.5732771,14.65306939,15.49430181,17.36193649,19.12758397,20.4815377,20.81357532,20.48424129,20.18702975,19.31591271,16.8463414,15.19963019,14.62326554,14.35306964,15.29430106,17.95649233,19.02758358,21.08153808,21.36356458,21.33425252,20.98702898,19.41591312,15.44634193,14.04961933,13.82326587,14.45306958,15.39430143,17.65215854,17.27757171,20.67176072,21.46356493,20.88968443,20.58702937,19.21591236,16.8463414,15.54961933,14.73304287,14.65851234,15.7997437,17.86193646,18.71780503,20.18153846
116,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT AMPITABE,386.049292,268.6800193,382.8331782,72.57292272,48.97195129,81.35778462,135.7600469,61.41446075,36.25483322,29.43544769,233.6022311,226.5598885,376.0245922,390.548154,296.4972046,76.83803156,101.8890826,66.09719668,56.8933206,117.1497578,40.5774233,58.68045731,162.1543701,306.7385825,396.212642,250.7284859,470.1455544,87.13323156,73.14757885,155.7483473,58.89105925,56.56846043,34.11520358,39.53154443,85.71361514,141.1602833,232.8551175,313.6323664,451.6228333,168.1010837,48.13383761,88.13988703,184.2613817,190.3551686,110.2957961,58.95409664,246.6009882,363.0219826,29.75322893,29.74005845,29.19038832,28.44153085,26.66973204,25.47020822,24.57175078,24.83171078,26.00984986,27.7505223,29.31273336,30.12769311,29.55322817,29.34005883,29.0830393,28.74450743,27.3240724,25.53189767,24.61006251,24.53171068,25.809851,28.3475459,29.21273297,30.72769331,30.09153997,30.20174758,29.88303958,28.84450781,25.92407206,24.37020784,23.81006192,24.6317105,25.90985139,28.04317412,27.45104412,30.32034454,30.19154035,29.74303578,29.48303892,28.64450704,27.3240724,25.87020784,24.71741087,24.83468725,26.31282692,28.2505223,28.90538441,29.8276937,21.46086519,21.32973154,20.70842694,19.39782198,16.59911502,15.52009974,15.02818767,15.09338395,16.00083261,17.81605006,19.57527913,20.86812893,21.26086516,20.92973144,20.60107741,19.70079977,17.25345473,15.5817882,15.06649864,14.79338403,15.80083219,18.41307262,19.47527875,21.46812931,21.79917623,21.79142068,21.40107665,19.80080015,15.85345492,14.42009936,14.26649844,14.89338389,15.90083223,18.10870139,17.7135892,21.06078162,21.89917661,21.33270888,21.00107703,19.60079939,17.25345473,15.92009912,15.17384704,15.0963605,16.30380939,18.31604958,19.16792949,20.5681297
117,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMBOATROTROKA,384.4290231,319.038688,378.9196229,100.0596981,64.7272848,91.59558612,128.5377121,76.29460542,46.42347765,41.4901403,205.4083615,240.1721198,379.8523864,398.6695415,326.2429955,108.8669242,109.3313693,80.96856733,73.97197625,111.0912,46.62611343,55.38545009,171.336491,291.5702176,389.3389146,300.3420973,442.479348,121.8054986,84.90463103,153.0089508,74.90422413,67.93150842,42.97991403,46.94459392,111.5071003,171.4576836,277.8361152,355.5870514,446.7803614,172.2139436,62.02683707,95.54594199,168.6553222,169.0613816,101.5073071,55.72565888,211.0677384,324.3430886,29.06483583,28.91434103,28.39652476,27.57423206,25.75298153,24.59336035,23.7866802,24.01693656,25.06418456,26.60302874,28.1851732,29.15419553,28.86483507,28.51436294,28.25713538,27.87423129,26.44664086,24.69335446,23.7866802,23.71692961,24.86418524,27.23832683,28.08290157,29.7519237,29.36483507,29.41431949,29.05486387,27.97423168,25.04663934,23.49335997,23.01969175,23.81693581,24.96418563,26.8989793,26.28517313,29.34785341,29.46483545,28.91434103,28.65713499,27.77423096,26.44664086,24.99335997,23.89075125,24.01693656,25.36418524,27.10532103,27.74580611,28.85419438,21.1309135,20.96148322,20.35486278,18.9357407,16.27164872,15.27358899,14.65031908,14.6267042,15.51722817,17.33500751,19.1063318,20.37808057,20.93091274,20.56150513,20.2154734,19.23574043,16.96530665,15.37358286,14.65031908,14.32669773,15.3172279,17.97030513,19.00406023,20.97580876,21.43091274,21.46146168,21.01320144,19.33574036,15.56530657,14.17358884,13.88332947,14.42670367,15.41722779,17.6309581,17.20633079,20.57173942,21.53091312,20.96148322,20.61547302,19.13574146,16.96530665,15.67358884,14.75438873,14.6267042,15.81722718,17.83730123,18.66696332,20.07808133
118,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMBINANIVATOMENA,376.9811351,289.8467467,379.3865129,74.94245954,47.37968808,71.85301566,124.7801228,68.7466717,40.23508244,36.83959288,218.5978856,202.6614922,368.3271361,396.1486229,307.0485172,80.88145902,90.70711044,59.3549269,60.08646485,116.3885029,43.35556368,59.91553526,169.0542783,266.418914,386.4533058,276.1342946,460.0331971,88.71878713,65.61491909,129.4467899,61.26665893,62.65216148,38.13321973,46.09303759,99.7849577,139.0357359,246.9860074,339.2284375,441.5186593,152.4689309,45.48426741,75.64566998,167.5491374,183.0340385,109.2373152,60.25052968,229.9162827,311.6271718,30.28501392,30.24652483,29.65801142,28.91665667,27.1500947,25.98096085,25.23325183,25.40805197,26.42952687,27.91690591,29.49251484,30.49974903,30.08501316,29.84652521,29.54606062,29.21692737,27.83695846,26.07850699,25.23570483,25.1080527,26.22952801,28.51807603,29.39234089,31.09957393,30.5874674,30.74407145,30.34588628,29.31692775,26.43695693,24.88096047,24.43697384,25.20805308,26.32952839,28.20639592,27.5949686,30.68906446,30.68746778,30.24679715,29.94606023,29.11692737,27.83695846,26.38096047,25.34621565,25.40832343,26.72979947,28.41707948,29.08056393,30.19974788,22.29968706,22.08838242,21.50732149,20.22911134,17.34395387,16.35813748,15.88951855,15.85229897,16.76255188,18.63465183,20.38881891,21.57677095,22.09968629,21.6883828,21.39537068,20.52938394,18.03081631,16.45568381,15.89197173,15.55229909,16.56255131,19.23582004,20.28864496,22.17659777,22.60214054,22.58592905,22.19519635,20.62938433,16.63081688,15.25813667,15.09323962,15.65229947,16.66255169,18.92414183,18.49127163,21.7660883,22.70214092,22.08865475,21.7953703,20.42938356,18.03081631,16.75813606,16.00248155,15.85257043,17.06282258,19.13482539,19.97686696,21.27677172
119,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMBODIARA I,392.5367075,299.1956007,384.7628984,84.07174074,55.16255413,80.71341219,130.1757309,67.66879747,40.10820293,34.32340523,212.267911,222.5228474,383.8447362,404.9944045,313.4830351,91.35231148,105.0222885,66.79384048,63.68649639,112.8403165,42.83896675,54.07833251,167.162951,291.2676402,402.1949492,285.3639074,466.1822576,100.2271648,75.89389711,144.945128,64.80028469,61.23306942,37.89608759,42.51740206,99.1752554,153.5583838,259.637323,350.5575795,448.5962373,169.0479801,52.65515081,84.6130907,175.0198334,177.4792647,107.902917,54.39773362,222.9939368,339.8342059,29.65334648,29.56761061,28.99691822,28.20621409,26.40140157,25.22885291,24.42155412,24.61752224,25.68932767,27.29076379,28.89051651,29.82587669,29.45334572,29.16831837,28.88814502,28.50621742,27.09784986,25.32872962,24.42164828,24.31749199,25.48932882,27.89550571,28.79037612,30.42573517,29.95343992,30.06680872,29.68800426,28.6062178,25.69784834,24.12885253,23.62557644,24.41752185,25.5893292,27.58815092,26.99061109,30.02241569,30.0534403,29.56761471,29.28814432,28.40621708,27.09784986,25.62885253,24.52496698,24.61752633,25.98933291,27.79161149,28.48245145,29.52587555,21.62340238,21.37463036,20.74159914,19.43793253,16.64812111,15.63498589,15.13340376,15.12391917,16.01768692,17.84559663,19.65274449,20.88142231,21.42340194,20.97533812,20.63282562,19.73793777,17.34456596,15.73486262,15.13349794,14.8238895,15.81768618,18.45033664,19.55260443,21.48128269,21.92349614,21.87382847,21.43268485,19.83793815,15.94456636,14.53498567,14.33742608,14.92391936,15.91768656,18.14298343,17.75283749,21.07796322,22.0234962,21.37463445,21.03282524,19.63793738,17.34456596,16.03498641,15.23681643,15.12392326,16.31769025,18.346444,19.24467785,20.58142308
