"","ID","year","month","intervention","Population","Population.u5","Population.over5","closest.csb","real.dist.csb","m1.fit.st","palu.pc.2nn_0.08","palu.und5.pc.3nn_0.19","fokontany","altitude","nets.high","nets.low","yfl","tc","fcl","maj.veg","min.veg","med.veg","mean.ann.temp","min.ann.temp","max.ann.temp","mean.ann.p","wet.p","dry.p","monthly.p","monthly.max.t","monthly.min.t","monthly.p.lag","monthly.max.t.lag","monthly.min.t.lag","lat","long","x_32738","y_32738"
"305",21,2014,2,1,894,161,733,"csb2.tsaratanana",3.987,0.179021706451082,0,0,"VOHITRARIVO",450,0.65729263232761,0.62174201541893,0.0780397677283125,57.9896181594228,0.0984515220834067,16,4,"Degraded humid forest",20.9909029324849,12.1950000286102,28.3999998728434,17941.5,3311.5,457.5,274.1477212,28.64057297,19.79876083,264.2322415,28.41401102,19.56929714,-21.16595206,47.60887323,770905.9473,7657257.793
"306",22,2014,2,1,1199,216,983,"csb2.tsaratanana",7.41,0.0818861964275063,0,0,"AMBOHIPO",463,0.654015214540468,0.63705298902817,0.102489726855209,71.5248972685521,0.1273869954073,16,4,"Degraded humid forest",20.6410713195801,12.0142856325422,27.7571427481515,15480,2848,402,248.0897684,27.80136751,19.00899733,274.1477212,28.64057297,19.79876083,-21.1690199,47.57321791,767196.1102,7656978.532
"307",23,2014,2,1,3056,550,2506,"csb2.ranomafana",1.583,0.225576570263843,0.331545890127936,0.316922437454867,"RANOMAFANA",1064.16,0.597774622944611,0.627855160069364,0.0270436481276679,93.8966522309847,0.0363303738462651,14,6,"Humid forest",18.3726715873269,9.84647059721105,25.4652941647698,287127,53586,8212,200.3460153,25.96123611,17.53940712,248.0897684,27.80136751,19.00899733,-21.27934162,47.44483945,753670.5945,7644971.38
"308",24,2014,2,1,1106,199,907,"csb2.ranomafana",2.983,0.163114806743478,0.419253476539303,0.366688777828069,"AMBATOLAHY",1105,0.583008095000454,0.604389510956448,0.00583722704938883,87.923192267013,0.00831403210474877,14,4,"Humid forest",18.0465796741087,9.39552240229365,25.2611940583186,108026,20410,2980,181.3943126,25.61469552,17.03376693,200.3460153,25.96123611,17.53940712,-21.22189382,47.42514867,751724.2842,7651365.248
"309",25,2014,2,1,2490,448,2042,"csb2.kelilalina",10.546,0.0313895514771316,0.345700116088058,0.34386187512037,"TSARAMANDROSO",890.657142857143,0.608795993918809,0.630141987844742,0.0600898181550467,82.6324670544062,0.0908635794743429,14,4,"Humid forest",19.2492361068726,10.7849999745687,26.3466666221619,114711,21361,3170,223.7013633,26.92233861,18.35356586,181.3943126,25.61469552,17.03376693,-21.20362744,47.50966693,760533.2495,7653251.426
"310",26,2014,2,1,1100,198,902,"csb2.kelilalina",14.066,0.0164086780013942,0.0270994187375724,0.0510642904753274,"VOHIMARINA",692.678571428571,0.643725362877012,0.66118405409526,0.135265522574943,80.4199197171687,0.201867128231568,14,4,"Humid forest",20.1941666793823,11.6319999694824,27.2700001144409,101242,18845,2790,262.0338606,27.69771652,19.28272716,223.7013633,26.92233861,18.35356586,-21.36238227,47.48263066,757448.5388,7635713.046
"311",27,2014,2,1,1046,188,858,"csb2.ranomafana",5.796,0.0938976114890492,0.477999560812193,0.302595441041463,"MENARANO",675.5,0.595084503772691,0.620934518903341,0.0817447858264185,53.0419376541826,0.134783583763176,16,14,"Degraded humid forest",20.0671873092651,11.4500000476837,27.1500000953674,15952,3005,441,240.4234067,27.37940313,18.86035124,262.0338606,27.69771652,19.28272716,-21.29171584,47.47017183,756278.7599,7643559.943
"312",28,2014,2,1,1095,197,898,"csb2.ranomafana",4.52,0.108554066096014,0.337501110405743,0.289672091241986,"AMBODIAVIAVY",645,0.58457735516205,0.611950720612417,0.0605418138987044,55.4647820965842,0.0876325088339223,16,7,"Degraded humid forest",20.5249999364217,11.8000000317891,27.766666730245,12626,2372,331,250.4467062,27.82732493,19.18073992,240.4234067,27.37940313,18.86035124,-21.26713696,47.4910901,758493.0085,7646247.996
"313",29,2014,2,1,1774,319,1455,"csb2.kelilalina",6.425,0.0713761216385488,0.295010141297912,0.472391506858472,"AMPASIMPOTSY",668.260869565217,0.608368453654138,0.616170159230976,0.138362845467727,66.3704907948504,0.209477569313239,16,14,"Degraded humid forest",20.7377052853073,12.2081521718398,27.9872825995736,52344.6666666667,9511.33333333333,1397,254.946945,27.72122632,19.15180688,250.4467062,27.82732493,19.18073992,-21.30655159,47.50257178,759615.7238,7641863.783
"314",3,2014,2,1,1379,248,1131,"csb1.analamarina",3.723,0.0771712807511069,0.118957417613902,0.156444733309438,"ANALAMARINA",547.714285714286,0.620142042551468,0.545673995278045,0.143500765658023,63.4126960021261,0.225622334434362,16,4,"Degraded humid forest",21.0403381015943,12.4695652256841,28.2507245160531,157320,28656,4104,257.198371,28.66563164,19.89737383,257.3040487,28.75727627,19.86745826,-21.06195631,47.65231287,775611.328,7668701.769
"315",30,2014,2,1,730,131,599,"csb2.kelilalina",18.514,0.0079943147619171,0.0664000422172099,0.0528354745075597,"SAHANDRAZANA",610.9,0.657895798441446,0.663138953417705,0.138451954524217,71.5283704511239,0.218034574053886,16,6,"Degraded humid forest",20.6943625281839,12.0117647507611,27.8588234396542,35357,6613,959,275.1726717,28.09862714,19.63001082,254.946945,27.72122632,19.15180688,-21.40204597,47.48589222,757717.385,7631314.754
"316",31,2014,2,0,1996,359,1637,"csb2.marotoko",3.262,0.3001772509741,0.0929125142822017,0.137559164133637,"MAROTOKO",262.478260869565,0.691033052028473,0.780460767590232,0.100750664048966,54.0410440004619,0.12805173807599,16,7,"Degraded humid forest",22.1820834636688,14.0175000190735,29.122500038147,92405,15813,2767,333.8906209,29.42944964,21.45571225,275.1726717,28.09862714,19.63001082,-21.60514326,47.75342623,785071.5588,7608353.626
"317",32,2014,2,0,590,106,484,"csb2.androrangavola",12.844,0.0150560118862205,0.0455785843926189,0.0626880629866218,"AMBALAVIA",351.571428571429,0.697390316448405,0.775285661715772,0.118527932806543,55.8959496049069,0.152124661546113,16,6,"Degraded humid forest",21.8781862819896,13.4470587898703,28.9294117198271,38124,6828,1083,323.6395871,29.30106219,21.01291138,333.8906209,29.42944964,21.45571225,-21.55159065,47.63494522,772898.7259,7614498.111
"318",33,2014,2,0,490,88,402,"csb2.androrangavola",18.379,0.00602726215056964,0.0136308901693391,0.0425633963654119,"AMBATOMITRATRAKA",397.5625,0.71011943213816,0.784537863384125,0.157688780189544,60.8504127178233,0.200642005502904,16,7,"Degraded humid forest",21.6479167938232,13.2571429184505,28.7285715511867,61877,10943,1765,322.9489244,29.25704143,20.9945584,323.6395871,29.30106219,21.01291138,-21.59913375,47.61586617,770833.2403,7609265.298
"319",34,2014,2,0,891,160,731,"csb2.androrangavola",13.875,0.0125716242995125,0.0467162889161499,0.0701839896154368,"AMBARIJATSY",296.25,0.698953322218259,0.778783380477365,0.0822818791946309,48.9872483221477,0.100134228187919,16,7,"Degraded humid forest",21.9609375,13.5874999761581,29.0125002861023,17876,3173,520,325.4021147,29.38436206,21.12412475,322.9489244,29.25704143,20.9945584,-21.57921672,47.64547785,773938.1786,7611419.569
"320",35,2014,2,0,710,128,582,"csb2.marotoko",15.739,0.0214875308557922,0.0116876290703635,0.027696835950772,"AMBOHIMAHAVELONA",286.583333333333,0.701246093618784,0.783993382571287,0.0750144772595661,50.1008953628224,0.089580827653793,16,6,"Degraded humid forest",21.3729869310851,12.7472431477117,28.5981622157871,30740.6666666667,5510,878,327.3153931,29.5161477,21.27943651,325.4021147,29.38436206,21.12412475,-21.60819354,47.64656592,773996.3047,7608207.97
"321",36,2014,2,0,813,146,667,"csb2.marotoko",10.8,0.0538234129865153,0.0324377025811582,0.0444182351891096,"AMBOATROTROKA",259.1,0.699634685315564,0.788578551488967,0.0527948781088402,47.841024378232,0.066978576705245,16,4,"Degraded humid forest",21.9674767211631,13.758333241498,28.9472223211218,52107.5,9079.5,1496.5,329.5567807,29.55541039,21.39643217,327.3153931,29.5161477,21.27943651,-21.60678209,47.68196214,777665.488,7608301.485
"322",37,2014,2,0,720,130,590,"csb2.marotoko",6.433,0.144329384715771,0.140781477656559,0.171220581111299,"MANDIAFASINA",289,0.689857979609384,0.776144875508518,0.103530472877207,52.2014559979384,0.134228836490143,16,6,"Degraded humid forest",22.1331896288642,13.8551723545995,29.120689918255,66689,11526,1949,329.8022296,29.51272983,21.42503072,329.5567807,29.55541039,21.39643217,-21.56818086,47.7347374,783207.5134,7612482.232
"323",38,2014,2,0,888,160,728,"csb1.mahasoa",5.575,0.0734717006369081,0.0511295624075798,0.0988508559920459,"AMBODIARA SUD",174.142857142857,0.69542998134623,0.785884950484328,0.0592726802122428,47.662741037919,0.07823217290022,16,6,"Degraded humid forest",21.6075893129621,13.1107142312186,28.8392857142857,31075.5,5481.5,904,327.9144869,29.7806249,21.77206183,329.8022296,29.51272983,21.42503072,-21.53664547,47.78037347,787998.5803,7615891.863
"324",39,2014,2,0,625,112,512,"csb2.marotoko",5.159,0.162400880380446,0.0571624432244417,0.179743875283442,"MANAMPANDRANA",223,0.693608175857937,0.788557960235839,0.0792467138523761,51.0625631951466,0.108063700707786,16,7,"Degraded humid forest",22.4556546892439,14.2642857006618,29.3785715103149,32284,5550,996,330.7786103,29.65982492,21.67006183,327.9144869,29.7806249,21.77206183,-21.56428415,47.77826094,787725.0566,7612834.072
"325",4,2014,2,1,475,86,390,"csb2.antsindra",11.31,NA,NA,NA,"AMBALAFATAKANA EST",219.785714285714,0.72008597406415,0.624045621413743,0.0899202890014529,51.3890524993128,0.1130089920289,16,14,"Degraded humid forest",22.6693840026855,14.3347826418669,29.6913044970968,53189,9440,1566,270.2613467,29.98518454,21.57451479,257.198371,28.66563164,19.89737383,-21.0559307,47.7717247,788038.5246,7669157.87
"326",40,2014,2,0,858,154,704,"csb2.marotoko",5.633,0.160929080932702,0.125355138943427,0.16610061691366,"KIANJANOMBY",328.3,0.70270440373397,0.78594809473464,0.148937221947603,57.9604547701434,0.191052891744933,16,7,"Degraded humid forest",21.3097916815016,12.9150000572205,28.4155555831061,26043,4538,743,332.4292709,29.29899944,21.29720152,330.7786103,29.65982492,21.67006183,-21.61602032,47.7262886,782239.2123,7607198.281
"327",41,2014,2,0,694,125,569,"csb2.maroharatra",15.358,0.00948375555886264,0.0939620064783851,0.0708821118230954,"MALAZAMASINA SUD",416.76,0.60394842913252,0.683511747649302,0.132656784492588,61.0911972633979,0.173181299885975,16,7,"Degraded humid forest",21.7631577943501,13.3500000803094,28.9499999598453,88610,15314,2469,234.980611,29.41811767,20.87174966,332.4292709,29.29899944,21.29720152,-20.82954392,47.82942435,794481.3084,7694130.01
"328",42,2014,2,0,634,114,520,"csb2.maroharatra",15.582,0.00899312963439388,0.0803865310149728,0.210683701136477,"MALAZAMASINA NORD",938.096774193548,0.546656610497918,0.663716415753042,0.0772293846648334,82.7431698867898,0.13122745616228,14,4,"Humid forest",19.2159167480469,10.8520000076294,26.5440001296997,100282,17633,2857,189.0044274,27.14456429,18.34291639,234.980611,29.41811767,20.87174966,-20.60421256,47.7669868,788405.8104,7719202.198
"329",43,2014,2,0,793,143,650,"csb2.maroharatra",10.855,0.0203949541403246,0.126882194167049,0.253810233009029,"ANTANJOMANGA",670.555555555556,0.555863972299888,0.664685551557751,0.105776608571742,54.9844897511783,0.158829332456429,16,14,"Degraded humid forest",20.60367640327,12.0529411540312,28.0941176694982,36412,6423,972,200.5987692,28.32809402,19.42228442,189.0044274,27.14456429,18.34291639,-20.66131841,47.77812948,789459.7496,7712856.977
"330",44,2014,2,0,909,164,745,"csb2.maroharatra",6.999,0.044777678632217,0.259570899127984,0.380194529950125,"BETAMPONA NORD",659.526315789474,0.55488789333935,0.670618051629431,0.0979502688172043,56.4816028225806,0.130880376344086,16,7,"Degraded humid forest",20.6444012522697,12.0500000417233,28.1812500953674,68497,12148,1825,202.5825107,28.42617885,19.50337215,200.5987692,28.32809402,19.42228442,-20.68517153,47.76059521,787586.7635,7710246.071
"331",45,2014,2,0,735,132,603,"csb2.maroharatra",6.646,0.0482332200824588,0.148877834588551,0.374990702521639,"AMBINANINDRANO",631.909090909091,0.564443781103654,0.674055947176737,0.142815134287395,58.4037933738483,0.205645951774162,16,4,"Degraded humid forest",20.9171775341034,12.4020967691175,28.2158065242152,90539,16311,2407.5,207.8074384,28.68652845,19.94112513,202.5825107,28.42617885,19.50337215,-20.69857572,47.80217985,791895.7818,7708686.917
"332",46,2014,2,0,562,101,461,"csb2.maroharatra",2.781,0.132376382523255,0.416253644969992,0.409475792057258,"TANAMBAO OUEST",605.75,0.559466063242075,0.681397669905629,0.0684305305443967,48.1480814517246,0.0901786951101261,16,16,"Degraded humid forest",20.6516662597656,12.0200000762939,28.1600002288818,10722,1899,284,206.5332845,28.52775194,19.62129382,207.8074384,28.68652845,19.94112513,-20.72001047,47.7527456,786702.9551,7706401.038
"333",47,2014,2,0,506,91,415,"csb2.maroharatra",6.024,0.0547005037545105,0.157734612435557,0.225754638678702,"MANAKANA",697,0.558143454837035,0.675730578624452,0.0686622434809443,52.1374016355501,0.0850948927634624,16,7,"Degraded humid forest",20.4606646469661,11.7684523718698,28.0089287984939,20172.5,3600,546,201.047527,28.36556955,19.35088884,206.5332845,28.52775194,19.62129382,-20.70037448,47.73562574,784955.6198,7708606.26
"334",48,2014,2,0,567,102,465,"csb2.maroharatra",3.583,0.0979910491842985,0.49364142186918,0.4518066642035,"AMPASIMPOTSY",671,0.566926896434885,0.691052365681416,0.0781425891181989,52.5081613508443,0.0986866791744841,16,14,"Degraded humid forest",20.7377052853073,12.2081521718398,27.9872825995736,52344.6666666667,9511.33333333333,1397,203.5270684,28.37733551,19.38685691,201.047527,28.36556955,19.35088884,-20.72865169,47.73561619,784901.6883,7705474.17
"335",49,2014,2,0,1150,207,943,"csb2.maroharatra",0.552,0.312179809210736,0.23828648767846,0.322469231009583,"MAROHARATRA",684.2,0.565565433646756,0.678135103654334,0.107617536203134,61.6994643919857,0.153640150763737,16,7,"Degraded humid forest",20.6023146311442,12.1111112170749,28.0222223069933,19550,3418,531,209.6364514,28.66732559,19.85573718,203.5270684,28.37733551,19.38685691,-20.7247901,47.78114092,789653.0186,7705821.01
"336",5,2014,2,1,608,109,499,"csb2.antsindra",20.077,NA,NA,NA,"AMBALAFARY",214.578947368421,0.696659912529709,0.589718992000955,0.0929001791239212,49.7688758616946,0.118330347934647,16,4,"Degraded humid forest",22.6447618212019,14.4314285550799,29.6142856052944,81377,14433,2432,278.9550441,29.92673966,21.63742268,270.2613467,29.98518454,21.57451479,-21.1109496,47.79288668,790132.0281,7663024.895
"337",50,2014,2,0,601,108,493,"csb2.maroharatra",2.764,0.123340258125233,0.373125826701099,0.429369166472994,"SOANIERANA",590.714285714286,0.566707924837814,0.678858140119226,0.10766442809935,56.958586504637,0.154461144867285,16,7,"Degraded humid forest",20.9125000635783,12.4499999682109,28.2611111534966,39659,6952,1076,210.8027805,28.72545605,19.95732654,209.6364514,28.66732559,19.85573718,-20.74046735,47.78911798,790454.3668,7704070.156
"338",51,2014,2,0,631,114,517,"csb2.maroharatra",4.343,0.077065113328196,0.139827061515225,0.34699928753405,"MALEMIAMBO",566.545454545455,0.572613379545252,0.686967813244359,0.143596235345919,54.4608949309263,0.199295503329848,16,7,"Degraded humid forest",20.9426470363841,12.4705883474911,28.2882352716782,37492,6591,1003,211.9759784,28.42760998,19.72157764,210.8027805,28.72545605,19.95732654,-20.76181794,47.77937328,789398.2873,7701722.688
"339",52,2014,2,0,847,152,695,"csb1.ambodiara.sud",5.943,NA,NA,NA,"AMPASIMADINIKAKELY",716.96,0.579317148375935,0.697536823186795,0.148208815520762,61.6541865214432,0.231854152484683,16,7,"Degraded humid forest",20.2389228634718,11.6756096816644,27.6634146992753,87300,15415,2357,208.4163497,28.19180948,19.35268651,211.9759784,28.42760998,19.72157764,-20.77265973,47.73699626,784962.934,7700597.197
"340",53,2014,2,0,1116,201,915,"csb1.ambalavolo",2.591,0.158572960655815,0.373925616852433,0.208572459028734,"AMBALAVOLO",450.136363636364,0.56382957164936,0.673829840397373,0.107932996207332,53.9376053518753,0.136193636746734,16,7,"Degraded humid forest",21.7589844465256,13.2906250059605,29.0843748450279,73629,12733,2006,214.0756822,29.1021378,20.35882057,208.4163497,28.19180948,19.35268651,-20.71460589,47.83797834,795595.9824,7706846.264
"341",54,2014,2,0,1221,220,1001,"csb1.ambalavolo",9.377,0.0269247597661557,0.0468870369970464,0.00776160321394274,"AMBOHITSARA EST",383.461538461538,0.575052657763783,0.678700539949511,0.14710200927357,59.7535935085008,0.191962905718702,16,7,"Degraded humid forest",21.9111742539839,13.5227273160761,29.1409091082486,51208,8870,1449,227.4688071,29.39860581,20.78070479,214.0756822,29.1021378,20.35882057,-20.78575831,47.84347881,796030.5512,7698954.482
"342",55,2014,2,0,661,119,542,"csb1.ambalavolo",9.492,0.0265781867850147,0.0969745715899502,0.00777190253815829,"ANIVORANO",470.857142857143,0.582060762180677,0.6760870467473,0.155808590371865,61.9090876333237,0.201787258575959,16,4,"Degraded humid forest",21.3843623208656,13.0047547135759,28.5513765843159,67924,11880,1864.66666666667,226.6243351,29.0281142,20.44032069,227.4688071,29.39860581,20.78070479,-20.78440708,47.87100567,798900.7962,7699053.373
"343",56,2014,2,0,1033,186,847,"csb2.maroharatra",11.137,0.0215911316069956,0.11852008336323,0.0754012267652288,"MAHATSARA",468.647058823529,0.583365245824442,0.686386579377435,0.129348130187448,57.7811868569119,0.193602536603562,16,6,"Degraded humid forest",21.5795978019977,13.1103448538945,28.8310344301421,65638,11494,1783,225.0984746,29.10053408,20.47328347,226.6243351,29.0281142,20.44032069,-20.80303195,47.78766155,790182.9296,7697142.584
"344",57,2014,2,0,614,111,503,"csb1.ambodiara.sud",9.478,NA,NA,NA,"SAHOMBY",589.521739130435,0.604507372157025,0.694417624085492,0.113064200268976,57.1815822381615,0.170752424321072,16,6,"Degraded humid forest",20.9140625476837,12.4024998903275,28.225,88140,15564,2404,218.8202129,28.52196851,19.78899679,225.0984746,29.10053408,20.47328347,-20.8186061,47.74291957,785493.4281,7695497.444
"345",58,2014,2,0,646,116,530,"csb1.ambalavolo",3.614,0.10016925573148,0.461844290945911,0.162974571690002,"AMBODIMANGA",385.153846153846,0.557528371325253,0.664914287206552,0.0963988287637373,57.9943719815949,0.123550214853405,16,6,"Degraded humid forest",21.0397821503551,12.413602191259,28.3599836698887,48967.2,8778.6,1282.6,221.8152991,29.43546168,20.72231748,218.8202129,28.52196851,19.78899679,-20.74047198,47.85846037,797680.0303,7703943.427
"346",59,2014,2,0,849,153,696,"csb1.ambalavolo",5.636,0.0614578213295239,0.154531052263605,0.170905941645307,"AMPASIMADINIKA",467.75,0.572346789031306,0.681018565330524,0.117739052725648,56.9090259159964,0.156881143878463,16,7,"Degraded humid forest",20.9466489221992,12.4503048885159,28.2992071779763,66288.5,11673,1809,220.9860379,29.20631298,20.54416087,221.8152991,29.43546168,20.72231748,-20.76970762,47.80942135,792513.675,7700794.58
"347",6,2014,2,1,1262,227,1035,"csb2.antsindra",8.29,NA,NA,NA,"MAROFOTOTRA",500.941176470588,0.706933753276019,0.602820929496648,0.218532259524025,69.3896479956565,0.326908575392875,16,6,"Degraded humid forest",21.2429597788844,12.8672413661562,28.3603449196651,134483,24126,3515,261.6081805,28.79176142,20.27231551,278.9550441,29.92673966,21.63742268,-21.05696882,47.71493459,782131.5844,7669144.539
"348",60,2014,2,1,903,163,740,"csb2.kelilalina",16.623,0.0109604955483911,0.160441105833966,0.142915159544121,"SAHAVATANA",606.111111111111,0.677494956428684,0.671257735939921,0.0996013790131437,57.8165804783452,0.14506571859513,16,14,"Degraded humid forest",20.7471355199814,12.0437499880791,28.0062500238419,34074,6284,901,285.8093128,28.32174573,19.73797449,220.9860379,29.20631298,20.54416087,-21.40434184,47.5310663,762398.8007,7630985.563
"349",61,2014,2,1,885,159,726,"csb2.kelilalina",10.062,0.0344056678859361,0.102630847309039,0.189506531394951,"AMBODIVOANGY",848.428571428571,0.634820239765169,0.64868793736286,0.0373413897280967,83.7058610271903,0.0536958710976838,16,7,"Degraded humid forest",20.0898263692856,11.3458333412806,27.5395833571752,33991.5,6279.5,941,235.4638582,27.34610103,18.67658609,285.8093128,28.32174573,19.73797449,-21.20411987,47.54588737,764294.3107,7653136.819
"350",62,2014,2,1,1185,213,972,"csb2.kelilalina",9.324,0.0403888808889601,0.0694106218668072,0.0650434798345695,"AMBOHINIHAONANA",560.7,0.646194231546136,0.657307771405951,0.0791581209102451,53.1067975388221,0.112559820294951,16,6,"Degraded humid forest",20.8927084059942,12.2906084726727,28.2106615000932,49577.6666666667,9019.33333333333,1266.66666666667,287.3500425,28.70013774,20.0711843,235.4638582,27.34610103,18.67658609,-21.2325792,47.59630484,769479.169,7649899.61
"351",63,2014,2,1,1089,196,893,"csb2.kelilalina",7.588,0.0562559429596376,0.164627209857034,0.157154488623679,"KIANJANOMBY",572,0.640111358941976,0.643505786545884,0.046374918354017,51.0963422599608,0.0662965382103201,16,7,"Degraded humid forest",21.3097916815016,12.9150000572205,28.4155555831061,26043,4538,743,261.8466273,28.19580092,19.47362742,287.3500425,28.70013774,20.0711843,-21.23699778,47.57375645,767129.6527,7649448.501
"352",64,2014,2,1,622,112,510,"csb2.kelilalina",5.705,0.0852425534888961,0.257957577231672,0.215071548771943,"AMPITAMBE",548,0.638734368420494,0.614178627891453,0.060214259327669,52.1577391946805,0.073882526782416,16,16,"Degraded humid forest",20.9895839691162,12.3000001907349,28.1999998092651,4523,839,110,279.0580942,28.46380189,19.7680117,261.8466273,28.19580092,19.47362742,-21.25713355,47.58149226,767896.5147,7647205.175
"353",65,2014,2,1,1155,208,947,"csb2.kelilalina",5.383,0.0930040663068908,0.138777204639852,0.209976401860563,"MANDRIVANY",573.363636363636,0.630289443143019,0.609883357585097,0.119688047111253,56.3320600562364,0.157780253594355,16,4,"Degraded humid forest",20.8509258694119,12.1666667726305,28.09444448683,39578,7391,991,267.7985932,28.27021384,19.55759673,279.0580942,28.46380189,19.7680117,-21.25196913,47.55812336,765479.45,7647816.658
"354",66,2014,2,1,521,94,427,"csb2.kelilalina",3.625,0.138286614084039,0.146285987918614,0.145256445563688,"AMBODIPAISO NORD",598,0.628050245107459,0.565630161301557,0.0678600053433075,46.9500400748063,0.1039273310179,16,16,"Degraded humid forest",20.8402779897054,12.1666666666667,28.0999997456868,6652,1230,167,276.6887761,28.41981409,19.69426249,267.7985932,28.27021384,19.55759673,-21.28309559,47.57197289,766861.2823,7644345.771
"355",67,2014,2,1,844,152,692,"csb2.kelilalina",4.421,0.106483286207393,0.123369773211644,0.16903271022702,"AMBODIPAISO SUD",605.285714285714,0.621970882619524,0.57145227305918,0.0261780104712042,44.2811826301201,0.0295657530027718,16,16,"Degraded humid forest",20.7187495231628,12.0750000476837,27.9499998092651,8762,1620,226,282.2140808,28.35538368,19.67458382,276.6887761,28.41981409,19.69426249,-21.3066397,47.57713146,767354.1633,7641729.294
"356",68,2014,2,1,1637,295,1342,"csb2.kelilalina",2.052,0.251193393893129,0.344449982108612,0.321831096131356,"KELILALINA",615.222222222222,0.619971533868545,0.588307452850326,0.10088772845953,57.7623812010444,0.130694516971279,16,7,"Degraded humid forest",20.678598317233,11.9613635323264,27.9590907530351,94296,17566,2414,271.8133736,28.28040181,19.56470347,282.2140808,28.35538368,19.67458382,-21.287113,47.54300009,763846.4935,7643949.576
"357",69,2014,2,1,881,159,722,"csb2.kelilalina",5.753,0.0844516631249409,0.143189098173138,0.158244595087832,"ANDRANOMAINTY",599.2,0.634353166204781,0.579064374557048,0.0811052690457546,54.3941156728941,0.103031659022262,16,6,"Degraded humid forest",20.7368059158325,12.0833333333333,27.983333269755,13117,2430,337,279.8865278,28.3179077,19.63052858,271.8133736,28.28040181,19.56470347,-21.32343415,47.57342275,766938.8361,7639875.439
"358",7,2014,2,1,1425,256,1168,"csb2.antsindra",14.937,NA,NA,NA,"AMBOHIMASINA",380.882352941176,0.688463538909433,0.557217266633454,0.141746103797851,57.963685882887,0.191920108942351,16,6,"Degraded humid forest",21.8998510496957,13.6142856393542,28.9892858096531,66404,11823,1806,276.0995522,29.39913387,21.04030902,261.6081805,28.79176142,20.27231551,-21.09642641,47.7520131,785911.3676,7664707.722
"359",70,2014,2,1,382,69,313,"csb2.kelilalina",6.384,0.0726854134118839,0.12983536394461,0.200148406480923,"ANOSY",606.166666666667,0.633790289495886,0.601818283486412,0.103654485049834,57.8857142857143,0.166777408637874,16,6,"Degraded humid forest",20.6242426091974,11.9363636537032,27.8454544760964,23454,4363,613,275.7395336,28.17881879,19.54467991,279.8865278,28.3179077,19.63052858,-21.33324965,47.53473121,762905.9394,7638853.433
"360",71,2014,2,1,1232,222,1010,"csb2.kelilalina",9.982,0.0345603911945085,0.103999612576741,0.174120899422514,"FOTSIALANANA",595,0.654177232048172,0.632089130924208,0.0836494921062294,56.0012544364215,0.133673968914454,16,4,"Degraded humid forest",20.7677777608236,12.0799999872843,28.0233335494995,65330,12086,1686,285.5865483,28.33175494,19.66529021,275.7395336,28.17881879,19.54467991,-21.35666627,47.54901394,764346.0592,7636235.91
"361",72,2014,2,1,1009,182,827,"csb2.kelilalina",14.165,0.0162302581674085,0.118529256600293,0.17669438722156,"AMBALADINGANA",588.6,0.666603121726586,0.657042080418569,0.0908362887541471,56.1901384280975,0.132879533234184,16,14,"Degraded humid forest",20.7880208492279,12.0937501192093,28.0375001430511,34507,6381,907,288.2000765,28.35802243,19.76092463,285.5865483,28.33175494,19.66529021,-21.38373365,47.53895672,763254.1266,7633254.866
"362",73,2014,2,1,2001,360,1641,"csb2.ifanadiana",11.764,0.0303868203215329,0.292135110175373,0.383550616782121,"AMBODIARA",484.868421052632,0.659231040534451,0.718820259441204,0.110635080645161,62.6821796594982,0.150411626344086,16,14,"Degraded humid forest",21.050821818678,12.6029134739863,28.2715575813159,52900.5714285714,9409,1424.57142857143,312.2434191,28.6907187,20.2984443,288.2000765,28.35802243,19.76092463,-21.38576155,47.65012714,774783.0953,7632839.697
"363",74,2014,2,1,1038,187,851,"csb2.ifanadiana",8.704,0.0532895030959724,0.209690536053521,0.285379210951617,"SAHAFITOROKA",443.744186046512,0.623596931044196,0.676125638201044,0.142416419259068,66.019323609139,0.201703885374984,16,6,"Degraded humid forest",21.4438355589566,13.1301369601733,28.5273973647862,176360,31588,4420,306.4777403,28.95173897,20.623801,312.2434191,28.6907187,20.2984443,-21.28832433,47.70258322,780410.4245,7643539.894
"364",75,2014,2,1,1276,230,1046,"csb2.ifanadiana",6.448,0.0820150481672699,0.45519759833029,0.246014857150659,"MAROMENA",464.833333333333,0.624711780341268,0.59881156001818,0.107105709749822,58.4650736300432,0.129194722724038,16,7,"Degraded humid forest",21.3856769800186,12.8406249284744,28.5406251549721,76872,14125,1852,301.7735416,28.84170235,20.26645922,306.4777403,28.95173897,20.623801,-21.26475103,47.62320164,772213.1502,7646290.083
"365",76,2014,2,1,1553,280,1273,"csb2.kelilalina",4.946,0.0969944455055229,0.180313995805976,0.173869402174197,"ANDRANOFOLAHINA",568,0.629631493440721,0.576770975665376,0.0791960601623852,51.6222547584187,0.10288832690004,16,4,"Degraded humid forest",20.895238331386,12.2714286531721,28.1000001089913,15753,2897,396,289.6572943,28.52883863,19.86331825,301.7735416,28.84170235,20.26645922,-21.29467249,47.58438057,768128.304,7643042.461
