"","OBJEC","LIB_F","Date","maxT"
"1",0,"FKT ANTARALAVA","tmx_2014_0",28.32570975
"2",1,"FKT SANDRASATY","tmx_2014_0",28.42107206
"3",2,"FKT AMBOHIMITA","tmx_2014_0",28.76416068
"4",3,"FKT ANALAMARINA","tmx_2014_0",28.68317987
"5",4,"FKT AMBALAFATAKANA EST","tmx_2014_0",30.0137617
"6",5,"FKT AMBALAFARY","tmx_2014_0",29.96133337
"7",6,"FKT MAROFOTOTRA","tmx_2014_0",28.83529886
"8",7,"FKT AMBOHIMASINA","tmx_2014_0",29.47632988
"9",8,"FKT BEFARY","tmx_2014_0",29.79738809
"10",9,"FKT AMBATOHARANANAKELY","tmx_2014_0",29.63339866
"11",10,"FKT AMBODIRAFIA EST","tmx_2014_0",29.18850169
"12",11,"FKT AMBATOHARANANA","tmx_2014_0",28.977497
"13",12,"FKT SANDRAKELY","tmx_2014_0",28.83903563
"14",13,"FKT AMBOHINIHAONANA","tmx_2014_0",28.73629225
"15",14,"FKT AMBODIMANGA EST","tmx_2014_0",28.98648571
"16",15,"FKT AMBOHITSARA I","tmx_2014_0",28.82618924
"17",16,"FKT SAHOFIKA","tmx_2014_0",28.93442027
"18",17,"FKT ANDRORANGAVOLA VATOFOTSY","tmx_2014_0",28.10186481
"19",18,"FKT TSARATANANA","tmx_2014_0",28.87298133
"20",19,"FKT AMBODIGOAVY","tmx_2014_0",28.9479482
"21",20,"FKT AMBODIMANGA OUEST","tmx_2014_0",28.40293146
"22",21,"FKT VOHITRARIVO","tmx_2014_0",28.64770304
"23",22,"FKT AMBOHIPO","tmx_2014_0",27.81578573
"24",23,"FKT RANOMAFANA","tmx_2014_0",26.0202703
"25",24,"FKT AMBATOLAHY","tmx_2014_0",25.65648164
"26",25,"FKT TSARAMANDROSO","tmx_2014_0",26.97288709
"27",26,"FKT VOHIMARINA","tmx_2014_0",27.81313729
"28",27,"FKT MENARANO","tmx_2014_0",27.48891664
"29",28,"FKT AMBODIAVIAVY","tmx_2014_0",27.95035666
"30",29,"FKT AMPASIMPOTSY","tmx_2014_0",27.86024696
"31",30,"FKT SAHANDRAZANA","tmx_2014_0",28.24194952
"32",31,"FKT MAROTOKO","tmx_2014_0",29.57589409
"33",32,"FKT AMBALAVIA","tmx_2014_0",29.43456037
"34",33,"FKT AMBATOMITRATRAKA","tmx_2014_0",29.41459777
"35",34,"FKT AMBARIJATSY","tmx_2014_0",29.52505608
"36",35,"FKT AMBOHIMAHAVELONA","tmx_2014_0",29.66922697
"37",36,"FKT AMBOATROTROKA","tmx_2014_0",29.69716167
"38",37,"FKT MANDIAFASINA","tmx_2014_0",29.66215709
"39",38,"FKT AMBODIARA SUD","tmx_2014_0",29.87917868
"40",39,"FKT MANAMPANDRANA","tmx_2014_0",29.77870816
"41",40,"FKT KIANJANOMBY","tmx_2014_0",29.47394174
"42",41,"FKT MALAZAMASINA SUD","tmx_2014_0",29.39488801
"43",42,"FKT MALAZAMASINA NORD","tmx_2014_0",26.98305057
"44",43,"FKT ANTANJOMANGA","tmx_2014_0",28.27326674
"45",44,"FKT BETAMPONA NORD","tmx_2014_0",28.40974043
"46",45,"FKT AMBINANINDRANO","tmx_2014_0",28.70149234
"47",46,"FKT TANAMBAO OUEST","tmx_2014_0",28.5034492
"48",47,"FKT MANAKANA","tmx_2014_0",28.34825084
"49",48,"FKT AMPASIMPOTSY","tmx_2014_0",28.34770281
"50",49,"FKT MAROHARATRA","tmx_2014_0",28.64594502
"51",50,"FKT SOANIERANA","tmx_2014_0",28.70778121
"52",51,"FKT MALEMIAMBO","tmx_2014_0",28.44557634
"53",52,"FKT AMPASIMADINIKAKELY","tmx_2014_0",28.1949202
"54",53,"FKT AMBALAVOLO","tmx_2014_0",29.08479268
"55",54,"FKT AMBOHITSARA EST","tmx_2014_0",29.36368968
"56",55,"FKT ANIVORANO","tmx_2014_0",28.97321074
"57",56,"FKT MAHATSARA","tmx_2014_0",29.10789509
"58",57,"FKT SAHOMBY","tmx_2014_0",28.51444385
"59",58,"FKT AMBODIMANGA","tmx_2014_0",29.38989753
"60",59,"FKT AMPASIMADINIKA","tmx_2014_0",29.2243152
"61",60,"FKT SAHAVATANA","tmx_2014_0",28.51177569
"62",61,"FKT AMBODIVOANGY","tmx_2014_0",27.40678981
"63",62,"FKT AMBOHINIHAONANA","tmx_2014_0",28.80683173
"64",63,"FKT KIANJANOMBY","tmx_2014_0",28.31203522
"65",64,"FKT AMPITAMBE","tmx_2014_0",28.60851539
"66",65,"FKT MANDRIVANY","tmx_2014_0",28.40597931
"67",66,"FKT AMBODIPAISO NORD","tmx_2014_0",28.57977781
"68",67,"FKT AMBODIPAISO SUD","tmx_2014_0",28.50816994
"69",68,"FKT KELILALINA","tmx_2014_0",28.44321221
"70",69,"FKT ANDRANOMAINTY","tmx_2014_0",28.48083795
"71",70,"FKT ANOSY","tmx_2014_0",28.33603581
"72",71,"FKT FOTSIALANANA","tmx_2014_0",28.48850477
"73",72,"FKT AMBALADINGANA","tmx_2014_0",28.55264884
"74",73,"FKT AMBODIARA","tmx_2014_0",28.82276263
"75",74,"FKT SAHAFITOROKA","tmx_2014_0",29.06003123
"76",75,"FKT MAROMENA","tmx_2014_0",28.94536262
"77",76,"FKT ANDRANOFOLAHINA","tmx_2014_0",28.66202747
"78",77,"FKT AMBORAKA","tmx_2014_0",28.75556068
"79",78,"FKT IFANADIANA","tmx_2014_0",28.89184278
"80",79,"FKT ANTAFOTENINA","tmx_2014_0",28.85720235
"81",80,"FKT AMBODIRAFIA II","tmx_2014_0",28.65470333
"82",81,"FKT FENOARIVO I","tmx_2014_0",28.89580285
"83",82,"FKT AMBINANINDRANOTELO","tmx_2014_0",28.71316125
"84",83,"FKT ANKABOKA","tmx_2014_0",28.68512132
"85",84,"FKT AMBIABE I","tmx_2014_0",28.85572677
"86",85,"FKT ANDRANOMAINTSO","tmx_2014_0",28.24092553
"87",86,"FKT FIADANANA NORD","tmx_2014_0",25.65328273
"88",87,"FKT MORARANO","tmx_2014_0",25.75730591
"89",88,"FKT AMPASIMBOLA I","tmx_2014_0",27.1537188
"90",89,"FKT SAKAVANANA","tmx_2014_0",27.82031348
"91",90,"FKT AMBODIARA NORD","tmx_2014_0",27.20947581
"92",91,"FKT AMBINANISERY","tmx_2014_0",27.79651523
"93",92,"FKT VOLOBE","tmx_2014_0",26.86399109
"94",93,"FKT ANTENIMBELONA","tmx_2014_0",28.33905385
"95",94,"FKT AMBOHINIHAONANA","tmx_2014_0",28.31958735
"96",95,"FKT MAROVORAKA","tmx_2014_0",28.42957234
"97",96,"FKT TSARATANANA","tmx_2014_0",28.51375209
"98",97,"FKT TSARARIVOTRA","tmx_2014_0",28.48316847
"99",98,"FKT BEFOTAKA","tmx_2014_0",28.51810455
"100",99,"FKT AMBOHITSARA","tmx_2014_0",28.3633641
"101",100,"FKT FASINTSARA","tmx_2014_0",28.3447616
"102",101,"FKT AMBATOMANJAKA","tmx_2014_0",28.39928324
"103",102,"FKT TSARAKIANJA","tmx_2014_0",28.51101033
"104",103,"FKT SAHAKONDRO","tmx_2014_0",28.46361732
"105",104,"FKT MANAKANA SUD","tmx_2014_0",28.15602303
"106",105,"FKT AMBODIARA SUD","tmx_2014_0",28.40399876
"107",106,"FKT AMPASINAMBO","tmx_2014_0",26.01581651
"108",107,"FKT AMBODIVOANGY","tmx_2014_0",28.15823704
"109",108,"FKT AMBALAPAISO","tmx_2014_0",27.94764613
"110",109,"FKT AMPITOMITA","tmx_2014_0",29.36525314
"111",110,"FKT ANIVORANO","tmx_2014_0",28.22137055
"112",111,"FKT KIANJAVATO","tmx_2014_0",28.47514864
"113",112,"FKT AMBATOVORY","tmx_2014_0",29.48009847
"114",113,"FKT ANTSINDRA","tmx_2014_0",28.71053353
"115",114,"FKT BEFOTAKA","tmx_2014_0",29.43350905
"116",115,"FKT AMPITABE","tmx_2014_0",29.75322893
"117",116,"FKT AMBOATROTROKA","tmx_2014_0",29.06483583
"118",117,"FKT AMBINANIVATOMENA","tmx_2014_0",30.28501392
"119",118,"FKT AMBODIARA I","tmx_2014_0",29.65334648
"120",119,"FKT MORAFENO","tmx_2014_0",29.23989939
"121",120,"FKT BETAMPONA","tmx_2014_0",29.7066262
"122",121,"FKT ANDRANOMAITSO","tmx_2014_0",29.3344858
"123",122,"FKT ANTARETRA","tmx_2014_0",29.38318095
"124",123,"FKT AMBODIROTRA","tmx_2014_0",28.89578728
"125",124,"FKT ANDONABE","tmx_2014_0",29.09053195
"126",125,"FKT AMPASIMBE","tmx_2014_0",29.34264053
"127",126,"FKT ANDRORANGAVOLA","tmx_2014_0",29.30579812
"128",127,"FKT AMBODIFONTSINA","tmx_2014_0",28.54867554
"129",128,"FKT AMBALATENINA","tmx_2014_0",29.08133669
"130",129,"FKT AMBALAFASINA","tmx_2014_0",28.99052696
"131",130,"FKT AMBOHIMAHAVELONA BETOHO","tmx_2014_0",29.08633219
"132",131,"FKT NOSIBE SUD","tmx_2014_0",29.25178167
"133",132,"FKT MANDRIAPOTSY","tmx_2014_0",29.32006539
"134",133,"FKT AMBALAVAONA","tmx_2014_0",29.34521419
"135",134,"FKT LAVAKIANJA SUD","tmx_2014_0",29.49155614
"136",135,"FKT AMBODIARA NORD","tmx_2014_0",28.80104659
"137",136,"FKT MAHASOA","tmx_2014_0",29.65630863
"138",137,"FKT AMBODIRORANGA","tmx_2014_0",29.3551746
"139",138,"FKT AMBOHIMISAFY","tmx_2014_0",29.47124397
"140",139,"FKT AMBALATABAKA","tmx_2014_0",29.5894012
"141",140,"FKT ANIVORANO","tmx_2014_0",29.69614812
"142",141,"FKT AMPASIMPOTSY","tmx_2014_0",28.94286381
"143",142,"FKT AMBOHIMIARINA","tmx_2014_0",28.36523488
"144",143,"FKT MATSITSIRANO","tmx_2014_0",27.97849987
"145",144,"FKT BETAMPO NORD","tmx_2014_0",27.16479776
"146",145,"FKT ANDRORANGAVOLA SUD","tmx_2014_0",28.12722955
"147",146,"FKT ANALAMPASINA","tmx_2014_0",28.42778056
"148",147,"FKT ANALAVORY","tmx_2014_0",27.87948036
"149",148,"FKT AMBARO","tmx_2014_0",27.25619254
"150",149,"FKT AMBOHIMALAZA","tmx_2014_0",28.56320953
"151",150,"FKT MANJIRIANA SUD","tmx_2014_0",28.05048773
"152",151,"FKT MAROSATROKA","tmx_2014_0",28.41710633
"153",152,"FKT MAROLANANANA","tmx_2014_0",28.6438607
"154",153,"FKT AMBODIMANGA NORD","tmx_2014_0",28.59643085
"155",154,"FKT VOHITRARIVO","tmx_2014_0",28.5567181
"156",155,"FKT SOANIHERENANA NORD","tmx_2014_0",28.54920673
"157",156,"FKT AMBALAVARY","tmx_2014_0",28.40134589
"158",157,"FKT FASINTSARA ANDAKANA","tmx_2014_0",28.34231344
"159",158,"FKT NOSIMBOAHANGY","tmx_2014_0",28.24796206
"160",159,"FKT AMBALAHERANA","tmx_2014_0",28.32493197
"161",160,"FKT ANDRORANGAVOLA NORD","tmx_2014_0",28.5164299
"162",161,"FKT AMBOHIMIRANTY","tmx_2014_0",28.54796801
"163",162,"FKT MANDROALINA","tmx_2014_0",28.38367656
"164",163,"FKT MORARANO","tmx_2014_0",28.33754015
"165",164,"FKT AMBOHIMANGA SUD","tmx_2014_0",28.44828712
"166",165,"FKT SAHAMARANA","tmx_2014_0",28.42662364
"167",166,"FKT MASOAROVANA","tmx_2014_0",28.4299002
"168",167,"FKT AMBILANIBE","tmx_2014_0",28.45800781
"169",168,"FKT AMBODIARA","tmx_2014_0",28.42859576
"170",169,"FKT AMBODIVOASARY","tmx_2014_0",28.32939492
"171",170,"FKT AMBATOFANOKONANA","tmx_2014_0",28.27846341
"172",171,"FKT AMBODIRAFIA","tmx_2014_0",28.50232778
"173",172,"FKT ANTANJONA","tmx_2014_0",28.68823223
"174",173,"FKT FALIARIVO","tmx_2014_0",28.62704674
"175",174,"FKT AMBOHIMIERA","tmx_2014_0",26.55172724
"176",175,"FKT MAROMANANA","tmx_2014_0",27.40775985
"177",176,"FKT AMBOLO","tmx_2014_0",27.52281673
"178",177,"FKT AMBINANITOMAROSANA","tmx_2014_0",27.68846478
"179",178,"FKT AMBOHIDAZA","tmx_2014_0",25.77063232
"180",179,"FKT AMPANTSONA","tmx_2014_0",25.27807081
"181",180,"FKT AMBOHIMILANJA","tmx_2014_0",25.62631221
"182",181,"FKT AMBOHIMAHAVELONA","tmx_2014_0",27.98819452
"183",182,"FKT AMBOHIMAHATSINJO","tmx_2014_0",27.50770007
"184",183,"FKT FIADANANA NORD","tmx_2014_0",28.22342971
"185",184,"FKT AMBODIMANGA","tmx_2014_0",28.13064994
"186",185,"FKT FALIARIVO","tmx_2014_0",28.21892047
"187",186,"FKT ANTARAMBAKANA","tmx_2014_0",28.14424248
"188",187,"FKT SAHALALONA","tmx_2014_0",28.42668966
"189",188,"FKT ANDRORANGAVOLA","tmx_2014_0",28.53224837
"190",189,"FKT VOHIMENA","tmx_2014_0",28.56160425
"191",190,"FKT MANARINONY","tmx_2014_0",27.15030883
"192",191,"FKT ANDEMAKA NORD","tmx_2014_0",28.17781464
"193",192,"FKT TSINJORANO","tmx_2014_0",27.52449417
"194",193,"FKT SAHASOMANGANA","tmx_2014_0",26.6930647
"195",194,"FKT MAROFOTSY","tmx_2014_0",27.23462897
"196",0,"FKT ANTARALAVA","tmx_2014_1",28.29505317
"197",1,"FKT SANDRASATY","tmx_2014_1",28.40164369
"198",2,"FKT AMBOHIMITA","tmx_2014_1",28.75727627
"199",3,"FKT ANALAMARINA","tmx_2014_1",28.66563164
"200",4,"FKT AMBALAFATAKANA EST","tmx_2014_1",29.98518454
"201",5,"FKT AMBALAFARY","tmx_2014_1",29.92673966
"202",6,"FKT MAROFOTOTRA","tmx_2014_1",28.79176142
"203",7,"FKT AMBOHIMASINA","tmx_2014_1",29.39913387
"204",8,"FKT BEFARY","tmx_2014_1",29.76300975
"205",9,"FKT AMBATOHARANANAKELY","tmx_2014_1",29.57949255
"206",10,"FKT AMBODIRAFIA EST","tmx_2014_1",29.0926469
"207",11,"FKT AMBATOHARANANA","tmx_2014_1",28.85678526
"208",12,"FKT SANDRAKELY","tmx_2014_1",28.82183755
"209",13,"FKT AMBOHINIHAONANA","tmx_2014_1",28.65220962
"210",14,"FKT AMBODIMANGA EST","tmx_2014_1",28.88236835
"211",15,"FKT AMBOHITSARA I","tmx_2014_1",28.71910539
"212",16,"FKT SAHOFIKA","tmx_2014_1",28.85393393
"213",17,"FKT ANDRORANGAVOLA VATOFOTSY","tmx_2014_1",28.04624451
"214",18,"FKT TSARATANANA","tmx_2014_1",28.83181501
"215",19,"FKT AMBODIGOAVY","tmx_2014_1",28.91604302
"216",20,"FKT AMBODIMANGA OUEST","tmx_2014_1",28.41401102
"217",21,"FKT VOHITRARIVO","tmx_2014_1",28.64057297
"218",22,"FKT AMBOHIPO","tmx_2014_1",27.80136751
"219",23,"FKT RANOMAFANA","tmx_2014_1",25.96123611
"220",24,"FKT AMBATOLAHY","tmx_2014_1",25.61469552
"221",25,"FKT TSARAMANDROSO","tmx_2014_1",26.92233861
"222",26,"FKT VOHIMARINA","tmx_2014_1",27.69771652
"223",27,"FKT MENARANO","tmx_2014_1",27.37940313
"224",28,"FKT AMBODIAVIAVY","tmx_2014_1",27.82732493
"225",29,"FKT AMPASIMPOTSY","tmx_2014_1",27.72122632
"226",30,"FKT SAHANDRAZANA","tmx_2014_1",28.09862714
"227",31,"FKT MAROTOKO","tmx_2014_1",29.42944964
"228",32,"FKT AMBALAVIA","tmx_2014_1",29.30106219
"229",33,"FKT AMBATOMITRATRAKA","tmx_2014_1",29.25704143
"230",34,"FKT AMBARIJATSY","tmx_2014_1",29.38436206
"231",35,"FKT AMBOHIMAHAVELONA","tmx_2014_1",29.5161477
"232",36,"FKT AMBOATROTROKA","tmx_2014_1",29.55541039
"233",37,"FKT MANDIAFASINA","tmx_2014_1",29.51272983
"234",38,"FKT AMBODIARA SUD","tmx_2014_1",29.7806249
"235",39,"FKT MANAMPANDRANA","tmx_2014_1",29.65982492
"236",40,"FKT KIANJANOMBY","tmx_2014_1",29.29899944
"237",41,"FKT MALAZAMASINA SUD","tmx_2014_1",29.41811767
"238",42,"FKT MALAZAMASINA NORD","tmx_2014_1",27.14456429
"239",43,"FKT ANTANJOMANGA","tmx_2014_1",28.32809402
"240",44,"FKT BETAMPONA NORD","tmx_2014_1",28.42617885
"241",45,"FKT AMBINANINDRANO","tmx_2014_1",28.68652845
"242",46,"FKT TANAMBAO OUEST","tmx_2014_1",28.52775194
"243",47,"FKT MANAKANA","tmx_2014_1",28.36556955
"244",48,"FKT AMPASIMPOTSY","tmx_2014_1",28.37733551
"245",49,"FKT MAROHARATRA","tmx_2014_1",28.66732559
"246",50,"FKT SOANIERANA","tmx_2014_1",28.72545605
"247",51,"FKT MALEMIAMBO","tmx_2014_1",28.42760998
"248",52,"FKT AMPASIMADINIKAKELY","tmx_2014_1",28.19180948
"249",53,"FKT AMBALAVOLO","tmx_2014_1",29.1021378
"250",54,"FKT AMBOHITSARA EST","tmx_2014_1",29.39860581
"251",55,"FKT ANIVORANO","tmx_2014_1",29.0281142
"252",56,"FKT MAHATSARA","tmx_2014_1",29.10053408
"253",57,"FKT SAHOMBY","tmx_2014_1",28.52196851
"254",58,"FKT AMBODIMANGA","tmx_2014_1",29.43546168
"255",59,"FKT AMPASIMADINIKA","tmx_2014_1",29.20631298
"256",60,"FKT SAHAVATANA","tmx_2014_1",28.32174573
"257",61,"FKT AMBODIVOANGY","tmx_2014_1",27.34610103
"258",62,"FKT AMBOHINIHAONANA","tmx_2014_1",28.70013774
"259",63,"FKT KIANJANOMBY","tmx_2014_1",28.19580092
"260",64,"FKT AMPITAMBE","tmx_2014_1",28.46380189
"261",65,"FKT MANDRIVANY","tmx_2014_1",28.27021384
"262",66,"FKT AMBODIPAISO NORD","tmx_2014_1",28.41981409
"263",67,"FKT AMBODIPAISO SUD","tmx_2014_1",28.35538368
"264",68,"FKT KELILALINA","tmx_2014_1",28.28040181
"265",69,"FKT ANDRANOMAINTY","tmx_2014_1",28.3179077
"266",70,"FKT ANOSY","tmx_2014_1",28.17881879
"267",71,"FKT FOTSIALANANA","tmx_2014_1",28.33175494
"268",72,"FKT AMBALADINGANA","tmx_2014_1",28.35802243
"269",73,"FKT AMBODIARA","tmx_2014_1",28.6907187
"270",74,"FKT SAHAFITOROKA","tmx_2014_1",28.95173897
"271",75,"FKT MAROMENA","tmx_2014_1",28.84170235
"272",76,"FKT ANDRANOFOLAHINA","tmx_2014_1",28.52883863
"273",77,"FKT AMBORAKA","tmx_2014_1",28.64444412
"274",78,"FKT IFANADIANA","tmx_2014_1",28.81246314
"275",79,"FKT ANTAFOTENINA","tmx_2014_1",28.77364793
"276",80,"FKT AMBODIRAFIA II","tmx_2014_1",28.4987957
"277",81,"FKT FENOARIVO I","tmx_2014_1",28.75986569
"278",82,"FKT AMBINANINDRANOTELO","tmx_2014_1",28.54970407
"279",83,"FKT ANKABOKA","tmx_2014_1",28.47468938
"280",84,"FKT AMBIABE I","tmx_2014_1",28.71654879
"281",85,"FKT ANDRANOMAINTSO","tmx_2014_1",28.24145526
"282",86,"FKT FIADANANA NORD","tmx_2014_1",25.86000861
"283",87,"FKT MORARANO","tmx_2014_1",25.98615445
"284",88,"FKT AMPASIMBOLA I","tmx_2014_1",27.28258201
"285",89,"FKT SAKAVANANA","tmx_2014_1",27.87480372
"286",90,"FKT AMBODIARA NORD","tmx_2014_1",27.34011129
"287",91,"FKT AMBINANISERY","tmx_2014_1",27.89114015
"288",92,"FKT VOLOBE","tmx_2014_1",26.97082793
"289",93,"FKT ANTENIMBELONA","tmx_2014_1",28.35467805
"290",94,"FKT AMBOHINIHAONANA","tmx_2014_1",28.33720723
"291",95,"FKT MAROVORAKA","tmx_2014_1",28.41507411
"292",96,"FKT TSARATANANA","tmx_2014_1",28.46681323
"293",97,"FKT TSARARIVOTRA","tmx_2014_1",28.45030276
"294",98,"FKT BEFOTAKA","tmx_2014_1",28.46097374
"295",99,"FKT AMBOHITSARA","tmx_2014_1",28.3811989
"296",100,"FKT FASINTSARA","tmx_2014_1",28.35943571
"297",101,"FKT AMBATOMANJAKA","tmx_2014_1",28.40334263
"298",102,"FKT TSARAKIANJA","tmx_2014_1",28.46643985
"299",103,"FKT SAHAKONDRO","tmx_2014_1",28.41322892
"300",104,"FKT MANAKANA SUD","tmx_2014_1",28.16362572
"301",105,"FKT AMBODIARA SUD","tmx_2014_1",28.38674836
"302",106,"FKT AMPASINAMBO","tmx_2014_1",26.18095133
"303",107,"FKT AMBODIVOANGY","tmx_2014_1",28.15502295
"304",108,"FKT AMBALAPAISO","tmx_2014_1",27.9766092
"305",109,"FKT AMPITOMITA","tmx_2014_1",29.32750296
"306",110,"FKT ANIVORANO","tmx_2014_1",28.22477455
"307",111,"FKT KIANJAVATO","tmx_2014_1",28.46770573
"308",112,"FKT AMBATOVORY","tmx_2014_1",29.47000959
"309",113,"FKT ANTSINDRA","tmx_2014_1",28.6608684
"310",114,"FKT BEFOTAKA","tmx_2014_1",29.43832805
"311",115,"FKT AMPITABE","tmx_2014_1",29.74005845
"312",116,"FKT AMBOATROTROKA","tmx_2014_1",28.91434103
"313",117,"FKT AMBINANIVATOMENA","tmx_2014_1",30.24652483
"314",118,"FKT AMBODIARA I","tmx_2014_1",29.56761061
"315",119,"FKT MORAFENO","tmx_2014_1",29.11015287
"316",120,"FKT BETAMPONA","tmx_2014_1",29.60067154
"317",121,"FKT ANDRANOMAITSO","tmx_2014_1",29.19013057
"318",122,"FKT ANTARETRA","tmx_2014_1",29.25011059
"319",123,"FKT AMBODIROTRA","tmx_2014_1",28.73287512
"320",124,"FKT ANDONABE","tmx_2014_1",28.94967693
"321",125,"FKT AMPASIMBE","tmx_2014_1",29.20607883
"322",126,"FKT ANDRORANGAVOLA","tmx_2014_1",29.18019398
"323",127,"FKT AMBODIFONTSINA","tmx_2014_1",28.36886253
"324",128,"FKT AMBALATENINA","tmx_2014_1",28.94139639
"325",129,"FKT AMBALAFASINA","tmx_2014_1",28.846031
"326",130,"FKT AMBOHIMAHAVELONA BETOHO","tmx_2014_1",28.97013059
"327",131,"FKT NOSIBE SUD","tmx_2014_1",29.12385024
"328",132,"FKT MANDRIAPOTSY","tmx_2014_1",29.19677639
"329",133,"FKT AMBALAVAONA","tmx_2014_1",29.23089245
"330",134,"FKT LAVAKIANJA SUD","tmx_2014_1",29.35975121
"331",135,"FKT AMBODIARA NORD","tmx_2014_1",28.63906707
"332",136,"FKT MAHASOA","tmx_2014_1",29.53181334
"333",137,"FKT AMBODIRORANGA","tmx_2014_1",29.26459173
"334",138,"FKT AMBOHIMISAFY","tmx_2014_1",29.35226578
"335",139,"FKT AMBALATABAKA","tmx_2014_1",29.4471543
"336",140,"FKT ANIVORANO","tmx_2014_1",29.57979531
"337",141,"FKT AMPASIMPOTSY","tmx_2014_1",28.78788275
"338",142,"FKT AMBOHIMIARINA","tmx_2014_1",28.38048265
"339",143,"FKT MATSITSIRANO","tmx_2014_1",27.97901819
"340",144,"FKT BETAMPO NORD","tmx_2014_1",27.22571476
"341",145,"FKT ANDRORANGAVOLA SUD","tmx_2014_1",28.16040937
"342",146,"FKT ANALAMPASINA","tmx_2014_1",28.40303672
"343",147,"FKT ANALAVORY","tmx_2014_1",27.91000366
"344",148,"FKT AMBARO","tmx_2014_1",27.30594498
"345",149,"FKT AMBOHIMALAZA","tmx_2014_1",28.55027988
"346",150,"FKT MANJIRIANA SUD","tmx_2014_1",28.07424804
"347",151,"FKT MAROSATROKA","tmx_2014_1",28.42105406
"348",152,"FKT MAROLANANANA","tmx_2014_1",28.57126513
"349",153,"FKT AMBODIMANGA NORD","tmx_2014_1",28.50875432
"350",154,"FKT VOHITRARIVO","tmx_2014_1",28.48646304
"351",155,"FKT SOANIHERENANA NORD","tmx_2014_1",28.47908035
"352",156,"FKT AMBALAVARY","tmx_2014_1",28.36660867
"353",157,"FKT FASINTSARA ANDAKANA","tmx_2014_1",28.33155067
"354",158,"FKT NOSIMBOAHANGY","tmx_2014_1",28.26541322
"355",159,"FKT AMBALAHERANA","tmx_2014_1",28.34840226
"356",160,"FKT ANDRORANGAVOLA NORD","tmx_2014_1",28.44362632
"357",161,"FKT AMBOHIMIRANTY","tmx_2014_1",28.51823929
"358",162,"FKT MANDROALINA","tmx_2014_1",28.35085791
"359",163,"FKT MORARANO","tmx_2014_1",28.34241082
"360",164,"FKT AMBOHIMANGA SUD","tmx_2014_1",28.46157772
"361",165,"FKT SAHAMARANA","tmx_2014_1",28.44629682
"362",166,"FKT MASOAROVANA","tmx_2014_1",28.45769251
"363",167,"FKT AMBILANIBE","tmx_2014_1",28.48991203
"364",168,"FKT AMBODIARA","tmx_2014_1",28.44951834
"365",169,"FKT AMBODIVOASARY","tmx_2014_1",28.37175187
"366",170,"FKT AMBATOFANOKONANA","tmx_2014_1",28.32438205
"367",171,"FKT AMBODIRAFIA","tmx_2014_1",28.50784487
"368",172,"FKT ANTANJONA","tmx_2014_1",28.64249286
"369",173,"FKT FALIARIVO","tmx_2014_1",28.59791986
"370",174,"FKT AMBOHIMIERA","tmx_2014_1",26.5623267
"371",175,"FKT MAROMANANA","tmx_2014_1",27.45293626
"372",176,"FKT AMBOLO","tmx_2014_1",27.56378069
"373",177,"FKT AMBINANITOMAROSANA","tmx_2014_1",27.71732957
"374",178,"FKT AMBOHIDAZA","tmx_2014_1",25.75264869
"375",179,"FKT AMPANTSONA","tmx_2014_1",25.23301302
"376",180,"FKT AMBOHIMILANJA","tmx_2014_1",25.617241
"377",181,"FKT AMBOHIMAHAVELONA","tmx_2014_1",28.025435
"378",182,"FKT AMBOHIMAHATSINJO","tmx_2014_1",27.54150589
"379",183,"FKT FIADANANA NORD","tmx_2014_1",28.26712936
"380",184,"FKT AMBODIMANGA","tmx_2014_1",28.1508519
"381",185,"FKT FALIARIVO","tmx_2014_1",28.2354057
"382",186,"FKT ANTARAMBAKANA","tmx_2014_1",28.18370521
"383",187,"FKT SAHALALONA","tmx_2014_1",28.41567839
"384",188,"FKT ANDRORANGAVOLA","tmx_2014_1",28.51851236
"385",189,"FKT VOHIMENA","tmx_2014_1",28.57904386
"386",190,"FKT MANARINONY","tmx_2014_1",27.19252774
"387",191,"FKT ANDEMAKA NORD","tmx_2014_1",28.16604668
"388",192,"FKT TSINJORANO","tmx_2014_1",27.50467873
"389",193,"FKT SAHASOMANGANA","tmx_2014_1",26.71249947
"390",194,"FKT MAROFOTSY","tmx_2014_1",27.25393276
"391",0,"FKT ANTARALAVA","tmx_2014_2",27.87045866
"392",1,"FKT SANDRASATY","tmx_2014_2",27.90139034
"393",2,"FKT AMBOHIMITA","tmx_2014_2",28.26486258
"394",3,"FKT ANALAMARINA","tmx_2014_2",28.14204966
"395",4,"FKT AMBALAFATAKANA EST","tmx_2014_2",29.44094396
"396",5,"FKT AMBALAFARY","tmx_2014_2",29.37902014
"397",6,"FKT MAROFOTOTRA","tmx_2014_2",28.25436917
"398",7,"FKT AMBOHIMASINA","tmx_2014_2",28.85058891
"399",8,"FKT BEFARY","tmx_2014_2",29.19940595
"400",9,"FKT AMBATOHARANANAKELY","tmx_2014_2",28.99903778
"401",10,"FKT AMBODIRAFIA EST","tmx_2014_2",28.54916312
"402",11,"FKT AMBATOHARANANA","tmx_2014_2",28.31104385
"403",12,"FKT SANDRAKELY","tmx_2014_2",28.32230422
"404",13,"FKT AMBOHINIHAONANA","tmx_2014_2",28.13200038
"405",14,"FKT AMBODIMANGA EST","tmx_2014_2",28.3258674
"406",15,"FKT AMBOHITSARA I","tmx_2014_2",28.21473318
